date,CSP_0hr
38751.58333,0.935608983
38751.625,0.818701266
38751.66667,0.276907584
38751.70833,-0.006341458
38751.75,-0.006341458
38751.79167,-0.006341458
38751.83333,-0.006341458
38751.875,-0.006341458
38751.91667,-0.006341458
38751.95833,-0.006341458
38752,-0.006341458
38752.04167,-0.006341458
38752.08333,-0.006341458
38752.125,-0.006341458
38752.16667,-0.006341458
38752.20833,-0.006341458
38752.25,-0.006341458
38752.29167,-0.006341458
38752.33333,-0.006341458
38752.375,0.158123061
38752.41667,0.609276057
38752.45833,0.716080433
38752.5,0.601132202
38752.54167,0.335766568
38752.58333,0.268267657
38752.625,-0.006341458
38752.66667,-0.006341458
38752.70833,-0.006341458
38752.75,-0.006341458
38752.79167,-0.006341458
38752.83333,-0.006341458
38752.875,-0.006341458
38752.91667,-0.006341458
38752.95833,-0.006341458
38753,-0.006341458
38753.04167,-0.006341458
38753.08333,-0.006341458
38753.125,-0.006341458
38753.16667,-0.006341458
38753.20833,-0.006341458
38753.25,-0.006341458
38753.29167,-0.006341458
38753.33333,-0.006341458
38753.375,0.018230659
38753.41667,0.477998778
38753.45833,0.657006484
38753.5,0.638536057
38753.54167,0.665704286
38753.58333,0.821843058
38753.625,0.843240312
38753.66667,0.335659086
38753.70833,-0.006341458
38753.75,-0.006341458
38753.79167,-0.006341458
38753.83333,-0.006341458
38753.875,-0.006341458
38753.91667,-0.006341458
38753.95833,-0.006341458
38754,-0.006341458
38754.04167,-0.006341458
38754.08333,-0.006341458
38754.125,-0.006341458
38754.16667,-0.006341458
38754.20833,-0.006341458
38754.25,-0.006341458
38754.29167,-0.006341458
38754.33333,-0.005365849
38754.375,0.285936101
38754.41667,0.632831225
38754.45833,0.752153161
38754.5,0.652740262
38754.54167,0.446638738
38754.58333,0.367622681
38754.625,0.214774523
38754.66667,0.0212567
38754.70833,-0.006341458
38754.75,-0.006341458
38754.79167,-0.006341458
38754.83333,-0.006341458
38754.875,-0.006341458
38754.91667,-0.006341458
38754.95833,-0.006341458
38755,-0.006341458
38755.04167,-0.006341458
38755.08333,-0.006341458
38755.125,-0.006341458
38755.16667,-0.006341458
38755.20833,-0.006341458
38755.25,-0.006341458
38755.29167,-0.006341458
38755.33333,-0.010359644
38755.375,0.68671295
38755.41667,1.046580367
38755.45833,1.064488578
38755.5,1.119056537
38755.54167,0.984579591
38755.58333,1.007605616
38755.625,0.679544705
38755.66667,0.179834494
38755.70833,-0.006341458
38755.75,-0.006341458
38755.79167,-0.006341458
38755.83333,-0.006341458
38755.875,-0.006341458
38755.91667,-0.006341458
38755.95833,-0.006341458
38756,-0.006341458
38756.04167,-0.006341458
38756.08333,-0.006341458
38756.125,-0.006341458
38756.16667,-0.006341458
38756.20833,-0.006341458
38756.25,-0.006341458
38756.29167,-0.006341458
38756.33333,-0.015229421
38756.375,1.024711844
38756.41667,1.049184746
38756.45833,1.104281848
38756.5,1.086257887
38756.54167,1.047316207
38756.58333,1.107225211
38756.625,0.948812775
38756.66667,0.413724338
38756.70833,-0.006341458
38756.75,-0.006341458
38756.79167,-0.006341458
38756.83333,-0.006341458
38756.875,-0.006341458
38756.91667,-0.006341458
38756.95833,-0.006341458
38757,-0.006341458
38757.04167,-0.006341458
38757.08333,-0.006341458
38757.125,-0.006341458
38757.16667,-0.006341458
38757.20833,-0.006341458
38757.25,-0.006341458
38757.29167,-0.006341458
38757.33333,-0.00765605
38757.375,0.810094411
38757.41667,0.929507293
38757.45833,0.925257606
38757.5,0.924157979
38757.54167,0.928837595
38757.58333,0.928457273
38757.625,0.9912683
38757.66667,0.428085632
38757.70833,-0.006341458
38757.75,-0.006341458
38757.79167,-0.006341458
38757.83333,-0.006341458
38757.875,-0.006341458
38757.91667,-0.006341458
38757.95833,-0.006341458
38758,-0.006341458
38758.04167,-0.006341458
38758.08333,-0.006341458
38758.125,-0.006341458
38758.16667,-0.006341458
38758.20833,-0.006341458
38758.25,-0.006341458
38758.29167,-0.006341458
38758.33333,0.014113258
38758.375,1.084860616
38758.41667,1.146886195
38758.45833,1.14061088
38758.5,1.141454203
38758.54167,1.139544324
38758.58333,1.059908177
38758.625,0.983653589
38758.66667,0.431210888
38758.70833,-0.006341458
38758.75,-0.006341458
38758.79167,-0.006341458
38758.83333,-0.006341458
38758.875,-0.006341458
38758.91667,-0.006341458
38758.95833,-0.006341458
38759,-0.006341458
38759.04167,-0.006341458
38759.08333,-0.006341458
38759.125,-0.006341458
38759.16667,-0.006341458
38759.20833,-0.006341458
38759.25,-0.006341458
38759.29167,-0.006341458
38759.33333,0.078247145
38759.375,1.097890783
38759.41667,1.14476962
38759.45833,1.142619973
38759.5,1.143711332
38759.54167,1.09533601
38759.58333,1.02328977
38759.625,0.95376523
38759.66667,0.477353884
38759.70833,-0.006341458
38759.75,-0.006341458
38759.79167,-0.006341458
38759.83333,-0.006341458
38759.875,-0.006341458
38759.91667,-0.006341458
38759.95833,-0.006341458
38760,-0.006341458
38760.04167,-0.006341458
38760.08333,-0.006341458
38760.125,-0.006341458
38760.16667,-0.006341458
38760.20833,-0.006341458
38760.25,-0.006341458
38760.29167,-0.006341458
38760.33333,0.103158245
38760.375,1.007985938
38760.41667,1.096443905
38760.45833,1.004943361
38760.5,1.074029703
38760.54167,0.799420587
38760.58333,0.544216168
38760.625,0.428945491
38760.66667,0.084927586
38760.70833,-0.006341458
38760.75,-0.006341458
38760.79167,-0.006341458
38760.83333,-0.006341458
38760.875,-0.006341458
38760.91667,-0.006341458
38760.95833,-0.006341458
38761,-0.006341458
38761.04167,-0.006341458
38761.08333,-0.006341458
38761.125,-0.006341458
38761.16667,-0.006341458
38761.20833,-0.006341458
38761.25,-0.006341458
38761.29167,-0.006341458
38761.33333,0.002033897
38761.375,0.589449699
38761.41667,0.818006765
38761.45833,0.671913459
38761.5,0.669135453
38761.54167,0.224381791
38761.58333,0.425125734
38761.625,0.291566522
38761.66667,0.059875932
38761.70833,-0.006341458
38761.75,-0.006341458
38761.79167,-0.006341458
38761.83333,-0.006341458
38761.875,-0.006341458
38761.91667,-0.006341458
38761.95833,-0.006341458
38762,-0.006341458
38762.04167,-0.006341458
38762.08333,-0.006341458
38762.125,-0.006341458
38762.16667,-0.006341458
38762.20833,-0.006341458
38762.25,-0.006341458
38762.29167,-0.006341458
38762.33333,-0.016304244
38762.375,0.471558105
38762.41667,0.569524126
38762.45833,0.569028054
38762.5,0.59647739
38762.54167,0.801512359
38762.58333,0.900478792
38762.625,0.888969914
38762.66667,0.483596128
38762.70833,-0.006341458
38762.75,-0.006341458
38762.79167,-0.006341458
38762.83333,-0.006341458
38762.875,-0.006341458
38762.91667,-0.006341458
38762.95833,-0.006341458
38763,-0.006341458
38763.04167,-0.006341458
38763.08333,-0.006341458
38763.125,-0.006341458
38763.16667,-0.006341458
38763.20833,-0.006341458
38763.25,-0.006341458
38763.29167,-0.006341458
38763.33333,0.192054409
38763.375,0.715840665
38763.41667,0.908506897
38763.45833,1.128118125
38763.5,1.1261173
38763.54167,1.135377317
38763.58333,1.045274043
38763.625,0.978643259
38763.66667,0.568622928
38763.70833,-0.006341458
38763.75,-0.006341458
38763.79167,-0.006341458
38763.83333,-0.006341458
38763.875,-0.006341458
38763.91667,-0.006341458
38763.95833,-0.006341458
38764,-0.006341458
38764.04167,-0.006341458
38764.08333,-0.006341458
38764.125,-0.006341458
38764.16667,-0.006341458
38764.20833,-0.006341458
38764.25,-0.006341458
38764.29167,-0.006341458
38764.33333,0.136990379
38764.375,1.119403787
38764.41667,1.137932089
38764.45833,1.130987076
38764.5,1.12739882
38764.54167,0.694848537
38764.58333,0.133592283
38764.625,0.086167767
38764.66667,0.008631659
38764.70833,-0.006341458
38764.75,-0.006341458
38764.79167,-0.006341458
38764.83333,-0.006341458
38764.875,-0.006341458
38764.91667,-0.006341458
38764.95833,-0.006341458
38765,-0.006341458
38765.04167,-0.006341458
38765.08333,-0.006341458
38765.125,-0.006341458
38765.16667,-0.006341458
38765.20833,-0.006341458
38765.25,-0.006341458
38765.29167,-0.006341458
38765.33333,-0.015345171
38765.375,0.592922205
38765.41667,0.920611062
