date,CSP_0hr
38718,-0.006341458
38718.04167,-0.006341458
38718.08333,-0.006341458
38718.125,-0.006341458
38718.16667,-0.006341458
38718.20833,-0.006341458
38718.25,-0.006341458
38718.29167,-0.006341458
38718.33333,-0.006341458
38718.375,-0.006341458
38718.41667,0.030748218
38718.45833,-0.006341458
38718.5,-0.006341458
38718.54167,-0.006341458
38718.58333,-0.006341458
38718.625,-0.006341458
38718.66667,-0.006341458
38718.70833,-0.006341458
38718.75,-0.006341458
38718.79167,-0.006341458
38718.83333,-0.006341458
38718.875,-0.006341458
38718.91667,-0.006341458
38718.95833,-0.006341458
38719,-0.006341458
38719.04167,-0.006341458
38719.08333,-0.006341458
38719.125,-0.006341458
38719.16667,-0.006341458
38719.20833,-0.006341458
38719.25,-0.006341458
38719.29167,-0.006341458
38719.33333,-0.006341458
38719.375,-0.01049193
38719.41667,0.11782545
38719.45833,0.011326985
38719.5,-0.006341458
38719.54167,-0.006432405
38719.58333,0.075171496
38719.625,0.000463001
38719.66667,-0.006341458
38719.70833,-0.006341458
38719.75,-0.006341458
38719.79167,-0.006341458
38719.83333,-0.006341458
38719.875,-0.006341458
38719.91667,-0.006341458
38719.95833,-0.006341458
38720,-0.006341458
38720.04167,-0.006341458
38720.08333,-0.006341458
38720.125,-0.006341458
38720.16667,-0.006341458
38720.20833,-0.006341458
38720.25,-0.006341458
38720.29167,-0.006341458
38720.33333,-0.011508878
38720.375,0.245051472
38720.41667,0.780131641
38720.45833,0.616915571
38720.5,0.614162369
38720.54167,0.78033007
38720.58333,1.055476597
38720.625,0.281959254
38720.66667,-0.006341458
38720.70833,-0.006341458
38720.75,-0.006341458
38720.79167,-0.006341458
38720.83333,-0.006341458
38720.875,-0.006341458
38720.91667,-0.006341458
38720.95833,-0.006341458
38721,-0.006341458
38721.04167,-0.006341458
38721.08333,-0.006341458
38721.125,-0.006341458
38721.16667,-0.006341458
38721.20833,-0.006341458
38721.25,-0.006341458
38721.29167,-0.006341458
38721.33333,-0.011558486
38721.375,0.414609
38721.41667,0.851392434
38721.45833,0.807911693
38721.5,0.736981615
38721.54167,0.230615766
38721.58333,0.23285636
38721.625,0.216643062
38721.66667,-0.006341458
38721.70833,-0.006341458
38721.75,-0.006341458
38721.79167,-0.006341458
38721.83333,-0.006341458
38721.875,-0.006341458
38721.91667,-0.006341458
38721.95833,-0.006341458
38722,-0.006341458
38722.04167,-0.006341458
38722.08333,-0.006341458
38722.125,-0.006341458
38722.16667,-0.006341458
38722.20833,-0.006341458
38722.25,-0.006341458
38722.29167,-0.006341458
38722.33333,-0.011632897
38722.375,0.463951663
38722.41667,1.056452206
38722.45833,1.061710573
38722.5,1.058279406
38722.54167,1.002917732
38722.58333,0.966845005
38722.625,0.58687839
38722.66667,-0.006341458
38722.70833,-0.006341458
38722.75,-0.006341458
38722.79167,-0.006341458
38722.83333,-0.006341458
38722.875,-0.006341458
38722.91667,-0.006341458
38722.95833,-0.006341458
38723,-0.006341458
38723.04167,-0.006341458
38723.08333,-0.006341458
38723.125,-0.006341458
38723.16667,-0.006341458
38723.20833,-0.006341458
38723.25,-0.006341458
38723.29167,-0.006341458
38723.33333,-0.008127319
38723.375,0.385803732
38723.41667,1.117105319
38723.45833,1.137014356
38723.5,1.139428574
38723.54167,1.087944532
38723.58333,1.147068088
38723.625,0.779131228
38723.66667,-0.006341458
38723.70833,-0.006341458
38723.75,-0.006341458
38723.79167,-0.006341458
38723.83333,-0.006341458
38723.875,-0.006341458
38723.91667,-0.006341458
38723.95833,-0.006341458
38724,-0.006341458
38724.04167,-0.006341458
38724.08333,-0.006341458
38724.125,-0.006341458
38724.16667,-0.006341458
38724.20833,-0.006341458
38724.25,-0.006341458
38724.29167,-0.006341458
38724.33333,0.016783781
38724.375,0.373162155
38724.41667,0.56655596
38724.45833,0.589052841
38724.5,0.72611763
38724.54167,0.753542163
38724.58333,0.846357299
38724.625,0.51821371
38724.66667,-0.006341458
38724.70833,-0.006341458
38724.75,-0.006341458
38724.79167,-0.006341458
38724.83333,-0.006341458
38724.875,-0.006341458
38724.91667,-0.006341458
38724.95833,-0.006341458
38725,-0.006341458
38725.04167,-0.006341458
38725.08333,-0.006341458
38725.125,-0.006341458
38725.16667,-0.006341458
38725.20833,-0.006341458
38725.25,-0.006341458
38725.29167,-0.006341458
38725.33333,-0.011649432
38725.375,0.624679103
38725.41667,1.110201645
38725.45833,1.142958956
38725.5,1.141354989
38725.54167,1.144414101
38725.58333,1.141090417
38725.625,0.789226301
38725.66667,-0.006341458
38725.70833,-0.006341458
38725.75,-0.006341458
38725.79167,-0.006341458
38725.83333,-0.006341458
38725.875,-0.006341458
38725.91667,-0.006341458
38725.95833,-0.006341458
38726,-0.006341458
38726.04167,-0.006341458
38726.08333,-0.006341458
38726.125,-0.006341458
38726.16667,-0.006341458
38726.20833,-0.006341458
38726.25,-0.006341458
38726.29167,-0.006341458
38726.33333,-0.011707307
38726.375,0.636667518
38726.41667,1.134352101
38726.45833,1.132458758
38726.5,1.153302064
38726.54167,1.139114395
38726.58333,1.055691562
38726.625,0.660760099
38726.66667,-0.006341458
38726.70833,-0.006341458
38726.75,-0.006341458
38726.79167,-0.006341458
38726.83333,-0.006341458
38726.875,-0.006341458
38726.91667,-0.006341458
38726.95833,-0.006341458
38727,-0.006341458
38727.04167,-0.006341458
38727.08333,-0.006341458
38727.125,-0.006341458
38727.16667,-0.006341458
38727.20833,-0.006341458
38727.25,-0.006341458
38727.29167,-0.006341458
38727.33333,-0.011756915
38727.375,0.651376063
38727.41667,1.148845681
38727.45833,1.146621623
38727.5,1.143868422
38727.54167,1.146836588
38727.58333,1.125034208
38727.625,0.834707867
38727.66667,-0.006341458
38727.70833,-0.006341458
38727.75,-0.006341458
38727.79167,-0.006341458
38727.83333,-0.006341458
38727.875,-0.006341458
38727.91667,-0.006341458
38727.95833,-0.006341458
38728,-0.006341458
38728.04167,-0.006341458
38728.08333,-0.006341458
38728.125,-0.006341458
38728.16667,-0.006341458
38728.20833,-0.006341458
38728.25,-0.006341458
38728.29167,-0.006341458
38728.33333,-0.011765183
38728.375,0.336295712
38728.41667,0.739635602
38728.45833,0.48436504
38728.5,0.597543946
38728.54167,0.498048369
38728.58333,0.193848538
38728.625,0.092492689
38728.66667,-0.006341458
38728.70833,-0.006341458
38728.75,-0.006341458
38728.79167,-0.006341458
38728.83333,-0.006341458
38728.875,-0.006341458
38728.91667,-0.006341458
38728.95833,-0.006341458
38729,-0.006341458
38729.04167,-0.006341458
38729.08333,-0.006341458
38729.125,-0.006341458
38729.16667,-0.006341458
38729.20833,-0.006341458
38729.25,-0.006341458
38729.29167,-0.006341458
38729.33333,-0.006341458
38729.375,0.243174665
38729.41667,0.940288598
38729.45833,1.137361606
38729.5,1.083579096
38729.54167,1.100949896
38729.58333,1.097791569
38729.625,0.761702553
38729.66667,-0.006341458
38729.70833,-0.006341458
38729.75,-0.006341458
38729.79167,-0.006341458
38729.83333,-0.006341458
38729.875,-0.006341458
38729.91667,-0.006341458
38729.95833,-0.006341458
38730,-0.006341458
38730.04167,-0.006341458
38730.08333,-0.006341458
38730.125,-0.006341458
38730.16667,-0.006341458
38730.20833,-0.006341458
38730.25,-0.006341458
38730.29167,-0.006341458
38730.33333,-0.011756915
38730.375,0.52571267
38730.41667,1.128696876
38730.45833,1.136551355
38730.5,1.140420719
38730.54167,1.129440984
38730.58333,1.07450924
38730.625,0.664133391
38730.66667,-0.006341458
38730.70833,-0.006341458
38730.75,-0.006341458
38730.79167,-0.006341458
38730.83333,-0.006341458
38730.875,-0.006341458
38730.91667,-0.006341458
38730.95833,-0.006341458
38731,-0.006341458
38731.04167,-0.006341458
38731.08333,-0.006341458
38731.125,-0.006341458
38731.16667,-0.006341458
38731.20833,-0.006341458
38731.25,-0.006341458
38731.29167,-0.006341458
38731.33333,-0.006341458
38731.375,0.067333553
38731.41667,0.499048781
38731.45833,0.493294342
38731.5,0.529821803
38731.54167,0.68049551
38731.58333,0.671690226
38731.625,0.036461318
38731.66667,-0.006341458
38731.70833,-0.006341458
38731.75,-0.006341458
38731.79167,-0.006341458
38731.83333,-0.006341458
38731.875,-0.006341458
38731.91667,-0.006341458
38731.95833,-0.006341458
38732,-0.006341458
38732.04167,-0.006341458
38732.08333,-0.006341458
38732.125,-0.006341458
38732.16667,-0.006341458
38732.20833,-0.006341458
38732.25,-0.006341458
38732.29167,-0.006341458
38732.33333,-0.009913179
38732.375,0.565158689
38732.41667,1.081197949
38732.45833,1.104720046
38732.5,1.067465012
38732.54167,1.030119033
38732.58333,1.105555101
38732.625,0.784530149
38732.66667,-0.006341458
38732.70833,-0.006341458
38732.75,-0.006341458
38732.79167,-0.006341458
38732.83333,-0.006341458
38732.875,-0.006341458
38732.91667,-0.006341458
38732.95833,-0.006341458
38733,-0.006341458
38733.04167,-0.006341458
38733.08333,-0.006341458
38733.125,-0.006341458
38733.16667,-0.006341458
38733.20833,-0.006341458
38733.25,-0.006341458
38733.29167,-0.006341458
38733.33333,-0.016056208
38733.375,0.781206464
38733.41667,1.139428574
38733.45833,1.110061091
38733.5,1.131235113
38733.54167,1.132045364
38733.58333,1.141437667
38733.625,0.874575548
38733.66667,-0.006341458
38733.70833,-0.006341458
38733.75,-0.006341458
38733.79167,-0.006341458
38733.83333,-0.006341458
38733.875,-0.006341458
38733.91667,-0.006341458
38733.95833,-0.006341458
38734,-0.006341458
38734.04167,-0.006341458
38734.08333,-0.006341458
38734.125,-0.006341458
38734.16667,-0.006341458
38734.20833,-0.006341458
38734.25,-0.006341458
38734.29167,-0.006341458
38734.33333,-0.011806522
38734.375,0.275849297
38734.41667,0.671177618
38734.45833,0.965828056
38734.5,1.045133489
38734.54167,0.863794242
38734.58333,0.62970597
38734.625,0.486613901
38734.66667,-0.006341458
38734.70833,-0.006341458
38734.75,-0.006341458
38734.79167,-0.006341458
38734.83333,-0.006341458
38734.875,-0.006341458
38734.91667,-0.006341458
38734.95833,-0.006341458
38735,-0.006341458
38735.04167,-0.006341458
38735.08333,-0.006341458
38735.125,-0.006341458
38735.16667,-0.006341458
38735.20833,-0.006341458
38735.25,-0.006341458
38735.29167,-0.006341458
38735.33333,-0.01177345
38735.375,0.563687008
38735.41667,0.794368917
38735.45833,0.586506336
38735.5,0.647870485
38735.54167,0.606721284
38735.58333,0.642116046
38735.625,0.356676018
38735.66667,-0.006341458
38735.70833,-0.006341458
38735.75,-0.006341458
38735.79167,-0.006341458
38735.83333,-0.006341458
38735.875,-0.006341458
38735.91667,-0.006341458
38735.95833,-0.006341458
38736,-0.006341458
38736.04167,-0.006341458
38736.08333,-0.006341458
38736.125,-0.006341458
38736.16667,-0.006341458
38736.20833,-0.006341458
38736.25,-0.006341458
38736.29167,-0.006341458
38736.33333,-0.007102102
38736.375,0.363852531
38736.41667,0.803620667
38736.45833,0.757965475
38736.5,0.970755708
38736.54167,0.587101623
38736.58333,0.439453957
38736.625,0.28430733
38736.66667,-0.006341458
38736.70833,-0.006341458
38736.75,-0.006341458
38736.79167,-0.006341458
38736.83333,-0.006341458
38736.875,-0.006341458
38736.91667,-0.006341458
38736.95833,-0.006341458
38737,-0.006341458
38737.04167,-0.006341458
38737.08333,-0.006341458
38737.125,-0.006341458
38737.16667,-0.006341458
38737.20833,-0.006341458
38737.25,-0.006341458
38737.29167,-0.006341458
38737.33333,-0.012633309
38737.375,0.691872103
38737.41667,1.1359478
38737.45833,1.129622878
38737.5,1.126100764
38737.54167,1.12844884
38737.58333,1.128432304
38737.625,0.931020313
38737.66667,-0.006341458
38737.70833,-0.006341458
38737.75,-0.006341458
38737.79167,-0.006341458
38737.83333,-0.006341458
38737.875,-0.006341458
38737.91667,-0.006341458
38737.95833,-0.006341458
38738,-0.006341458
38738.04167,-0.006341458
38738.08333,-0.006341458
38738.125,-0.006341458
38738.16667,-0.006341458
38738.20833,-0.006341458
38738.25,-0.006341458
38738.29167,-0.006341458
38738.33333,-0.016171959
38738.375,0.785208115
38738.41667,1.135030066
38738.45833,1.137063963
38738.5,1.148729931
38738.54167,0.813806686
38738.58333,0.984174465
38738.625,0.665125535
38738.66667,-0.006341458
38738.70833,-0.006341458
38738.75,-0.006341458
38738.79167,-0.006341458
38738.83333,-0.006341458
38738.875,-0.006341458
38738.91667,-0.006341458
38738.95833,-0.006341458
38739,-0.006341458
38739.04167,-0.006341458
38739.08333,-0.006341458
38739.125,-0.006341458
38739.16667,-0.006341458
38739.20833,-0.006341458
38739.25,-0.006341458
38739.29167,-0.006341458
38739.33333,-0.006341458
38739.375,0.101942867
38739.41667,0.263836078
38739.45833,0.615030496
38739.5,0.652103636
38739.54167,0.737841473
38739.58333,0.848672304
38739.625,0.944910339
38739.66667,0.124911017
38739.70833,-0.006341458
38739.75,-0.006341458
38739.79167,-0.006341458
38739.83333,-0.006341458
38739.875,-0.006341458
38739.91667,-0.006341458
38739.95833,-0.006341458
38740,-0.006341458
38740.04167,-0.006341458
38740.08333,-0.006341458
38740.125,-0.006341458
38740.16667,-0.006341458
38740.20833,-0.006341458
38740.25,-0.006341458
38740.29167,-0.006341458
38740.33333,-0.017015282
38740.375,0.798238282
38740.41667,1.131615435
38740.45833,1.130358718
38740.5,1.145364907
38740.54167,1.150730756
38740.58333,1.148233858
38740.625,0.907432073
38740.66667,0.142529853
38740.70833,-0.006341458
38740.75,-0.006341458
38740.79167,-0.006341458
38740.83333,-0.006341458
38740.875,-0.006341458
38740.91667,-0.006341458
38740.95833,-0.006341458
38741,-0.006341458
38741.04167,-0.006341458
38741.08333,-0.006341458
38741.125,-0.006341458
38741.16667,-0.006341458
38741.20833,-0.006341458
38741.25,-0.006341458
38741.29167,-0.006341458
38741.33333,-0.012021487
38741.375,0.48242209
38741.41667,0.916766501
38741.45833,0.831375915
38741.5,0.744480575
38741.54167,0.738387153
38741.58333,0.960263778
38741.625,0.794989008
38741.66667,0.148466186
38741.70833,-0.006341458
38741.75,-0.006341458
38741.79167,-0.006341458
38741.83333,-0.006341458
38741.875,-0.006341458
38741.91667,-0.006341458
38741.95833,-0.006341458
38742,-0.006341458
38742.04167,-0.006341458
38742.08333,-0.006341458
38742.125,-0.006341458
38742.16667,-0.006341458
38742.20833,-0.006341458
38742.25,-0.006341458
38742.29167,-0.006341458
38742.33333,-0.013195524
38742.375,0.654625337
38742.41667,0.814038186
38742.45833,0.900115006
38742.5,1.120040413
38742.54167,1.142495955
38742.58333,1.12568737
38742.625,0.856874033
38742.66667,0.145820466
38742.70833,-0.006341458
38742.75,-0.006341458
38742.79167,-0.006341458
38742.83333,-0.006341458
38742.875,-0.006341458
38742.91667,-0.006341458
38742.95833,-0.006341458
38743,-0.006341458
38743.04167,-0.006341458
38743.08333,-0.006341458
38743.125,-0.006341458
38743.16667,-0.006341458
38743.20833,-0.006341458
38743.25,-0.006341458
38743.29167,-0.006341458
38743.33333,0.025068189
38743.375,0.802926165
38743.41667,1.144075119
38743.45833,0.921040991
38743.5,0.962446497
38743.54167,1.082355451
38743.58333,1.142818402
38743.625,0.89947838
38743.66667,0.155353323
38743.70833,-0.006341458
38743.75,-0.006341458
38743.79167,-0.006341458
38743.83333,-0.006341458
38743.875,-0.006341458
38743.91667,-0.006341458
38743.95833,-0.006341458
38744,-0.006341458
38744.04167,-0.006341458
38744.08333,-0.006341458
38744.125,-0.006341458
38744.16667,-0.006341458
38744.20833,-0.006341458
38744.25,-0.006341458
38744.29167,-0.006341458
38744.33333,-0.018842481
38744.375,0.676791503
38744.41667,1.010367085
38744.45833,1.048176066
38744.5,0.950449814
38744.54167,1.027522921
38744.58333,0.640057346
38744.625,0.356791768
38744.66667,-0.006341458
38744.70833,-0.006341458
38744.75,-0.006341458
38744.79167,-0.006341458
38744.83333,-0.006341458
38744.875,-0.006341458
38744.91667,-0.006341458
38744.95833,-0.006341458
38745,-0.006341458
38745.04167,-0.006341458
38745.08333,-0.006341458
38745.125,-0.006341458
38745.16667,-0.006341458
38745.20833,-0.006341458
38745.25,-0.006341458
38745.29167,-0.006341458
38745.33333,-0.006341458
38745.375,0.12408423
38745.41667,0.509176925
38745.45833,0.779313122
38745.5,0.299925341
38745.54167,0.033046686
38745.58333,-0.005175688
38745.625,0.132161941
38745.66667,-0.006341458
38745.70833,-0.006341458
38745.75,-0.006341458
38745.79167,-0.006341458
38745.83333,-0.006341458
38745.875,-0.006341458
38745.91667,-0.006341458
38745.95833,-0.006341458
38746,-0.006341458
38746.04167,-0.006341458
38746.08333,-0.006341458
38746.125,-0.006341458
38746.16667,-0.006341458
38746.20833,-0.006341458
38746.25,-0.006341458
38746.29167,-0.006341458
38746.33333,-0.011525414
38746.375,0.536733744
38746.41667,1.027630403
38746.45833,0.852946794
38746.5,0.795799259
38746.54167,0.765241203
38746.58333,0.88770493
38746.625,0.703703428
38746.66667,0.17382375
38746.70833,-0.006341458
38746.75,-0.006341458
38746.79167,-0.006341458
38746.83333,-0.006341458
38746.875,-0.006341458
38746.91667,-0.006341458
38746.95833,-0.006341458
38747,-0.006341458
38747.04167,-0.006341458
38747.08333,-0.006341458
38747.125,-0.006341458
38747.16667,-0.006341458
38747.20833,-0.006341458
38747.25,-0.006341458
38747.29167,-0.006341458
38747.33333,-0.022629167
38747.375,0.911574277
38747.41667,1.142190044
38747.45833,1.149052378
38747.5,1.148796074
38747.54167,1.146456266
38747.58333,1.118568732
38747.625,0.85964377
38747.66667,0.366341161
38747.70833,-0.006341458
38747.75,-0.006341458
38747.79167,-0.006341458
38747.83333,-0.006341458
38747.875,-0.006341458
38747.91667,-0.006341458
38747.95833,-0.006341458
38748,-0.006341458
38748.04167,-0.006341458
38748.08333,-0.006341458
38748.125,-0.006341458
38748.16667,-0.006341458
38748.20833,-0.006341458
38748.25,-0.006341458
38748.29167,-0.006341458
38748.33333,-0.019487375
38748.375,0.787490048
38748.41667,1.100916824
38748.45833,1.095269867
38748.5,1.137989964
38748.54167,0.879933129
38748.58333,0.967919828
38748.625,0.858395322
38748.66667,0.099727078
38748.70833,-0.006341458
38748.75,-0.006341458
38748.79167,-0.006341458
38748.83333,-0.006341458
38748.875,-0.006341458
38748.91667,-0.006341458
38748.95833,-0.006341458
38749,-0.006341458
38749.04167,-0.006341458
38749.08333,-0.006341458
38749.125,-0.006341458
38749.16667,-0.006341458
38749.20833,-0.006341458
38749.25,-0.006341458
38749.29167,-0.006341458
38749.33333,-0.008069444
38749.375,0.271500396
38749.41667,0.572393078
38749.45833,0.766365633
38749.5,0.762851788
38749.54167,1.018056207
38749.58333,1.137245856
38749.625,0.983479964
38749.66667,0.399280364
38749.70833,-0.006341458
38749.75,-0.006341458
38749.79167,-0.006341458
38749.83333,-0.006341458
38749.875,-0.006341458
38749.91667,-0.006341458
38749.95833,-0.006341458
38750,-0.006341458
38750.04167,-0.006341458
38750.08333,-0.006341458
38750.125,-0.006341458
38750.16667,-0.006341458
38750.20833,-0.006341458
38750.25,-0.006341458
38750.29167,-0.006341458
38750.33333,-0.010773038
38750.375,0.33614689
38750.41667,0.665811769
38750.45833,0.533889596
38750.5,0.455634183
38750.54167,0.437213363
38750.58333,0.310698379
38750.625,0.149135883
38750.66667,0.06505162
38750.70833,-0.006341458
38750.75,-0.006341458
38750.79167,-0.006341458
38750.83333,-0.006341458
38750.875,-0.006341458
38750.91667,-0.006341458
38750.95833,-0.006341458
38751,-0.006341458
38751.04167,-0.006341458
38751.08333,-0.006341458
38751.125,-0.006341458
38751.16667,-0.006341458
38751.20833,-0.006341458
38751.25,-0.006341458
38751.29167,-0.006341458
38751.33333,-0.015857779
38751.375,0.699379331
38751.41667,1.012235624
38751.45833,1.142603437
38751.5,1.00514179
38751.54167,0.861942239
