date,pjm_pv_jeremy_scaled
40219.12,0
40219.17,0
40219.21,0
40219.25,0
40219.29,0
40219.33,0.017865529
40219.37,0.025405762
40219.42,0.03552566
40219.46,0.067554062
40219.5,0.054393219
40219.54,0.065079272
40219.58,0.057273527
40219.62,0.059804367
40219.67,0.052907524
40219.71,0.0118898
40219.75,0
40219.79,0
40219.83,0
40219.87,0
40219.92,0
40219.96,0
40220,0
40220.04,0
40220.08,0
40220.12,0
40220.17,0
40220.21,0
40220.25,0
40220.29,0
40220.33,0.215959207
40220.37,0.443709653
40220.42,0.517459863
40220.46,0.599387364
40220.5,0.610428425
40220.54,0.538033251
40220.58,0.601876097
40220.62,0.56844994
40220.67,0.483147958
40220.71,0.317216826
40220.75,0
40220.79,0
40220.83,0
40220.87,0
40220.92,0
40220.96,0
40221,0
40221.04,0
40221.08,0
40221.12,0
40221.17,0
40221.21,0
40221.25,0
40221.29,0
40221.33,0.270371792
40221.37,0.462194525
40221.42,0.522686646
40221.46,0.625229315
40221.5,0.600143609
40221.54,0.547886333
40221.58,0.564643558
40221.62,0.462718975
40221.67,0.334745917
40221.71,0.131895688
40221.75,0
40221.79,0
40221.83,0
40221.87,0
40221.92,0
40221.96,0
40222,0
40222.04,0
40222.08,0
40222.12,0
40222.17,0
40222.21,0
40222.25,0
40222.29,0
40222.33,0.039847599
40222.37,0.116181483
40222.42,0.152818925
40222.46,0.30462537
40222.5,0.312543884
40222.54,0.304923705
40222.58,0.250072492
40222.62,0.337348346
40222.67,0.144256108
40222.71,0.113609805
40222.75,0
40222.79,0
40222.83,0
40222.87,0
40222.92,0
40222.96,0
40223,0
40223.04,0
40223.08,0
40223.12,0
40223.17,0
40223.21,0
40223.25,0
40223.29,0
40223.33,0.190215618
40223.37,0.29864615
40223.42,0.360589016
40223.46,0.445063318
40223.5,0.3241476
40223.54,0.337591459
40223.58,0.35481294
40223.62,0.364548251
40223.67,0.261858198
40223.71,0.283380509
40223.75,0
40223.79,0
40223.83,0
40223.87,0
40223.92,0
40223.96,0
40224,0
40224.04,0
40224.08,0
40224.12,0
40224.17,0
40224.21,0
40224.25,0
40224.29,0
40224.33,0.232253714
40224.37,0.429618304
40224.42,0.510990732
40224.46,0.431692282
40224.5,0.327233319
40224.54,0.272235394
40224.58,0.189896285
40224.62,0.053447555
40224.67,0.02336385
40224.71,0.01167055
40224.75,0
40224.79,0
40224.83,0
40224.87,0
40224.92,0
40224.96,0
40225,0
40225.04,0
40225.08,0
40225.12,0
40225.17,0
40225.21,0
40225.25,0
40225.29,0
40225.33,0.05576831
40225.37,0.095128198
40225.42,0.172756614
40225.46,0.34320688
40225.5,0.337945868
40225.54,0.422512238
40225.58,0.392487379
40225.62,0.336007398
40225.67,0.226359451
40225.71,0.169981089
40225.75,0
40225.79,0
40225.83,0
40225.87,0
40225.92,0
40225.96,0
40226,0
40226.04,0
40226.08,0
40226.12,0
40226.17,0
40226.21,0
40226.25,0
40226.29,0.008550584
40226.33,0.133196817
40226.37,0.238978321
40226.42,0.341440878
40226.46,0.276233052
40226.5,0.181567047
40226.54,0.197096214
40226.58,0.130893682
40226.62,0.157777126
40226.67,0.08502181
40226.71,0.164068471
40226.75,0
40226.79,0
40226.83,0
40226.87,0
40226.92,0
40226.96,0
40227,0
40227.04,0
40227.08,0
40227.12,0
40227.17,0
40227.21,0
40227.25,0
40227.29,0.040577967
40227.33,0.1845628
40227.37,0.238431939
40227.42,0.291686306
40227.46,0.289882873
40227.5,0.3616829
40227.54,0.385956241
40227.58,0.476148046
40227.62,0.556407985
40227.67,0.406532249
40227.71,0.284697
40227.75,0
40227.79,0
40227.83,0
40227.87,0
40227.92,0
40227.96,0
40228,0
40228.04,0
40228.08,0
40228.12,0
40228.17,0
40228.21,0
40228.25,0
40228.29,0.01874619
40228.33,0.211545943
40228.37,0.383866184
40228.42,0.495217532
40228.46,0.607429995
40228.5,0.697261577
40228.54,0.697261577
40228.58,0.696615086
40228.62,0.602741776
40228.67,0.564026934
40228.71,0.362881725
40228.75,0
40228.79,0
40228.83,0
40228.87,0
40228.92,0
40228.96,0
40229,0
40229.04,0
40229.08,0
40229.12,0
40229.17,0
40229.21,0
40229.25,0
40229.29,0.04493649
40229.33,0.32039781
40229.37,0.394893924
40229.42,0.563868475
40229.46,0.561198356
40229.5,0.586662153
40229.54,0.554147754
40229.58,0.449438686
40229.62,0.523657983
40229.67,0.413014812
40229.71,0.300786417
40229.75,0
40229.79,0
40229.83,0
40229.87,0
40229.92,0
40229.96,0
40230,0
40230.04,0
40230.08,0
40230.12,0
40230.17,0
40230.21,0
40230.25,0
40230.29,0.050348098
40230.33,0.319243067
40230.37,0.502709217
40230.42,0.600016807
40230.46,0.605988039
40230.5,0.561471144
40230.54,0.598590655
40230.58,0.518142924
40230.62,0.432406501
40230.67,0.316099945
40230.71,0.221055528
40230.75,0
40230.79,0
40230.83,0
40230.87,0
40230.92,0
40230.96,0
40231,0
40231.04,0
40231.08,0
40231.12,0
40231.17,0
40231.21,0
40231.25,0
40231.29,0.024579016
40231.33,0.143686341
40231.37,0.205111269
40231.42,0.298493799
40231.46,0.278250206
40231.5,0.244932443
40231.54,0.173669647
40231.58,0.106533148
40231.62,0.058805552
40231.67,0.033062214
40231.71,0.005510026
40231.75,0
40231.79,0
40231.83,0
40231.87,0
40231.92,0
40231.96,0
40232,0
40232.04,0
40232.08,0
40232.12,0
40232.17,0
40232.21,0
40232.25,0
40232.29,0.02652985
40232.33,0.119201926
40232.37,0.055048475
40232.42,0.074980848
40232.46,0.092792779
40232.5,0.083154748
40232.54,0.08551524
40232.58,0.126098403
40232.62,0.12242225
40232.67,0.049517958
40232.71,0.03204926
40232.75,0
40232.79,0
40232.83,0
40232.87,0
40232.92,0
40232.96,0
40233,0
40233.04,0
40233.08,0
40233.12,0
40233.17,0
40233.21,0
40233.25,0
40233.29,0.052885817
40233.33,0.296704929
40233.37,0.427991949
40233.42,0.437001235
40233.46,0.428723241
40233.5,0.2818766
40233.54,0.352329534
40233.58,0.249054857
40233.62,0.240387036
40233.67,0.138436487
40233.71,0.087630876
40233.75,0
40233.79,0
40233.83,0
40233.87,0
40233.92,0
40233.96,0
40234,0
40234.04,0
40234.08,0
40234.12,0
40234.17,0
40234.21,0
40234.25,0
40234.29,0.004035233
40234.33,0.127365932
40234.37,0.182175921
40234.42,0.189114097
40234.46,0.260251078
40234.5,0.226209534
40234.54,0.691285583
40234.58,0.677085865
40234.62,0.219036278
40234.67,0.119804183
40234.71,0.039739378
40234.75,0
40234.79,0
40234.83,0
40234.87,0
40234.92,0
40234.96,0
40235,0
40235.04,0
40235.08,0
40235.12,0
40235.17,0
40235.21,0
40235.25,0
40235.29,0.004362349
40235.33,0.027027935
40235.37,0.074035266
40235.42,0.166046397
40235.46,0.176147251
40235.5,0.194836693
40235.54,0.29095806
40235.58,0.289553261
40235.62,0.203328892
40235.67,0.205098086
40235.71,0.148917385
40235.75,0
40235.79,0
40235.83,0
40235.87,0
40235.92,0
40235.96,0
40236,0
40236.04,0
40236.08,0
40236.12,0
40236.17,0
40236.21,0
40236.25,0
40236.29,0.004010682
40236.33,0.054598002
40236.37,0.313957655
40236.42,0.357367412
40236.46,0.386975597
40236.5,0.416243784
40236.54,0.377067652
40236.58,0.494561744
40236.62,0.494176079
40236.67,0.416898442
40236.71,0.310723461
40236.75,0.000758709
40236.79,0
40236.83,0
40236.87,0
40236.92,0
40236.96,0
40237,0
40237.04,0
40237.08,0
40237.12,0
40237.17,0
40237.21,0
40237.25,0
40237.29,0.008545137
40237.33,0.108869166
40237.37,0.299450466
40237.42,0.271899061
40237.46,0.239789527
40237.5,0.225417442
40237.54,0.246011548
40237.58,0.282488788
40237.62,0.287673754
40237.67,0.169841168
40237.71,0.09946165
40237.75,0.001300289
40237.79,0
40237.83,0
40237.87,0
40237.92,0
40237.96,0
40238,0
40238.04,0
40238.08,0
40238.12,0
40238.17,0
40238.21,0
40238.25,0
40238.29,0.175727118
40238.33,0.366009967
40238.37,0.509475196
40238.42,0.420699462
40238.46,0.573665196
40238.5,0.578378209
40238.54,0.510252383
40238.58,0.57563402
40238.62,0.545676281
40238.67,0.449932527
40238.71,0.327487791
40238.75,0.000136725
40238.79,0
40238.83,0
40238.87,0
40238.92,0
40238.96,0
40239,0
40239.04,0
40239.08,0
40239.12,0
40239.17,0
40239.21,0
40239.25,0
40239.29,0.023786507
40239.33,0.168619258
40239.37,0.363806142
40239.42,0.330452835
40239.46,0.372300065
40239.5,0.309599886
40239.54,0.345657395
40239.58,0.248238721
40239.62,0.144299923
40239.67,0.052873735
40239.71,0.020736412
40239.75,0.000410074
40239.79,0
40239.83,0
40239.87,0
40239.92,0
40239.96,0
40240,0
40240.04,0
40240.08,0
40240.12,0
40240.17,0
40240.21,0
40240.25,0
40240.29,0.01941123
40240.33,0.09671038
40240.37,0.047862583
40240.42,0.070932824
40240.46,0.092498773
40240.5,0.181617042
40240.54,0.159177877
40240.58,0.133032121
40240.62,0.107729087
40240.67,0.076586385
40240.71,0.027861621
40240.75,0.013928089
40240.79,0
40240.83,0
40240.87,0
40240.92,0
40240.96,0
40241,0
40241.04,0
40241.08,0
40241.12,0
40241.17,0
40241.21,0
40241.25,0
40241.29,0.201569814
40241.33,0.575395309
40241.37,0.644682061
40241.42,0.684743799
40241.46,0.765219454
40241.5,0.746134119
40241.54,0.749644948
40241.58,0.776034744
40241.62,0.712498977
40241.67,0.531892407
40241.71,0.25544757
40241.75,0.027846116
40241.79,0
40241.83,0
40241.87,0
40241.92,0
40241.96,0
40242,0
40242.04,0
40242.08,0
40242.12,0
40242.17,0
40242.21,0
40242.25,0
40242.29,0.144801979
40242.33,0.249755478
40242.37,0.534150362
40242.42,0.632700385
40242.46,0.622857442
40242.5,0.636682873
40242.54,0.664604887
40242.58,0.622184428
40242.62,0.565918333
40242.67,0.395280087
40242.71,0.288942339
40242.75,0.028254952
40242.79,0
40242.83,0
40242.87,0
40242.92,0
40242.96,0
40243,0
40243.04,0
40243.08,0
40243.12,0
40243.17,0
40243.21,0
40243.25,0
40243.29,0.331488461
40243.33,0.694842887
40243.37,0.839979586
40243.42,0.879316654
40243.46,0.879316654
40243.5,0.879316654
40243.54,0.879316654
40243.58,0.879316654
40243.62,0.856710235
40243.67,0.784413324
40243.71,0.59725793
40243.75,0.035065577
40243.79,0
40243.83,0
40243.87,0
40243.92,0
40243.96,0
40244,0
40244.04,0
40244.08,0
40244.12,0
40244.17,0
40244.21,0
40244.25,0
40244.29,0.33745516
40244.33,0.681470484
40244.37,0.821132416
40244.42,0.876468971
40244.46,0.879316654
40244.5,0.879316654
40244.54,0.879316654
40244.58,0.869548356
40244.62,0.784962837
40244.67,0.606838471
40244.71,0.503224394
40244.75,0.034368755
40244.79,0
40244.83,0
40244.87,0
40244.92,0
40244.96,0
40245,0
40245.04,0
40245.08,0
40245.12,0
40245.17,0
40245.21,0
40245.25,0
40245.29,0.323682615
40245.33,0.671738813
40245.37,0.81710896
40245.42,0.875291137
40245.46,0.879316654
40245.5,0.879316654
40245.54,0.879055369
40245.58,0.869340106
40245.62,0.821785349
40245.67,0.729364533
40245.71,0.518033311
40245.75,0.038902645
40245.79,0
40245.83,0
40245.87,0
40245.92,0
40245.96,0
40246,0
40246.04,0
40246.08,0
40246.12,0
40246.17,0
40246.21,0
40246.25,0
40246.29,0.315249893
40246.33,0.65131236
40246.37,0.797287809
40246.42,0.845405786
40246.46,0.877426416
40246.5,0.840177943
40246.54,0.878816
40246.58,0.839199256
40246.62,0.778936951
40246.67,0.701305546
40246.71,0.463184581
40246.75,0.012996354
40246.79,0
40246.83,0
40246.87,0
40246.92,0
40246.96,0
40247,0
40247.04,0
40247.08,0
40247.12,0
40247.17,0
40247.21,0
40247.25,0
40247.29,0.027354666
40247.33,0.065404017
40247.37,0.253634124
40247.42,0.326768425
40247.46,0.313042018
40247.5,0.301691849
40247.54,0.394692862
40247.58,0.254769458
40247.62,0.361628456
40247.67,0.331480168
40247.71,0.141994367
40247.75,0.002974272
40247.79,0
40247.83,0
40247.87,0
40247.92,0
40247.96,0
40248,0
40248.04,0
40248.08,0
40248.12,0
40248.17,0
40248.21,0
40248.25,0
40248.29,0.086890121
40248.33,0.200843783
40248.37,0.315052676
40248.42,0.38308422
40248.46,0.459635708
40248.5,0.467413412
40248.54,0.4634681
40248.58,0.332405801
40248.62,0.328262752
40248.67,0.264038881
40248.71,0.129070821
40248.75,0.002399578
40248.79,0
40248.83,0
40248.87,0
40248.92,0
40248.96,0
40249,0
40249.04,0
40249.08,0
40249.12,0
40249.17,0
40249.21,0
40249.25,0
40249.29,0.022168063
40249.33,0.085835495
40249.37,0.136474693
40249.42,0.159122535
40249.46,0.13843899
40249.5,0.112748382
40249.54,0.066114011
40249.58,0.07842294
40249.62,0.078558376
40249.67,0.030386997
40249.71,0.01570453
40249.75,0.001218872
40249.79,0
40249.83,0
40249.87,0
40249.92,0
40249.96,0
40250,0
40250.04,0
40250.08,0
40250.12,0
40250.17,0
40250.21,0
40250.25,0
40250.29,0.006528735
40250.33,0.009937851
40250.37,0.021745288
40250.42,0.044783271
40250.46,0.073938952
40250.5,0.052770613
40250.54,0.05434356
40250.58,0.06889184
40250.62,0.089242071
40250.67,0.035777064
40250.71,0.084512139
40250.75,0.003251161
40250.79,0
40250.83,0
40250.87,0
40250.92,0
40250.96,0
40251,0
40251.04,0
40251.08,0
40251.12,0
40251.17,0
40251.21,0
40251.25,0.018651337
40251.29,0.022302876
40251.33,0.025757443
40251.37,0.085840565
40251.42,0.092304148
40251.46,0.122999221
40251.5,0.118936943
40251.54,0.096124284
40251.58,0.079273764
40251.62,0.067959975
40251.67,0.031451689
40251.71,0.023745849
40251.75,0
40251.79,0
40251.83,0
40251.87,0
40251.92,0
40251.96,0
40252,0
40252.04,0
40252.08,0
40252.12,0
40252.17,0
40252.21,0
40252.25,0.01016622
40252.29,0.129381753
40252.33,0.161109134
40252.37,0.102774695
40252.42,0.088272415
40252.46,0.073584478
40252.5,0.09100631
40252.54,0.088005301
40252.58,0.095044222
40252.62,0.042988371
40252.67,0.1677932
40252.71,0.035738261
40252.75,0
40252.79,0
40252.83,0
40252.87,0
40252.92,0
40252.96,0
40253,0
40253.04,0
40253.08,0
40253.12,0
40253.17,0
40253.21,0
40253.25,0.21063162
40253.29,0.661431403
40253.33,0.744208575
40253.37,0.809242133
40253.42,0.879316654
40253.46,0.879316654
40253.5,0.879316654
40253.54,0.879316654
40253.58,0.857309836
40253.62,0.719980436
40253.67,0.538972733
40253.71,0.10527431
40253.75,0
40253.79,0
40253.83,0
40253.87,0
40253.92,0
40253.96,0
40254,0
40254.04,0
40254.08,0
40254.12,0
40254.17,0
40254.21,0
40254.25,0.433778636
40254.29,0.703850535
40254.33,0.826465553
40254.37,0.879316654
40254.42,0.879316654
40254.46,0.879316654
40254.5,0.879316654
40254.54,0.879311742
40254.58,0.851301997
40254.62,0.770852541
40254.67,0.602374019
40254.71,0.168311314
40254.75,0
40254.79,0
40254.83,0
40254.87,0
40254.92,0
40254.96,0
40255,0
40255.04,0
40255.08,0
40255.12,0
40255.17,0
40255.21,0
40255.25,0.42540188
40255.29,0.695998283
40255.33,0.819980266
40255.37,0.878546336
40255.42,0.848496517
40255.46,0.855622137
40255.5,0.879316654
40255.54,0.879316654
40255.58,0.821573304
40255.62,0.741171456
40255.67,0.592181932
40255.71,0.155249202
40255.75,0
40255.79,0
40255.83,0
40255.87,0
40255.92,0
40255.96,0
40256,0
40256.04,0
40256.08,0
40256.12,0
40256.17,0
40256.21,0
40256.25,0.359352962
40256.29,0.631362507
40256.33,0.764096365
40256.37,0.816212527
40256.42,0.838005214
40256.46,0.870475355
40256.5,0.869125475
40256.54,0.850661947
40256.58,0.795915829
40256.62,0.682769676
40256.67,0.490843747
40256.71,0.093899212
40256.75,0
40256.79,0
40256.83,0
40256.87,0
40256.92,0
40256.96,0
40257,0
40257.04,0
40257.08,0
40257.12,0
40257.17,0
40257.21,0
40257.25,0.355559549
40257.29,0.602215753
40257.33,0.773038136
40257.37,0.821099559
40257.42,0.834224981
40257.46,0.836230062
40257.5,0.834210819
40257.54,0.789778217
40257.58,0.721137428
40257.62,0.491320008
40257.67,0.414163009
40257.71,0.078171583
40257.75,0
40257.79,0
40257.83,0
40257.87,0
40257.92,0
40257.96,0
40258,0
40258.04,0
40258.08,0
40258.12,0
40258.17,0
40258.21,0
40258.25,0.237130489
40258.29,0.412931125
40258.33,0.646547245
40258.37,0.794195014
40258.42,0.706778397
40258.46,0.770893984
40258.5,0.784585876
40258.54,0.612678998
40258.58,0.465864879
40258.62,0.305890935
40258.67,0.128713876
40258.71,0.006867005
40258.75,0
40258.79,0
40258.83,0
40258.87,0
40258.92,0
40258.96,0
40259,0
40259.04,0
40259.08,0
40259.12,0
40259.17,0
40259.21,0
40259.25,0.021823496
40259.29,0.031765484
40259.33,0.118624158
40259.37,0.098747203
40259.42,0.135344961
40259.46,0.152215415
40259.5,0.149895453
40259.54,0.206106593
40259.58,0.113013097
40259.62,0.041828583
40259.67,0.123426076
40259.71,0.032976648
40259.75,0
40259.79,0
40259.83,0
40259.87,0
40259.92,0
40259.96,0
40260,0
40260.04,0
40260.08,0
40260.12,0
40260.17,0
40260.21,0
40260.25,0.170080285
40260.29,0.25325956
40260.33,0.143504441
40260.37,0.142565177
40260.42,0.125193719
40260.46,0.089159131
40260.5,0.109578481
40260.54,0.19950828
40260.58,0.194657191
40260.62,0.08385932
40260.67,0.146521138
40260.71,0.036447639
40260.75,0
40260.79,0
40260.83,0
40260.87,0
40260.92,0
40260.96,0
40261,0
40261.04,0
40261.08,0
40261.12,0
40261.17,0
40261.21,0
40261.25,0.358939856
40261.29,0.670091135
40261.33,0.711921392
40261.37,0.87330708
40261.42,0.879316654
40261.46,0.879316654
40261.5,0.859879139
40261.54,0.863128958
40261.58,0.796621796
40261.62,0.667255786
40261.67,0.436113302
40261.71,0.066814446
40261.75,0
40261.79,0
40261.83,0
40261.87,0
40261.92,0
40261.96,0
40262,0
40262.04,0
40262.08,0
40262.12,0
40262.17,0
40262.21,0
40262.25,0.16571875
40262.29,0.357489815
40262.33,0.346768652
40262.37,0.348318091
40262.42,0.333549184
40262.46,0.444702224
40262.5,0.44636319
40262.54,0.386698742
40262.58,0.372769254
40262.62,0.287351628
40262.67,0.051006792
40262.71,0.006457299
40262.75,0
40262.79,0
40262.83,0
40262.87,0
40262.92,0
40262.96,0
40263,0
40263.04,0
40263.08,0
40263.12,0
40263.17,0
40263.21,0
40263.25,0.030731553
40263.29,0.107487136
40263.33,0.144508407
40263.37,0.269174904
40263.42,0.412939783
40263.46,0.456482763
40263.5,0.481495075
40263.54,0.647967836
40263.58,0.62136768
40263.62,0.468732912
40263.67,0.245268112
40263.71,0.078645477
40263.75,0
40263.79,0
40263.83,0
40263.87,0
40263.92,0
40263.96,0
40264,0
40264.04,0
40264.08,0
40264.12,0
40264.17,0
40264.21,0
40264.25,0.484023387
40264.29,0.711246439
40264.33,0.82120816
40264.37,0.843994124
40264.42,0.821826709
40264.46,0.804385738
40264.5,0.788703295
40264.54,0.684133747
40264.58,0.593093954
40264.62,0.499247249
40264.67,0.300313309
40264.71,0.129828251
40264.75,0
40264.79,0
40264.83,0
40264.87,0
40264.92,0
40264.96,0
40265,0
40265.04,0
40265.08,0
40265.12,0
40265.17,0
40265.21,0.001394048
40265.25,0.069166455
40265.29,0.165018547
40265.33,0.140748079
40265.37,0.151169046
40265.42,0.17387727
40265.46,0.246039898
40265.5,0.313172426
40265.54,0.377619355
40265.58,0.188567183
40265.62,0.176377919
40265.67,0.120073481
40265.71,0.023640924
40265.75,0
40265.79,0
40265.83,0
40265.87,0
40265.92,0
40265.96,0
40266,0
40266.04,0
40266.08,0
40266.12,0
40266.17,0
40266.21,0
40266.25,0.033058426
40266.29,0.027758937
40266.33,0.05224856
40266.37,0.096678268
40266.42,0.109939812
40266.46,0.129347704
40266.5,0.118296918
40266.54,0.180559158
40266.58,0.141994526
40266.62,0.173665623
40266.67,0.194103724
40266.71,0.059224098
40266.75,0
40266.79,0
40266.83,0
40266.87,0
40266.92,0
40266.96,0
40267,0
40267.04,0
40267.08,0
40267.12,0
40267.17,0
40267.21,0
40267.25,0.088081856
40267.29,0.167686065
40267.33,0.270648887
40267.37,0.348649048
40267.42,0.336696364
40267.46,0.307949356
40267.5,0.283831735
40267.54,0.216815402
40267.58,0.227375138
40267.62,0.209442647
40267.67,0.123512404
40267.71,0.076760986
40267.75,0
40267.79,0
40267.83,0
40267.87,0
40267.92,0
40267.96,0
40268,0
40268.04,0
40268.08,0
40268.12,0
40268.17,0
40268.21,0.004399093
40268.25,0.33742573
40268.29,0.702351723
40268.33,0.795976602
40268.37,0.831113574
40268.42,0.838182526
40268.46,0.849280685
40268.5,0.847012018
40268.54,0.870427279
40268.58,0.796580452
40268.62,0.746371704
40268.67,0.590417517
40268.71,0.245884415
40268.75,0
40268.79,0
40268.83,0
40268.87,0
40268.92,0
40268.96,0
40269,0
40269.04,0
40269.08,0
40269.12,0
40269.17,0
40269.21,0.031956393
40269.25,0.410235738
40269.29,0.63967746
40269.33,0.735348411
40269.37,0.792673897
40269.42,0.798158205
40269.46,0.798158205
40269.5,0.798158205
40269.54,0.795159143
40269.58,0.727604534
40269.62,0.676522214
40269.67,0.493600689
40269.71,0.221956972
40269.75,0
40269.79,0
40269.83,0
40269.87,0
40269.92,0
40269.96,0
40270,0
40270.04,0
40270.08,0
40270.12,0
40270.17,0
40270.21,0.041768523
40270.25,0.396679114
40270.29,0.615251059
40270.33,0.71844741
40270.37,0.777588119
40270.42,0.782290652
40270.46,0.772985751
40270.5,0.796522596
40270.54,0.748923218
40270.58,0.690881626
40270.62,0.516826658
40270.67,0.375814891
40270.71,0.132829623
40270.75,0
40270.79,0
40270.83,0
40270.87,0
40270.92,0
40270.96,0
40271,0
40271.04,0
40271.08,0
40271.12,0
40271.17,0
40271.21,0.002767158
40271.25,0.040252288
40271.29,0.217867677
40271.33,0.391406853
40271.37,0.517905002
40271.42,0.590669958
40271.46,0.640387319
40271.5,0.610081433
40271.54,0.626711451
40271.58,0.486386315
40271.62,0.403810263
40271.67,0.18800162
40271.71,0.037783694
40271.75,0
40271.79,0
40271.83,0
40271.87,0
40271.92,0
40271.96,0
40272,0
40272.04,0
40272.08,0
40272.12,0
40272.17,0
40272.21,0.020432382
40272.25,0.345508282
40272.29,0.587617016
40272.33,0.698779484
40272.37,0.739495585
40272.42,0.758659302
40272.46,0.721457115
40272.5,0.751540244
40272.54,0.721259243
40272.58,0.617586809
40272.62,0.457323092
40272.67,0.34758815
40272.71,0.104176288
40272.75,0
40272.79,0
40272.83,0
40272.87,0
40272.92,0
40272.96,0
40273,0
40273.04,0
40273.08,0
40273.12,0
40273.17,0
40273.21,0.008287536
40273.25,0.305637988
40273.29,0.423590289
40273.33,0.583091372
40273.37,0.674037948
40273.42,0.716634234
40273.46,0.776507011
40273.5,0.775142588
40273.54,0.676165717
40273.58,0.689358094
40273.62,0.600663012
40273.67,0.42294952
40273.71,0.155608029
40273.75,0
40273.79,0
40273.83,0
40273.87,0
40273.92,0
40273.96,0
40274,0
40274.04,0
40274.08,0
40274.12,0
40274.17,0
40274.21,0.006978364
40274.25,0.116716912
40274.29,0.374599698
40274.33,0.558257012
40274.37,0.640666488
40274.42,0.730968893
40274.46,0.77370742
40274.5,0.7714887
40274.54,0.741901143
40274.58,0.689826837
40274.62,0.588445391
40274.67,0.468531946
40274.71,0.20625182
40274.75,0
40274.79,0
40274.83,0
40274.87,0
40274.92,0
40274.96,0
40275,0
40275.04,0
40275.08,0
40275.12,0
40275.17,0
40275.21,0.091039944
40275.25,0.429088216
40275.29,0.574931794
40275.33,0.631136622
40275.37,0.736236825
40275.42,0.678098813
40275.46,0.730140806
40275.5,0.707840542
40275.54,0.645330006
40275.58,0.582372611
40275.62,0.504059036
40275.67,0.303569562
40275.71,0.112526664
40275.75,0
40275.79,0
40275.83,0
40275.87,0
40275.92,0
40275.96,0
40276,0
40276.04,0
40276.08,0
40276.12,0
40276.17,0
40276.21,0.075605771
40276.25,0.398271306
40276.29,0.540954905
40276.33,0.650069514
40276.37,0.673517406
40276.42,0.690948229
40276.46,0.663220492
40276.5,0.658620541
40276.54,0.590240285
40276.58,0.485876928
40276.62,0.350235711
40276.67,0.252042596
40276.71,0.042418902
40276.75,0
40276.79,0
40276.83,0
40276.87,0
40276.92,0
40276.96,0
40277,0
40277.04,0
40277.08,0
40277.12,0
40277.17,0
40277.21,0.040602457
40277.25,0.104818125
40277.29,0.207860619
40277.33,0.410135157
40277.37,0.359534322
40277.42,0.44479243
40277.46,0.445307027
40277.5,0.425651058
40277.54,0.399345004
40277.58,0.437596203
40277.62,0.31670032
40277.67,0.269963755
40277.71,0.209681526
40277.75,0
40277.79,0
40277.83,0
40277.87,0
40277.92,0
40277.96,0
40278,0
40278.04,0
40278.08,0
40278.12,0
40278.17,0
40278.21,0.137548448
40278.25,0.535378867
40278.29,0.642279602
40278.33,0.78223962
40278.37,0.798158205
40278.42,0.798158205
40278.46,0.798158205
40278.5,0.798158205
40278.54,0.798158205
40278.58,0.794580649
40278.62,0.725194797
40278.67,0.59338159
40278.71,0.308023562
40278.75,0
40278.79,0
40278.83,0
40278.87,0
40278.92,0
40278.96,0
40279,0
40279.04,0
40279.08,0
40279.12,0
40279.17,0
40279.21,0.135325727
40279.25,0.426180208
40279.29,0.585650421
40279.33,0.679240088
40279.37,0.640121169
40279.42,0.709786966
40279.46,0.748755031
40279.5,0.725529906
40279.54,0.696792823
40279.58,0.646382959
40279.62,0.552123338
40279.67,0.321619793
40279.71,0.110322964
40279.75,0
40279.79,0
40279.83,0
40279.87,0
40279.92,0
40279.96,0
40280,0
40280.04,0
40280.08,0
40280.12,0
40280.17,0
40280.21,0.090182451
40280.25,0.424202087
40280.29,0.616569356
40280.33,0.711521693
40280.37,0.724113663
40280.42,0.763848929
40280.46,0.746408699
40280.5,0.798158205
40280.54,0.798158205
40280.58,0.694782421
40280.62,0.624883407
40280.67,0.370116433
40280.71,0.130547966
40280.75,0
40280.79,0
40280.83,0
40280.87,0
40280.92,0
40280.96,0
40281,0
40281.04,0
40281.08,0
40281.12,0
40281.17,0
40281.21,0.006844805
40281.25,0.021424575
40281.29,0.030398951
40281.33,0.045684748
40281.37,0.108481762
40281.42,0.140078222
40281.46,0.113797789
40281.5,0.10973735
40281.54,0.179860728
40281.58,0.152424943
40281.62,0.140832904
40281.67,0.136131308
40281.71,0.084449049
40281.75,0
40281.79,0
40281.83,0
40281.87,0
40281.92,0
40281.96,0
40282,0
40282.04,0
40282.08,0
40282.12,0
40282.17,0
40282.21,0.125766878
40282.25,0.404128273
40282.29,0.590142948
40282.33,0.758442473
40282.37,0.785235006
40282.42,0.784697581
40282.46,0.781381696
40282.5,0.781357661
40282.54,0.775506553
40282.58,0.751180199
40282.62,0.704628204
40282.67,0.578063912
40282.71,0.289827128
40282.75,0
40282.79,0
40282.83,0
40282.87,0
40282.92,0
40282.96,0
40283,0
40283.04,0
40283.08,0
40283.12,0
40283.17,0
40283.21,0.1541531
40283.25,0.426195236
40283.29,0.614108435
40283.33,0.640704382
40283.37,0.761019497
40283.42,0.789377947
40283.46,0.758084955
40283.5,0.78730791
40283.54,0.760196216
40283.58,0.625161409
40283.62,0.615121502
40283.67,0.444792594
40283.71,0.170511276
40283.75,0
40283.79,0
40283.83,0
40283.87,0
40283.92,0
40283.96,0
40284,0
40284.04,0
40284.08,0
40284.12,0
40284.17,0
40284.21,0.046917887
40284.25,0.302290297
40284.29,0.449823537
40284.33,0.632230609
40284.37,0.683223598
40284.42,0.762500961
40284.46,0.592265549
40284.5,0.546870699
