date,pjm_pv_jeremy_scaled_3_28
39959.71,0.089378446
39959.75,0.053181977
39959.79,0.008456718
39959.83,0
39959.87,0
39959.92,0
39959.96,0
39960,0
39960.04,0
39960.08,0
39960.12,0
39960.17,0
39960.21,0.009261291
39960.25,0.033390526
39960.29,0.069368548
39960.33,0.158613831
39960.37,0.224460015
39960.42,0.252547126
39960.46,0.376831068
39960.5,0.411299521
39960.54,0.511227627
39960.58,0.538785871
39960.62,0.437652281
39960.67,0.385505543
39960.71,0.224291243
39960.75,0.101689762
39960.79,0.021535732
39960.83,0
39960.87,0
39960.92,0
39960.96,0
39961,0
39961.04,0
39961.08,0
39961.12,0
39961.17,0
39961.21,0.009907563
39961.25,0.065230306
39961.29,0.12064496
39961.33,0.270084684
39961.37,0.287996887
39961.42,0.384825976
39961.46,0.513277827
39961.5,0.562495598
39961.54,0.587867466
39961.58,0.402254848
39961.62,0.332217914
39961.67,0.376295603
39961.71,0.146218069
39961.75,0.075636687
39961.79,0.0146264
39961.83,0
39961.87,0
39961.92,0
39961.96,0
39962,0
39962.04,0
39962.08,0
39962.12,0
39962.17,0
39962.21,0.008369883
39962.25,0.065854026
39962.29,0.151772547
39962.33,0.221801712
39962.37,0.380914448
39962.42,0.503190997
39962.46,0.582028785
39962.5,0.553458017
39962.54,0.496362015
39962.58,0.646048687
39962.62,0.41978688
39962.67,0.241778543
39962.71,0.10644576
39962.75,0.066463433
39962.79,0.011233056
39962.83,0
39962.87,0
39962.92,0
39962.96,0
39963,0
39963.04,0
39963.08,0
39963.12,0
39963.17,0
39963.21,0.014985059
39963.25,0.096032598
39963.29,0.324698307
39963.33,0.545752072
39963.37,0.593360531
39963.42,0.720694457
39963.46,0.758472389
39963.5,0.832682762
39963.54,0.840135508
39963.58,0.774172434
39963.62,0.689887517
39963.67,0.560853691
39963.71,0.329407735
39963.75,0.120014783
39963.79,0.023893747
39963.83,0
39963.87,0
39963.92,0
39963.96,0
39964,0
39964.04,0
39964.08,0
39964.12,0
39964.17,0
39964.21,0.00862782
39964.25,0.057110688
39964.29,0.188975363
39964.33,0.446515918
39964.37,0.693977319
39964.42,0.819409421
39964.46,0.874006511
39964.5,0.891031611
39964.54,0.870514114
39964.58,0.745086575
39964.62,0.619564676
39964.67,0.501242594
39964.71,0.347967457
39964.75,0.121821141
39964.79,0.025402362
39964.83,0
39964.87,0
39964.92,0
39964.96,0
39965,0
39965.04,0
39965.08,0
39965.12,0
39965.17,0
39965.21,0.018151642
39965.25,0.112289178
39965.29,0.384324082
39965.33,0.647114191
39965.37,0.797355668
39965.42,0.917679914
39965.46,0.964670497
39965.5,0.918053142
39965.54,0.954342007
39965.58,0.782119609
39965.62,0.742651223
39965.67,0.461406297
39965.71,0.340420916
39965.75,0.132145159
39965.79,0.030578056
39965.83,0
39965.87,0
39965.92,0
39965.96,0
39966,0
39966.04,0
39966.08,0
39966.12,0
39966.17,0
39966.21,0.014859855
39966.25,0.086296917
39966.29,0.211814847
39966.33,0.419398254
39966.37,0.688347164
39966.42,0.764608255
39966.46,0.803779661
39966.5,0.744661985
39966.54,0.792584306
39966.58,0.675492552
39966.62,0.607363247
39966.67,0.479035625
39966.71,0.245980494
39966.75,0.112572748
39966.79,0.022570836
39966.83,0
39966.87,0
39966.92,0
39966.96,0
39967,0
39967.04,0
39967.08,0
39967.12,0
39967.17,0
39967.21,0.008206491
39967.25,0.056787247
39967.29,0.231060304
39967.33,0.336744129
39967.37,0.537524231
39967.42,0.603895482
39967.46,0.631749297
39967.5,0.538741951
39967.54,0.474716747
39967.58,0.444484052
39967.62,0.327245098
39967.67,0.34309235
39967.71,0.167867196
39967.75,0.099432403
39967.79,0.012448504
39967.83,0
39967.87,0
39967.92,0
39967.96,0
39968,0
39968.04,0
39968.08,0
39968.12,0
39968.17,0
39968.21,0.003182258
39968.25,0.030871763
39968.29,0.137405463
39968.33,0.223190457
39968.37,0.301935291
39968.42,0.384840425
39968.46,0.399227538
39968.5,0.299958749
39968.54,0.324308109
39968.58,0.300698927
39968.62,0.228794175
39968.67,0.205442519
39968.71,0.119547846
39968.75,0.090749994
39968.79,0.017169587
39968.83,0
39968.87,0
39968.92,0
39968.96,0
39969,0
39969.04,0
39969.08,0
39969.12,0
39969.17,0
39969.21,0.001684278
39969.25,0.031195448
39969.29,0.108563987
39969.33,0.104540064
39969.37,0.164304208
39969.42,0.231797506
39969.46,0.267155497
39969.5,0.283903934
39969.54,0.250273557
39969.58,0.217232799
39969.62,0.170509202
39969.67,0.157748105
39969.71,0.0984782
39969.75,0.048077685
39969.79,0.014734443
39969.83,0
39969.87,0
39969.92,0
39969.96,0
39970,0
39970.04,0
39970.08,0
39970.12,0
39970.17,0
39970.21,0.011318329
39970.25,0.073341673
39970.29,0.224548742
39970.33,0.457960221
39970.37,0.498115771
39970.42,0.629227836
39970.46,0.7049689
39970.5,0.727364378
39970.54,0.75675225
39970.58,0.743582204
39970.62,0.662751846
39970.67,0.553377863
39970.71,0.355708753
39970.75,0.140537557
39970.79,0.0311926
39970.83,0
39970.87,0
39970.92,0
39970.96,0
39971,0
39971.04,0
39971.08,0
39971.12,0
39971.17,0
39971.21,0.018913542
39971.25,0.108634061
39971.29,0.321971413
39971.33,0.595549394
39971.37,0.777856677
39971.42,0.889390668
39971.46,0.952288959
39971.5,0.973638447
39971.54,0.941652027
39971.58,0.839217294
39971.62,0.763959901
39971.67,0.523761931
39971.71,0.34588546
39971.75,0.125020919
39971.79,0.029118996
39971.83,0
39971.87,0
39971.92,0
39971.96,0
39972,0
39972.04,0
39972.08,0
39972.12,0
39972.17,0
39972.21,0.017898909
39972.25,0.1114975
39972.29,0.304751533
39972.33,0.506793065
39972.37,0.673132851
39972.42,0.766085982
39972.46,0.728257675
39972.5,0.72988487
39972.54,0.705794465
39972.58,0.687632269
39972.62,0.668520371
39972.67,0.523650861
39972.71,0.256251836
39972.75,0.11826783
39972.79,0.024941735
39972.83,0
39972.87,0
39972.92,0
39972.96,0
39973,0
39973.04,0
39973.08,0
39973.12,0
39973.17,0
39973.21,0.004234218
39973.25,0.060475514
39973.29,0.092258296
39973.33,0.207941592
39973.37,0.347490737
39973.42,0.428580833
39973.46,0.653606087
39973.5,0.682781446
39973.54,0.762525314
39973.58,0.66395513
39973.62,0.532597383
39973.67,0.252543557
39973.71,0.149061089
39973.75,0.067370576
39973.79,0.014222345
39973.83,0
39973.87,0
39973.92,0
39973.96,0
39974,0
39974.04,0
39974.08,0
39974.12,0
39974.17,0
39974.21,0.018967821
39974.25,0.096035135
39974.29,0.260690979
39974.33,0.447667279
39974.37,0.569488949
39974.42,0.624554091
39974.46,0.693779426
39974.5,0.707567881
39974.54,0.640111696
39974.58,0.587176901
39974.62,0.407078573
39974.67,0.307082925
39974.71,0.196963601
39974.75,0.088613242
39974.79,0.01644146
39974.83,0
39974.87,0
39974.92,0
39974.96,0
39975,0
39975.04,0
39975.08,0
39975.12,0
39975.17,0
39975.21,0.009068718
39975.25,0.057171534
39975.29,0.113258497
39975.33,0.195158112
39975.37,0.263261587
39975.42,0.358301137
39975.46,0.316631308
39975.5,0.489573768
39975.54,0.403691185
39975.58,0.424767996
39975.62,0.327099687
39975.67,0.199850779
39975.71,0.207387704
39975.75,0.074049536
39975.79,0.021429897
39975.83,0
39975.87,0
39975.92,0
39975.96,0
39976,0
39976.04,0
39976.08,0
39976.12,0
39976.17,0
39976.21,0.005768106
39976.25,0.059754454
39976.29,0.211703713
39976.33,0.266559437
39976.37,0.492206627
39976.42,0.663842657
39976.46,0.614852047
39976.5,0.792785061
39976.54,0.77230385
39976.58,0.72194952
39976.62,0.643329474
39976.67,0.495000613
39976.71,0.279090897
39976.75,0.126605867
39976.79,0.034511442
39976.83,0
39976.87,0
39976.92,0
39976.96,0
39977,0
39977.04,0
39977.08,0
39977.12,0
39977.17,0
39977.21,0.014601288
39977.25,0.094645232
39977.29,0.246836795
39977.33,0.487552414
39977.37,0.594195672
39977.42,0.7427725
39977.46,0.753843895
39977.5,0.615810274
39977.54,0.603062675
39977.58,0.57888516
39977.62,0.433982642
39977.67,0.440143165
39977.71,0.274884272
39977.75,0.125581473
39977.79,0.026932361
39977.83,0
39977.87,0
39977.92,0
39977.96,0
39978,0
39978.04,0
39978.08,0
39978.12,0
39978.17,0
39978.21,0.017157525
39978.25,0.092790931
39978.29,0.235984386
39978.33,0.387348241
39978.37,0.54981837
39978.42,0.764840529
39978.46,0.896123961
39978.5,0.879168506
39978.54,0.962292078
39978.58,0.918678429
39978.62,0.734947003
39978.67,0.578025701
39978.71,0.316507985
39978.75,0.120869198
39978.79,0.032609624
39978.83,0
39978.87,0
39978.92,0
39978.96,0
39979,0
39979.04,0
39979.08,0
39979.12,0
39979.17,0
39979.21,0.019714306
39979.25,0.092904229
39979.29,0.228733458
39979.33,0.376837813
39979.37,0.639741798
39979.42,0.759559646
39979.46,0.783289173
39979.5,0.830783745
39979.54,0.881794291
39979.58,0.824195679
39979.62,0.741829744
39979.67,0.472643887
39979.71,0.37713759
39979.75,0.146833973
39979.79,0.035118062
39979.83,0
39979.87,0
39979.92,0
39979.96,0
39980,0
39980.04,0
39980.08,0
39980.12,0
39980.17,0
39980.21,0.005650486
39980.25,0.073401648
39980.29,0.214153536
39980.33,0.317787422
39980.37,0.354081004
39980.42,0.548023569
39980.46,0.585002857
39980.5,0.608778444
39980.54,0.562674097
39980.58,0.489151173
39980.62,0.407719306
39980.67,0.298795173
39980.71,0.16788772
39980.75,0.12048297
39980.79,0.023566889
39980.83,0
39980.87,0
39980.92,0
39980.96,0
39981,0
39981.04,0
39981.08,0
39981.12,0
39981.17,0
39981.21,0.010384642
39981.25,0.076706906
39981.29,0.180558383
39981.33,0.237493678
39981.37,0.359910088
39981.42,0.377976293
39981.46,0.430377114
39981.5,0.349068642
39981.54,0.326547017
39981.58,0.277230555
39981.62,0.120201143
39981.67,0.114244698
39981.71,0.089177761
39981.75,0.057914388
39981.79,0.017569831
39981.83,0
39981.87,0
39981.92,0
39981.96,0
39982,0
39982.04,0
39982.08,0
39982.12,0
39982.17,0
39982.21,0.00787924
39982.25,0.030421701
39982.29,0.099054125
39982.33,0.17013973
39982.37,0.189351688
39982.42,0.326274358
39982.46,0.381343522
39982.5,0.438542612
39982.54,0.38495337
39982.58,0.330146725
39982.62,0.48670888
39982.67,0.454415694
39982.71,0.232500956
39982.75,0.144814809
39982.79,0.036705585
39982.83,0
39982.87,0
39982.92,0
39982.96,0
39983,0
39983.04,0
39983.08,0
39983.12,0
39983.17,0
39983.21,0.017636342
39983.25,0.094780436
39983.29,0.281081288
39983.33,0.363999156
39983.37,0.532256087
39983.42,0.658332027
39983.46,0.783228653
39983.5,0.766748628
39983.54,0.768927634
39983.58,0.639575647
39983.62,0.686226082
39983.67,0.538878448
39983.71,0.350112829
39983.75,0.129711209
39983.79,0.034471036
39983.83,0
39983.87,0
39983.92,0
39983.96,0
39984,0
39984.04,0
39984.08,0
39984.12,0
39984.17,0
39984.21,0.009797848
39984.25,0.082882088
39984.29,0.074779669
39984.33,0.070823806
39984.37,0.066111197
39984.42,0.191973804
39984.46,0.273680809
39984.5,0.335706165
39984.54,0.448229489
39984.58,0.638488878
39984.62,0.495819799
39984.67,0.377167624
39984.71,0.292082354
39984.75,0.119791652
39984.79,0.032727279
39984.83,0
39984.87,0
39984.92,0
39984.96,0
39985,0
39985.04,0
39985.08,0
39985.12,0
39985.17,0
39985.21,0.010265671
39985.25,0.066776254
39985.29,0.113953231
39985.33,0.221365762
39985.37,0.408349829
39985.42,0.589110622
39985.46,0.511464872
39985.5,0.534427209
39985.54,0.51631519
39985.58,0.637335744
39985.62,0.597879824
39985.67,0.514321995
39985.71,0.309815184
39985.75,0.136571042
39985.79,0.031733762
39985.83,0
39985.87,0
39985.92,0
39985.96,0
39986,0
39986.04,0
39986.08,0
39986.12,0
39986.17,0
39986.21,0.017526782
39986.25,0.093141928
39986.29,0.254378086
39986.33,0.421016473
39986.37,0.583921592
39986.42,0.714119488
39986.46,0.722405184
39986.5,0.570525054
39986.54,0.734368013
39986.58,0.658481628
39986.62,0.603407408
39986.67,0.501658046
39986.71,0.380466646
39986.75,0.146653573
39986.79,0.02937151
39986.83,0
39986.87,0
39986.92,0
39986.96,0
39987,0
39987.04,0
39987.08,0
39987.12,0
39987.17,0
39987.21,0.01694403
39987.25,0.075629987
39987.29,0.24943551
39987.33,0.421386506
39987.37,0.672108672
39987.42,0.698047001
39987.46,0.739869384
39987.5,0.761186256
39987.54,0.780640739
39987.58,0.630194536
39987.62,0.672306021
39987.67,0.557221955
39987.71,0.37808471
39987.75,0.153314555
39987.79,0.035663539
39987.83,0
39987.87,0
39987.92,0
39987.96,0
39988,0
39988.04,0
39988.08,0
39988.12,0
39988.17,0
39988.21,0.011849394
39988.25,0.06189286
39988.29,0.285126545
39988.33,0.528463077
39988.37,0.746820433
39988.42,0.723851108
39988.46,0.686151139
39988.5,0.6689528
39988.54,0.631807547
39988.58,0.685016118
39988.62,0.455202083
39988.67,0.46419938
39988.71,0.282681499
39988.75,0.108549138
39988.79,0.025476726
39988.83,0
39988.87,0
39988.92,0
39988.96,0
39989,0
39989.04,0
39989.08,0
39989.12,0
39989.17,0
39989.21,0.017972729
39989.25,0.093587029
39989.29,0.260662855
39989.33,0.48670886
39989.37,0.660954936
39989.42,0.701478869
39989.46,0.744619821
39989.5,0.862160864
39989.54,0.868313405
39989.58,0.798761107
39989.62,0.718763465
39989.67,0.569566169
39989.71,0.347280058
39989.75,0.14630219
39989.79,0.036140826
39989.83,0
39989.87,0
39989.92,0
39989.96,0
39990,0
39990.04,0
39990.08,0
39990.12,0
39990.17,0
39990.21,0.007741186
39990.25,0.069925095
39990.29,0.163649945
39990.33,0.230200745
39990.37,0.392604942
39990.42,0.525922303
39990.46,0.688017971
39990.5,0.802735414
39990.54,0.780192019
39990.58,0.745563329
39990.62,0.554568569
39990.67,0.507154426
39990.71,0.360382791
39990.75,0.146850817
39990.79,0.032267805
39990.83,0
39990.87,0
39990.92,0
39990.96,0
39991,0
39991.04,0
39991.08,0
39991.12,0
39991.17,0
39991.21,0.016874828
39991.25,0.093573943
39991.29,0.309304152
39991.33,0.559667743
39991.37,0.765860675
39991.42,0.859675931
39991.46,0.801079417
39991.5,0.853164826
39991.54,0.780171203
39991.58,0.878573194
39991.62,0.675924728
39991.67,0.527646126
39991.71,0.38011267
39991.75,0.145081318
39991.79,0.032873265
39991.83,0
39991.87,0
39991.92,0
39991.96,0
39992,0
39992.04,0
39992.08,0
39992.12,0
39992.17,0
39992.21,0.015954953
39992.25,0.086059225
39992.29,0.253955174
39992.33,0.396828235
39992.37,0.506733283
39992.42,0.587370477
39992.46,0.529939809
39992.5,0.464893312
39992.54,0.534582759
39992.58,0.430256775
39992.62,0.415551692
39992.67,0.221315909
39992.71,0.206716121
39992.75,0.080034939
39992.79,0.023021456
39992.83,0
39992.87,0
39992.92,0
39992.96,0
39993,0
39993.04,0
39993.08,0
39993.12,0
39993.17,0
39993.21,0.015461379
39993.25,0.093453069
39993.29,0.333112941
39993.33,0.571603091
39993.37,0.776434584
39993.42,0.898192249
39993.46,0.935786653
39993.5,0.92559377
39993.54,0.969336082
39993.58,0.813048324
39993.62,0.731056286
39993.67,0.558490796
39993.71,0.375982994
39993.75,0.135519517
39993.79,0.025765525
39993.83,0
39993.87,0
39993.92,0
39993.96,0
39994,0
39994.04,0
39994.08,0
39994.12,0
39994.17,0
39994.21,0.014019406
39994.25,0.092382813
39994.29,0.286930941
39994.33,0.487444042
39994.37,0.696228852
39994.42,0.818609437
39994.46,0.610965433
39994.5,0.667448131
39994.54,0.59491367
39994.58,0.623045431
39994.62,0.412114288
39994.67,0.366792258
39994.71,0.170496513
39994.75,0.114724916
39994.79,0.034240697
39994.83,0
39994.87,0
39994.92,0
39994.96,0
39995,0
39995.04,0
39995.08,0
39995.12,0
39995.17,0
39995.21,0.010218914
39995.25,0.06087829
39995.29,0.157223451
39995.33,0.385597351
39995.37,0.536770883
39995.42,0.684340526
39995.46,0.833320146
39995.5,0.77973117
39995.54,0.779225099
39995.58,0.655222561
39995.62,0.52804223
39995.67,0.328036186
39995.71,0.188608148
39995.75,0.114968862
39995.79,0.026723983
39995.83,0
39995.87,0
39995.92,0
39995.96,0
39996,0
39996.04,0
39996.08,0
39996.12,0
39996.17,0
39996.21,0.012197009
39996.25,0.072888351
39996.29,0.191830046
39996.33,0.371640753
39996.37,0.516856584
39996.42,0.618070079
39996.46,0.659681965
39996.5,0.693067329
39996.54,0.658158936
39996.58,0.402201928
39996.62,0.408787314
39996.67,0.413164871
39996.71,0.278362817
39996.75,0.124002925
39996.79,0.02995648
39996.83,0
39996.87,0
39996.92,0
39996.96,0
39997,0
39997.04,0
39997.08,0
39997.12,0
39997.17,0
39997.21,0.011123336
39997.25,0.074630623
39997.29,0.24009267
39997.33,0.364465844
39997.37,0.380658123
39997.42,0.475788556
39997.46,0.710503636
39997.5,0.678108103
39997.54,0.740060954
39997.58,0.556168195
39997.62,0.389246147
39997.67,0.466016658
39997.71,0.314723035
39997.75,0.125237811
39997.79,0.036405179
39997.83,0
39997.87,0
39997.92,0
39997.96,0
39998,0
39998.04,0
39998.08,0
39998.12,0
39998.17,0
39998.21,0.012170113
39998.25,0.083215083
39998.29,0.302582165
39998.33,0.543601207
39998.37,0.574617608
39998.42,0.821016295
39998.46,0.880871407
39998.5,0.878422325
39998.54,0.853059841
39998.58,0.803938325
39998.62,0.670431197
39998.67,0.490179036
39998.71,0.275755291
39998.75,0.119853775
39998.79,0.0333712
39998.83,0
39998.87,0
39998.92,0
39998.96,0
39999,0
39999.04,0
39999.08,0
39999.12,0
39999.17,0
39999.21,0.008934635
39999.25,0.055741452
39999.29,0.189010512
39999.33,0.361971012
39999.37,0.450776259
39999.42,0.562986281
39999.46,0.730223885
39999.5,0.754373702
39999.54,0.80159299
39999.58,0.649489596
39999.62,0.575396821
39999.67,0.406824507
39999.71,0.266304761
39999.75,0.132629861
39999.79,0.030802776
39999.83,0
39999.87,0
39999.92,0
39999.96,0
40000,0
40000.04,0
40000.08,0
40000.12,0
40000.17,0
40000.21,0.011067584
40000.25,0.084117966
40000.29,0.303265042
40000.33,0.54142005
40000.37,0.6973143
40000.42,0.839554104
40000.46,0.883846423
40000.5,0.922309044
40000.54,0.816179199
40000.58,0.855170518
40000.62,0.754302189
40000.67,0.56747378
40000.71,0.383562666
40000.75,0.155061468
40000.79,0.036198116
40000.83,0
40000.87,0
40000.92,0
40000.96,0
40001,0
40001.04,0
40001.08,0
40001.12,0
40001.17,0
40001.21,0.008766407
40001.25,0.072846577
40001.29,0.304113119
40001.33,0.526977665
40001.37,0.70204741
40001.42,0.795768214
40001.46,0.807771063
40001.5,0.822370253
40001.54,0.753432764
40001.58,0.610308574
40001.62,0.645120242
40001.67,0.563418678
40001.71,0.380481973
40001.75,0.146170694
40001.79,0.034282271
40001.83,0
40001.87,0
40001.92,0
40001.96,0
40002,0
40002.04,0
40002.08,0
40002.12,0
40002.17,0
40002.21,0.01118681
40002.25,0.08018923
40002.29,0.314879354
40002.33,0.553015586
40002.37,0.736030479
40002.42,0.828119094
40002.46,0.865089473
40002.5,0.897494782
40002.54,0.762832863
40002.58,0.796529365
40002.62,0.630043324
40002.67,0.60109735
40002.71,0.387289017
40002.75,0.152219318
40002.79,0.033918991
40002.83,0
40002.87,0
40002.92,0
40002.96,0
40003,0
40003.04,0
40003.08,0
40003.12,0
40003.17,0
40003.21,0.010488214
40003.25,0.079606339
40003.29,0.274870969
40003.33,0.474076168
40003.37,0.604255734
40003.42,0.695863984
40003.46,0.728834659
40003.5,0.869658815
40003.54,0.713220837
40003.58,0.732433387
40003.62,0.68795722
40003.67,0.472155899
40003.71,0.350273738
40003.75,0.145139526
40003.79,0.035049389
40003.83,0
40003.87,0
40003.92,0
40003.96,0
40004,0
40004.04,0
40004.08,0
40004.12,0
40004.17,0
40004.21,0.008445402
40004.25,0.082069428
40004.29,0.283351351
40004.33,0.503035541
40004.37,0.672120359
40004.42,0.773743326
40004.46,0.838381419
40004.5,0.856373277
40004.54,0.724033667
40004.58,0.774756971
40004.62,0.694411902
40004.67,0.446735451
40004.71,0.314296424
40004.75,0.131046244
40004.79,0.035400379
40004.83,0
40004.87,0
40004.92,0
40004.96,0
40005,0
40005.04,0
40005.08,0
40005.12,0
40005.17,0
40005.21,0.007805547
40005.25,0.081046557
40005.29,0.256564574
40005.33,0.494730997
40005.37,0.619964729
40005.42,0.65756071
40005.46,0.716544034
40005.5,0.633959056
40005.54,0.580187413
40005.58,0.506496211
40005.62,0.39740941
40005.67,0.356441328
40005.71,0.270823907
40005.75,0.08453107
40005.79,0.02118224
40005.83,0
40005.87,0
40005.92,0
40005.96,0
40006,0
40006.04,0
40006.08,0
40006.12,0
40006.17,0
40006.21,0.007361279
40006.25,0.075615638
40006.29,0.302607505
40006.33,0.534197664
40006.37,0.713717349
40006.42,0.830966225
40006.46,0.895295993
40006.5,0.916318364
40006.54,0.873332052
40006.58,0.779070486
40006.62,0.734597498
40006.67,0.542401379
40006.71,0.37520355
40006.75,0.142027794
40006.79,0.032887617
40006.83,0
40006.87,0
40006.92,0
40006.96,0
40007,0
40007.04,0
40007.08,0
40007.12,0
40007.17,0
40007.21,0.006098532
40007.25,0.076867725
40007.29,0.291218407
40007.33,0.504047493
40007.37,0.712576182
40007.42,0.804708375
40007.46,0.809282267
40007.5,0.799005152
40007.54,0.831573423
40007.58,0.765268109
40007.62,0.586965436
40007.67,0.469125434
40007.71,0.36180637
40007.75,0.152521422
40007.79,0.031821565
40007.83,0
40007.87,0
40007.92,0
40007.96,0
40008,0
40008.04,0
40008.08,0
40008.12,0
40008.17,0
40008.21,0.005846908
40008.25,0.072995249
40008.29,0.313290124
40008.33,0.552469961
40008.37,0.734548686
40008.42,0.853322222
40008.46,0.917470067
40008.5,0.916192838
40008.54,0.888730132
40008.58,0.855169452
40008.62,0.759437938
40008.67,0.59296869
40008.71,0.389849882
40008.75,0.15139428
40008.79,0.0318839
40008.83,0
40008.87,0
40008.92,0
40008.96,0
40009,0
40009.04,0
40009.08,0
40009.12,0
40009.17,0
40009.21,0.005233238
40009.25,0.07143381
40009.29,0.303947929
40009.33,0.49868622
40009.37,0.685625057
40009.42,0.811901049
40009.46,0.881184701
40009.5,0.870292927
40009.54,0.868156397
40009.58,0.781619404
40009.62,0.68882105
40009.67,0.517478017
40009.71,0.282941004
40009.75,0.119807109
40009.79,0.029721828
40009.83,0
40009.87,0
40009.92,0
40009.96,0
40010,0
40010.04,0
40010.08,0
40010.12,0
40010.17,0
40010.21,0.002213397
40010.25,0.06589126
40010.29,0.223051905
40010.33,0.375304965
40010.37,0.596203922
40010.42,0.726117643
40010.46,0.697389594
40010.5,0.827900096
40010.54,0.769313046
40010.58,0.72327781
40010.62,0.712426097
40010.67,0.505602036
40010.71,0.320876743
40010.75,0.108992685
40010.79,0.02718916
40010.83,0
40010.87,0
40010.92,0
40010.96,0
40011,0
40011.04,0
40011.08,0
40011.12,0
40011.17,0
40011.21,0.003098577
40011.25,0.073556102
40011.29,0.225482579
40011.33,0.429134912
40011.37,0.421491685
40011.42,0.453513689
40011.46,0.473205426
40011.5,0.287895416
40011.54,0.211412014
40011.58,0.330223698
40011.62,0.362826195
40011.67,0.113453947
40011.71,0.138664055
40011.75,0.059348342
40011.79,0.020311914
40011.83,0
40011.87,0
40011.92,0
40011.96,0
40012,0
40012.04,0
40012.08,0
40012.12,0
40012.17,0
40012.21,0.002404791
40012.25,0.069958155
40012.29,0.284353613
40012.33,0.515239935
40012.37,0.670109216
40012.42,0.723713651
40012.46,0.755319618
40012.5,0.813355009
40012.54,0.764596955
40012.58,0.665837154
40012.62,0.583686598
40012.67,0.489757694
40012.71,0.284673483
40012.75,0.118886241
40012.79,0.024270477
40012.83,0
40012.87,0
40012.92,0
40012.96,0
40013,0
40013.04,0
40013.08,0
40013.12,0
40013.17,0
40013.21,0.003101727
40013.25,0.069350401
40013.29,0.298265856
40013.33,0.534877734
40013.37,0.674543363
40013.42,0.834189258
40013.46,0.879578187
40013.5,0.794317392
40013.54,0.703610698
40013.58,0.691163612
40013.62,0.607163489
40013.67,0.531487284
40013.71,0.241293216
40013.75,0.082098462
40013.79,0.020526509
40013.83,0
40013.87,0
40013.92,0
40013.96,0
40014,0
40014.04,0
40014.08,0
40014.12,0
40014.17,0
40014.21,0.002341249
40014.25,0.066486154
40014.29,0.205100288
40014.33,0.348362541
40014.37,0.476886433
40014.42,0.635873096
40014.46,0.560625873
40014.5,0.529357684
40014.54,0.549893091
40014.58,0.518060694
40014.62,0.457695948
40014.67,0.30872271
40014.71,0.127638212
40014.75,0.074077566
40014.79,0.011521614
40014.83,0
40014.87,0
40014.92,0
40014.96,0
40015,0
40015.04,0
40015.08,0
40015.12,0
40015.17,0
40015.21,0.000172078
40015.25,0.034158411
40015.29,0.106967456
40015.33,0.260230416
40015.37,0.378826658
40015.42,0.516833901
40015.46,0.606247348
40015.5,0.46367865
40015.54,0.50965547
40015.58,0.440890065
40015.62,0.427708806
40015.67,0.342230796
40015.71,0.284027608
40015.75,0.14362718
40015.79,0.026286372
40015.83,0
40015.87,0
40015.92,0
40015.96,0
40016,0
40016.04,0
40016.08,0
40016.12,0
40016.17,0
40016.21,0.000532862
40016.25,0.079393264
40016.29,0.194022458
40016.33,0.33207461
40016.37,0.448396007
40016.42,0.510883177
40016.46,0.63019159
40016.5,0.560287391
40016.54,0.607412
40016.58,0.599316104
40016.62,0.513549116
40016.67,0.385894303
40016.71,0.244705467
40016.75,0.112718847
40016.79,0.023501516
40016.83,0
40016.87,0
40016.92,0
40016.96,0
40017,0
40017.04,0
40017.08,0
40017.12,0
40017.17,0
40017.21,0.000515531
40017.25,0.032898376
40017.29,0.127156701
40017.33,0.196858865
40017.37,0.287836577
40017.42,0.36003418
40017.46,0.344838596
40017.5,0.406950882
40017.54,0.489868982
40017.58,0.48165086
40017.62,0.401586449
40017.67,0.26104645
40017.71,0.192987629
40017.75,0.076972945
40017.79,0.017963604
40017.83,0
40017.87,0
40017.92,0
40017.96,0
40018,0
40018.04,0
40018.08,0
40018.12,0
40018.17,0
40018.21,0
40018.25,0.05290547
40018.29,0.162627645
40018.33,0.319162049
40018.37,0.604924061
40018.42,0.745804851
40018.46,0.565674142
40018.5,0.674240081
40018.54,0.768813405
40018.58,0.612169448
40018.62,0.620382877
40018.67,0.45448231
40018.71,0.324572927
40018.75,0.125626291
40018.79,0.022162242
40018.83,0
40018.87,0
40018.92,0
40018.96,0
40019,0
40019.04,0
40019.08,0
40019.12,0
40019.17,0
40019.21,0
40019.25,0.063373449
40019.29,0.204184703
40019.33,0.423924807
40019.37,0.656585645
40019.42,0.745817344
40019.46,0.813479762
40019.5,0.842960899
40019.54,0.788959604
40019.58,0.633526492
40019.62,0.631067669
40019.67,0.465536305
40019.71,0.26463059
40019.75,0.093468346
40019.79,0.013007626
40019.83,0
40019.87,0
40019.92,0
40019.96,0
40020,0
40020.04,0
40020.08,0
40020.12,0
40020.17,0
40020.21,0
40020.25,0.053698846
40020.29,0.178945754
40020.33,0.274917955
40020.37,0.549600944
40020.42,0.74257032
40020.46,0.638453581
40020.5,0.590025617
40020.54,0.653162498
40020.58,0.780679076
40020.62,0.56369226
40020.67,0.389366421
40020.71,0.301020036
40020.75,0.134622656
40020.79,0.023274395
40020.83,0
40020.87,0
40020.92,0
40020.96,0
40021,0
40021.04,0
40021.08,0
40021.12,0
40021.17,0
40021.21,0
40021.25,0.050482785
40021.29,0.196807366
40021.33,0.372390082
40021.37,0.571449062
40021.42,0.68798799
40021.46,0.77634565
40021.5,0.768822954
40021.54,0.68581952
40021.58,0.701319566
