Date,Power (MW per MW installed capacity)
39536.125,0.369178226
39536.16667,0.371071805
39536.20833,0.379383172
39536.25,0.388774993
39536.29167,0.358164901
39536.33333,0.366401897
39536.375,0.365660276
39536.41667,0.342292643
39536.45833,0.360359998
39536.5,0.392156298
39536.54167,0.424942013
39536.58333,0.442354869
39536.625,0.452507801
39536.66667,0.480712828
39536.70833,0.477587634
39536.75,0.527492671
39536.79167,0.514621184
39536.83333,0.504352126
39536.875,0.504086252
39536.91667,0.5172788
39536.95833,0.507535033
39537,0.496604354
39537.04167,0.473595197
39537.08333,0.457194117
39537.125,0.42940515
39537.16667,0.434658831
39537.20833,0.438536089
39537.25,0.405292024
39537.29167,0.352040111
39537.33333,0.350606358
39537.375,0.401048012
39537.41667,0.439011557
39537.45833,0.449820899
39537.5,0.444559401
39537.54167,0.452173444
39537.58333,0.484251689
39537.625,0.489334503
39537.66667,0.50997523
39537.70833,0.509478959
39537.75,0.548434942
39537.79167,0.573663551
39537.83333,0.592220983
39537.875,0.588180805
39537.91667,0.579306071
39537.95833,0.579084053
39538,0.568018157
39538.04167,0.498641656
39538.08333,0.386192935
39538.125,0.349672978
39538.16667,0.394919741
39538.20833,0.4087291
39538.25,0.383514102
39538.29167,0.239112139
39538.33333,0.127252912
39538.375,0.061067798
39538.41667,0.02869211
39538.45833,0.014388671
39538.5,0.007748479
39538.54167,0.00685948
39538.58333,0.007776351
39538.625,0.014193003
39538.66667,0.017408854
39538.70833,0.052164408
39538.75,0.110976811
39538.79167,0.121220422
39538.83333,0.114030527
39538.875,0.116243255
39538.91667,0.101991511
39538.95833,0.090438745
39539,0.080455212
39539.04167,0.067928242
39539.08333,0.059186042
39539.125,0.050856615
39539.16667,0.041815793
39539.20833,0.03553412
39539.25,0.033884109
39539.29167,0.022984214
39539.33333,0.015219686
39539.375,0.014390238
39539.41667,0.018453354
39539.45833,0.029583133
39539.5,0.055702534
39539.54167,0.094245944
39539.58333,0.140888513
39539.625,0.186561339
39539.66667,0.235719796
39539.70833,0.307499492
39539.75,0.406327876
39539.79167,0.429638736
39539.83333,0.418149806
39539.875,0.404233492
39539.91667,0.397663619
39539.95833,0.391846271
39540,0.370986335
39540.04167,0.329372463
39540.08333,0.300621393
39540.125,0.280260887
39540.16667,0.249420086
39540.20833,0.241517781
39540.25,0.23939634
39540.29167,0.187401403
39540.33333,0.154334143
39540.375,0.136782477
39540.41667,0.153285688
39540.45833,0.196960783
39540.5,0.25609399
39540.54167,0.287837265
39540.58333,0.317609269
39540.625,0.342505016
39540.66667,0.370449287
39540.70833,0.363767642
39540.75,0.390210808
39540.79167,0.44112053
39540.83333,0.472043337
39540.875,0.516693263
39540.91667,0.560535325
39540.95833,0.592200979
39541,0.570897327
39541.04167,0.548055528
39541.08333,0.540835503
39541.125,0.541818736
39541.16667,0.555309227
39541.20833,0.539804501
39541.25,0.493262859
39541.29167,0.36608421
39541.33333,0.282645479
39541.375,0.20270624
39541.41667,0.155124754
39541.45833,0.132485387
39541.5,0.111407978
39541.54167,0.129723708
39541.58333,0.177072998
39541.625,0.241415705
39541.66667,0.318568397
39541.70833,0.415611733
39541.75,0.537517525
39541.79167,0.588456058
39541.83333,0.598853225
39541.875,0.575713952
39541.91667,0.535367767
39541.95833,0.478614424
39542,0.409110364
39542.04167,0.353572852
39542.08333,0.314832867
39542.125,0.322815198
39542.16667,0.329872503
39542.20833,0.346287524
39542.25,0.313245616
39542.29167,0.221577879
39542.33333,0.181600414
39542.375,0.160609582
39542.41667,0.156602733
39542.45833,0.202293533
39542.5,0.287133804
39542.54167,0.392647247
39542.58333,0.479439502
39542.625,0.544644976
39542.66667,0.584357775
39542.70833,0.567082248
39542.75,0.528596115
39542.79167,0.46431907
39542.83333,0.461903996
39542.875,0.501369694
39542.91667,0.501003771
39542.95833,0.521351707
39543,0.536777769
39543.04167,0.532423989
39543.08333,0.555856179
39543.125,0.578572988
39543.16667,0.585412395
39543.20833,0.593697455
39543.25,0.565070846
39543.29167,0.473670408
39543.33333,0.444631236
39543.375,0.397384099
39543.41667,0.39357023
39543.45833,0.439505272
39543.5,0.477541531
39543.54167,0.520424699
39543.58333,0.573985289
39543.625,0.630383047
39543.66667,0.657699795
39543.70833,0.671344476
39543.75,0.708420699
39543.79167,0.712027503
39543.83333,0.694037489
39543.875,0.699466506
39543.91667,0.710569558
39543.95833,0.698152912
39544,0.654031563
39544.04167,0.603550736
39544.08333,0.572983376
39544.125,0.534162889
39544.16667,0.485069573
39544.20833,0.466574028
39544.25,0.439845197
39544.29167,0.372988979
39544.33333,0.384117947
39544.375,0.406357226
39544.41667,0.420817354
39544.45833,0.455871694
39544.5,0.507952668
39544.54167,0.539354163
39544.58333,0.579327988
39544.625,0.612062158
39544.66667,0.615093213
39544.70833,0.564523528
39544.75,0.557623436
39544.79167,0.541820644
39544.83333,0.53124135
39544.875,0.526590154
39544.91667,0.51043947
39544.95833,0.482331761
39545,0.490828749
39545.04167,0.478229331
39545.08333,0.42170977
39545.125,0.387987202
39545.16667,0.37967409
39545.20833,0.376513752
39545.25,0.382306486
39545.29167,0.391399512
39545.33333,0.430072199
39545.375,0.392561097
39545.41667,0.34489024
39545.45833,0.328174159
39545.5,0.354940881
39545.54167,0.400654476
39545.58333,0.451563588
39545.625,0.497893588
39545.66667,0.54705471
39545.70833,0.587159571
39545.75,0.645249151
39545.79167,0.654609342
39545.83333,0.625373597
39545.875,0.603948721
39545.91667,0.613968633
39545.95833,0.637230934
39546,0.639642493
39546.04167,0.615882851
39546.08333,0.587130855
39546.125,0.566382412
39546.16667,0.552192574
39546.20833,0.554101889
39546.25,0.538487097
39546.29167,0.466358636
39546.33333,0.440544907
39546.375,0.449870959
39546.41667,0.464762916
39546.45833,0.47300488
39546.5,0.501942654
39546.54167,0.562676326
39546.58333,0.625360702
39546.625,0.670501039
39546.66667,0.688464474
39546.70833,0.658257986
39546.75,0.613909414
39546.79167,0.597969537
39546.83333,0.59828143
39546.875,0.619773265
39546.91667,0.669670551
39546.95833,0.673769297
39547,0.646192462
39547.04167,0.598872612
39547.08333,0.545264574
39547.125,0.558525352
39547.16667,0.587162491
39547.20833,0.593249428
39547.25,0.598299057
39547.29167,0.521777916
39547.33333,0.505340464
39547.375,0.483501089
39547.41667,0.463470242
39547.45833,0.464561776
39547.5,0.475828832
39547.54167,0.507173932
39547.58333,0.566245253
39547.625,0.611108841
39547.66667,0.652541576
39547.70833,0.671955915
39547.75,0.738346694
39547.79167,0.758740232
39547.83333,0.742829488
39547.875,0.733338107
39547.91667,0.730145395
39547.95833,0.7286566
39548,0.683913429
39548.04167,0.618182286
39548.08333,0.543327936
39548.125,0.433319931
39548.16667,0.328839938
39548.20833,0.233926783
39548.25,0.155675381
39548.29167,0.073046432
39548.33333,0.071990969
39548.375,0.083899173
39548.41667,0.095088845
39548.45833,0.09550153
39548.5,0.083454275
39548.54167,0.088539207
39548.58333,0.095846745
39548.625,0.112312526
39548.66667,0.164939998
39548.70833,0.23347147
39548.75,0.331619087
39548.79167,0.339660293
39548.83333,0.32145676
39548.875,0.309609235
39548.91667,0.258095172
39548.95833,0.253806986
39549,0.30653032
39549.04167,0.430656041
39549.08333,0.465703347
39549.125,0.415006166
39549.16667,0.336975913
39549.20833,0.313723287
39549.25,0.254400014
39549.29167,0.1787228
39549.33333,0.14616898
39549.375,0.155620228
39549.41667,0.151274648
39549.45833,0.146691664
39549.5,0.161646475
39549.54167,0.148193964
39549.58333,0.125334738
39549.625,0.112133767
39549.66667,0.106288527
39549.70833,0.10530788
39549.75,0.121204023
39549.79167,0.13634452
39549.83333,0.119352283
39549.875,0.101604778
39549.91667,0.076773826
39549.95833,0.062377704
39550,0.078694268
39550.04167,0.101118099
39550.08333,0.142397715
39550.125,0.17285322
39550.16667,0.180687182
39550.20833,0.17650731
39550.25,0.159577985
39550.29167,0.112622699
39550.33333,0.095157261
39550.375,0.097904338
39550.41667,0.10232961
39550.45833,0.107110747
39550.5,0.11816722
39550.54167,0.117170648
39550.58333,0.099945997
39550.625,0.082689472
39550.66667,0.074442253
39550.70833,0.071867038
39550.75,0.084585692
39550.79167,0.08155345
39550.83333,0.060588049
39550.875,0.058041378
39550.91667,0.060643714
39550.95833,0.05354831
39551,0.047025155
39551.04167,0.047951171
39551.08333,0.05119545
39551.125,0.050224567
39551.16667,0.055203582
39551.20833,0.073434791
39551.25,0.078449397
39551.29167,0.055207108
39551.33333,0.067066415
39551.375,0.06543619
39551.41667,0.064035083
39551.45833,0.061935401
39551.5,0.046793216
39551.54167,0.034335048
39551.58333,0.028670995
39551.625,0.028584935
39551.66667,0.059062764
39551.70833,0.128793296
39551.75,0.215698325
39551.79167,0.256983949
39551.83333,0.266422718
39551.875,0.277680454
39551.91667,0.289298968
39551.95833,0.294673071
39552,0.290539744
39552.04167,0.28594392
39552.08333,0.279798571
39552.125,0.280147302
39552.16667,0.282359405
39552.20833,0.271473913
39552.25,0.253192018
39552.29167,0.223167207
39552.33333,0.235324093
39552.375,0.290271054
39552.41667,0.351828257
39552.45833,0.421341462
39552.5,0.491194874
39552.54167,0.541449116
39552.58333,0.585683206
39552.625,0.623508123
39552.66667,0.646808479
39552.70833,0.648746836
39552.75,0.676276383
39552.79167,0.67848863
39552.83333,0.645381595
39552.875,0.648895908
39552.91667,0.6769705
39552.95833,0.69243281
39553,0.677452915
39553.04167,0.643614641
39553.08333,0.606437147
39553.125,0.569669968
39553.16667,0.526006133
39553.20833,0.498489179
39553.25,0.450957877
39553.29167,0.421519324
39553.33333,0.448787348
39553.375,0.485391037
39553.41667,0.488309124
39553.45833,0.527410689
39553.5,0.549791029
39553.54167,0.532189485
39553.58333,0.520910865
39553.625,0.535107369
39553.66667,0.545564987
39553.70833,0.526951505
39553.75,0.599960678
39553.79167,0.652260323
39553.83333,0.62636818
39553.875,0.620335389
39553.91667,0.621911572
39553.95833,0.638588631
39554,0.585747491
39554.04167,0.51832688
39554.08333,0.508371579
39554.125,0.505792641
39554.16667,0.512502441
39554.20833,0.499262779
39554.25,0.390723726
39554.29167,0.263100488
39554.33333,0.243524589
39554.375,0.247472944
39554.41667,0.240872308
39554.45833,0.231579596
39554.5,0.217774024
39554.54167,0.200045719
39554.58333,0.194203461
39554.625,0.195364599
39554.66667,0.190087493
39554.70833,0.184106955
39554.75,0.224684032
39554.79167,0.211334306
39554.83333,0.207069643
39554.875,0.178125343
39554.91667,0.182941736
39554.95833,0.178896846
39555,0.19155728
39555.04167,0.210735539
39555.08333,0.181939898
39555.125,0.173525278
39555.16667,0.153456085
39555.20833,0.129791375
39555.25,0.087095506
39555.29167,0.048267087
39555.33333,0.042494395
39555.375,0.045722009
39555.41667,0.041291944
39555.45833,0.03527743
39555.5,0.024210517
39555.54167,0.017527669
39555.58333,0.014129421
39555.625,0.011659968
39555.66667,0.010238744
39555.70833,0.045744124
39555.75,0.136524003
39555.79167,0.230356549
39555.83333,0.298577975
39555.875,0.331052302
39555.91667,0.36968203
39555.95833,0.344772005
39556,0.323954574
39556.04167,0.28795542
39556.08333,0.24871975
39556.125,0.2296956
39556.16667,0.211456161
39556.20833,0.177076303
39556.25,0.124636033
39556.29167,0.055864406
39556.33333,0.044597796
39556.375,0.054537911
39556.41667,0.080029478
39556.45833,0.135328643
39556.5,0.19963909
39556.54167,0.278996514
39556.58333,0.338404837
39556.625,0.409273808
39556.66667,0.481021738
39556.70833,0.477819275
39556.75,0.528851083
39556.79167,0.55533116
39556.83333,0.528971549
39556.875,0.532086819
39556.91667,0.507800199
39556.95833,0.515833957
39557,0.533896746
39557.04167,0.536131444
39557.08333,0.53377673
39557.125,0.541302629
39557.16667,0.519667379
39557.20833,0.497648892
39557.25,0.449630469
39557.29167,0.374292162
39557.33333,0.401694603
39557.375,0.442532708
39557.41667,0.505485146
39557.45833,0.549790683
39557.5,0.629688715
39557.54167,0.714519999
39557.58333,0.766895882
39557.625,0.803714852
39557.66667,0.823426869
39557.70833,0.773452454
39557.75,0.651154182
39557.79167,0.642221138
39557.83333,0.587329777
39557.875,0.536606394
39557.91667,0.51147918
39557.95833,0.528009938
39558,0.475172753
39558.04167,0.438732536
39558.08333,0.412643333
39558.125,0.399242149
39558.16667,0.389730522
39558.20833,0.385507704
39558.25,0.337106089
39558.29167,0.317476083
39558.33333,0.332931829
39558.375,0.345198323
39558.41667,0.354015793
39558.45833,0.38238764
39558.5,0.401264301
39558.54167,0.432283292
39558.58333,0.480035949
39558.625,0.525799029
39558.66667,0.567855396
39558.70833,0.556321464
39558.75,0.543853428
39558.79167,0.552263363
39558.83333,0.563196779
39558.875,0.594460121
39558.91667,0.584977785
39558.95833,0.586637066
39559,0.586277892
39559.04167,0.579152233
39559.08333,0.58373725
39559.125,0.579160293
39559.16667,0.557067293
39559.20833,0.548748897
39559.25,0.473192744
39559.29167,0.353209955
39559.33333,0.298124122
39559.375,0.274236952
39559.41667,0.267600899
39559.45833,0.283211843
39559.5,0.332297701
39559.54167,0.387809647
39559.58333,0.428653051
39559.625,0.471301338
39559.66667,0.495223427
39559.70833,0.53471648
39559.75,0.590444748
39559.79167,0.643894738
39559.83333,0.646169302
39559.875,0.619605001
39559.91667,0.601597779
39559.95833,0.561637551
39560,0.506312009
39560.04167,0.480538904
39560.08333,0.448038804
39560.125,0.412946476
39560.16667,0.373125589
39560.20833,0.311763341
39560.25,0.224465438
39560.29167,0.15193963
39560.33333,0.133080003
39560.375,0.128694786
39560.41667,0.155679715
39560.45833,0.219965677
39560.5,0.310729564
39560.54167,0.38687834
39560.58333,0.446900738
39560.625,0.506773993
39560.66667,0.549022124
39560.70833,0.523122939
39560.75,0.526603232
39560.79167,0.500939505
39560.83333,0.481451734
39560.875,0.480161045
39560.91667,0.454556755
39560.95833,0.432870491
39561,0.418941682
39561.04167,0.404562056
39561.08333,0.389418795
39561.125,0.36765288
39561.16667,0.360939123
39561.20833,0.355986683
39561.25,0.324744497
39561.29167,0.327827289
39561.33333,0.364263191
39561.375,0.391087763
39561.41667,0.430295103
39561.45833,0.474134823
39561.5,0.510336119
39561.54167,0.533125835
39561.58333,0.576737998
39561.625,0.597063996
39561.66667,0.610054785
39561.70833,0.605820345
39561.75,0.554945439
39561.79167,0.541857862
39561.83333,0.4940651
39561.875,0.509794312
39561.91667,0.527060183
39561.95833,0.488203756
39562,0.471085085
39562.04167,0.427884562
39562.08333,0.39928661
39562.125,0.42385928
39562.16667,0.457169707
39562.20833,0.541132271
39562.25,0.500677926
39562.29167,0.369334379
39562.33333,0.308723883
39562.375,0.212284637
39562.41667,0.140397565
39562.45833,0.098836902
39562.5,0.088901866
39562.54167,0.113493432
39562.58333,0.15880022
39562.625,0.219221117
39562.66667,0.29750683
39562.70833,0.40084729
39562.75,0.506462377
39562.79167,0.567744212
39562.83333,0.542365078
39562.875,0.471574318
39562.91667,0.414677213
39562.95833,0.359358889
39563,0.325458239
39563.04167,0.284309647
39563.08333,0.236877805
39563.125,0.195651882
39563.16667,0.133493035
39563.20833,0.079879639
39563.25,0.03936402
39563.29167,0.014972871
39563.33333,0.010512041
39563.375,0.010503395
39563.41667,0.00785832
39563.45833,0.007781123
39563.5,0.021244572
39563.54167,0.073885741
39563.58333,0.165351247
39563.625,0.254294372
39563.66667,0.337900389
39563.70833,0.420972556
39563.75,0.518590306
39563.79167,0.545280041
39563.83333,0.557557332
39563.875,0.562649956
39563.91667,0.53614071
39563.95833,0.5000688
39564,0.450880849
39564.04167,0.377021469
39564.08333,0.310306163
39564.125,0.249101356
39564.16667,0.213552504
39564.20833,0.210328943
39564.25,0.182189896
39564.29167,0.120645396
39564.33333,0.148647993
39564.375,0.144474151
39564.41667,0.122737581
39564.45833,0.105535414
39564.5,0.088579465
39564.54167,0.082252648
39564.58333,0.084715978
39564.625,0.085130481
39564.66667,0.103825963
39564.70833,0.154567334
39564.75,0.292355477
39564.79167,0.344537697
39564.83333,0.261171584
39564.875,0.202981357
39564.91667,0.193687066
39564.95833,0.219772431
39565,0.216402874
39565.04167,0.242053974
39565.08333,0.336482724
39565.125,0.224424127
39565.16667,0.150195169
39565.20833,0.115862466
39565.25,0.083960836
39565.29167,0.063943479
39565.33333,0.067070511
39565.375,0.102435572
39565.41667,0.122545723
39565.45833,0.095673945
39565.5,0.076738002
39565.54167,0.062789571
39565.58333,0.056911424
39565.625,0.072517631
39565.66667,0.078080635
39565.70833,0.106248664
39565.75,0.182298637
39565.79167,0.229729185
39565.83333,0.23016644
39565.875,0.22013239
39565.91667,0.23963848
39565.95833,0.241391284
39566,0.239521468
39566.04167,0.22368742
39566.08333,0.214934494
39566.125,0.219103247
39566.16667,0.206762502
39566.20833,0.202109633
39566.25,0.163608174
39566.29167,0.096973892
39566.33333,0.083539557
39566.375,0.082704725
39566.41667,0.087426036
39566.45833,0.101369945
39566.5,0.127471511
39566.54167,0.15864303
39566.58333,0.218989118
39566.625,0.354936942
39566.66667,0.478815432
39566.70833,0.553885742
39566.75,0.640916495
39566.79167,0.66189573
39566.83333,0.635929129
39566.875,0.649573477
39566.91667,0.652144568
39566.95833,0.669866232
39567,0.694241414
39567.04167,0.695237957
39567.08333,0.691696561
39567.125,0.700320217
39567.16667,0.697720277
39567.20833,0.682509575
39567.25,0.646289192
39567.29167,0.608583343
39567.33333,0.576352849
39567.375,0.573429983
39567.41667,0.569225679
39567.45833,0.606478437
39567.5,0.662722812
39567.54167,0.707980078
39567.58333,0.744855403
39567.625,0.774022633
39567.66667,0.790570488
39567.70833,0.760289136
39567.75,0.674879672
39567.79167,0.650592032
39567.83333,0.644845421
39567.875,0.608825057
39567.91667,0.600223078
39567.95833,0.535873169
39568,0.486237344
39568.04167,0.429391628
39568.08333,0.417541182
39568.125,0.420135948
39568.16667,0.422013123
39568.20833,0.404851168
39568.25,0.367337752
39568.29167,0.39992556
39568.33333,0.436764709
39568.375,0.453274608
39568.41667,0.467876317
39568.45833,0.484713173
39568.5,0.497731471
39568.54167,0.480067007
39568.58333,0.478806973
39568.625,0.507424307
39568.66667,0.550943346
39568.70833,0.553039092
39568.75,0.582126801
39568.79167,0.619135372
39568.83333,0.63173957
39568.875,0.623920594
39568.91667,0.624288934
39568.95833,0.625273632
39569,0.586887427
39569.04167,0.574609121
39569.08333,0.56155454
39569.125,0.55372886
39569.16667,0.525375417
39569.20833,0.476061603
39569.25,0.350364796
39569.29167,0.189616498
39569.33333,0.188785229
39569.375,0.181878269
39569.41667,0.163408815
39569.45833,0.148691411
39569.5,0.120143826
39569.54167,0.106498508
39569.58333,0.091686043
39569.625,0.083728549
39569.66667,0.084754458
39569.70833,0.111449992
39569.75,0.220622543
39569.79167,0.336295679
39569.83333,0.328329144
39569.875,0.256179231
39569.91667,0.182818309
39569.95833,0.144159739
39570,0.126769773
39570.04167,0.107704839
39570.08333,0.10415726
39570.125,0.105381387
39570.16667,0.142497334
39570.20833,0.168222776
39570.25,0.126496572
39570.29167,0.072214639
39570.33333,0.05699674
39570.375,0.054178432
39570.41667,0.050059873
39570.45833,0.040138134
39570.5,0.044360484
39570.54167,0.064592294
39570.58333,0.091117352
39570.625,0.133428923
39570.66667,0.19290591
39570.70833,0.294136511
39570.75,0.444708922
39570.79167,0.546305292
39570.83333,0.570667895
39570.875,0.576053546
39570.91667,0.570069748
39570.95833,0.551699246
39571,0.541586991
39571.04167,0.524684499
39571.08333,0.474424771
39571.125,0.409899415
39571.16667,0.348957333
39571.20833,0.304609037
39571.25,0.212429393
39571.29167,0.118566286
39571.33333,0.067937403
39571.375,0.041822454
39571.41667,0.036513827
39571.45833,0.052332077
39571.5,0.090826688
39571.54167,0.141371897
39571.58333,0.185248388
39571.625,0.243865575
39571.66667,0.337411033
39571.70833,0.425618532
39571.75,0.51080045
39571.79167,0.587949941
39571.83333,0.579297632
39571.875,0.565941699
39571.91667,0.55898662
39571.95833,0.557302443
39572,0.55109662
39572.04167,0.525275937
39572.08333,0.49793028
39572.125,0.466349341
39572.16667,0.427765454
39572.20833,0.380721617
39572.25,0.279317538
39572.29167,0.185125613
39572.33333,0.124830982
39572.375,0.082839231
39572.41667,0.075374483
39572.45833,0.106804328
39572.5,0.189038832
39572.54167,0.283833056
39572.58333,0.338141006
39572.625,0.359121157
39572.66667,0.386028266
39572.70833,0.415960608
39572.75,0.433162862
39572.79167,0.467846263
39572.83333,0.522502356
39572.875,0.553750166
39572.91667,0.540015608
39572.95833,0.503568356
39573,0.477406224
39573.04167,0.442297183
39573.08333,0.413826149
39573.125,0.412322506
39573.16667,0.386904472
39573.20833,0.381537059
39573.25,0.272242811
39573.29167,0.196029058
39573.33333,0.159792668
39573.375,0.153338903
39573.41667,0.15063513
39573.45833,0.126216268
39573.5,0.12248808
39573.54167,0.129804269
39573.58333,0.165970746
39573.625,0.221653552
39573.66667,0.374701605
39573.70833,0.58634698
39573.75,0.744057995
39573.79167,0.781083962
39573.83333,0.783171099
39573.875,0.774240846
39573.91667,0.763030043
39573.95833,0.73928264
39574,0.716792952
39574.04167,0.696349201
39574.08333,0.679019316
39574.125,0.655641505
39574.16667,0.632369416
39574.20833,0.608318707
39574.25,0.524459338
39574.29167,0.433859739
39574.33333,0.362504327
39574.375,0.300802669
39574.41667,0.249977291
39574.45833,0.269535997
39574.5,0.364360639
39574.54167,0.474713351
39574.58333,0.537796942
39574.625,0.598388849
39574.66667,0.649039169
39574.70833,0.660733289
39574.75,0.678113984
39574.79167,0.720682259
39574.83333,0.731848121
39574.875,0.739824168
39574.91667,0.740245058
39574.95833,0.726255689
39575,0.733465017
39575.04167,0.737423423
39575.08333,0.72839806
39575.125,0.706561538
39575.16667,0.680207268
39575.20833,0.644286214
39575.25,0.54369303
39575.29167,0.478763651
39575.33333,0.477825426
39575.375,0.462691142
39575.41667,0.411283986
39575.45833,0.387539322
39575.5,0.392423718
39575.54167,0.423632696
39575.58333,0.445323323
39575.625,0.485381353
39575.66667,0.527334274
39575.70833,0.569595074
39575.75,0.584359509
39575.79167,0.644410481
39575.83333,0.704963321
39575.875,0.721961295
39575.91667,0.730091342
39575.95833,0.727676266
39576,0.669440104
39576.04167,0.619653312
39576.08333,0.5428404
39576.125,0.486824789
39576.16667,0.456581785
39576.20833,0.373250171
39576.25,0.226487276
39576.29167,0.118755779
39576.33333,0.064981789
39576.375,0.032566223
39576.41667,0.018359642
39576.45833,0.017737724
39576.5,0.02880427
39576.54167,0.074908724
39576.58333,0.182201652
39576.625,0.325678276
39576.66667,0.464719267
39576.70833,0.563716378
39576.75,0.66031532
39576.79167,0.70426009
39576.83333,0.702646762
39576.875,0.70207302
39576.91667,0.708991374
39576.95833,0.701797228
39577,0.69554954
39577.04167,0.682901652
39577.08333,0.656306239
39577.125,0.618218179
39577.16667,0.60094866
39577.20833,0.571409588
39577.25,0.494237007
39577.29167,0.421145576
39577.33333,0.409992761
39577.375,0.428801347
39577.41667,0.44854492
39577.45833,0.48016135
39577.5,0.514402226
39577.54167,0.521447715
39577.58333,0.541485896
39577.625,0.603627855
39577.66667,0.649374176
39577.70833,0.667015339
39577.75,0.680730082
39577.79167,0.689737818
39577.83333,0.696512658
39577.875,0.697326863
39577.91667,0.720986007
39577.95833,0.713972962
39578,0.695475783
39578.04167,0.648166669
39578.08333,0.583929969
39578.125,0.508665565
39578.16667,0.439007648
39578.20833,0.356283483
39578.25,0.19760719
39578.29167,0.100246984
39578.33333,0.074049081
39578.375,0.064205636
39578.41667,0.073869178
39578.45833,0.078673866
39578.5,0.066555458
39578.54167,0.067113618
39578.58333,0.062798293
39578.625,0.073404425
39578.66667,0.11746525
39578.70833,0.246925462
39578.75,0.442530634
39578.79167,0.53167639
39578.83333,0.497500018
39578.875,0.488098758
39578.91667,0.486272946
39578.95833,0.47476904
39579,0.461720663
39579.04167,0.460388425
39579.08333,0.454614066
39579.125,0.451166067
39579.16667,0.441045344
39579.20833,0.428298974
39579.25,0.358158876
39579.29167,0.299239499
39579.33333,0.253855638
39579.375,0.224805501
39579.41667,0.234845535
39579.45833,0.280668525
39579.5,0.361393438
39579.54167,0.461464704
39579.58333,0.562616011
39579.625,0.626426083
39579.66667,0.687537661
39579.70833,0.708894235
39579.75,0.715162574
39579.79167,0.743014134
39579.83333,0.740238
39579.875,0.747663965
39579.91667,0.725304677
39579.95833,0.692018655
39580,0.631025239
39580.04167,0.564300166
39580.08333,0.552568524
39580.125,0.541014553
39580.16667,0.533320371
39580.20833,0.521682135
39580.25,0.426026107
39580.29167,0.395417907
39580.33333,0.451044686
39580.375,0.502468021
39580.41667,0.522253957
39580.45833,0.558300992
39580.5,0.611522889
39580.54167,0.630094746
39580.58333,0.639102239
39580.625,0.630820522
39580.66667,0.617104634
39580.70833,0.630860672
39580.75,0.686611989
39580.79167,0.717117505
39580.83333,0.730700081
39580.875,0.713733842
39580.91667,0.666450851
39580.95833,0.562465114
39581,0.446664541
39581.04167,0.328096301
39581.08333,0.310917492
39581.125,0.370548926
39581.16667,0.483435415
39581.20833,0.517577135
39581.25,0.52818093
39581.29167,0.504872614
39581.33333,0.517333785
39581.375,0.51713041
39581.41667,0.511918803
39581.45833,0.475241815
39581.5,0.416421528
39581.54167,0.351822879
39581.58333,0.26178633
39581.625,0.211072442
39581.66667,0.245544778
39581.70833,0.365129383
39581.75,0.477244111
39581.79167,0.567675894
39581.83333,0.576841013
39581.875,0.525219768
39581.91667,0.480760285
39581.95833,0.452423549
39582,0.423905341
39582.04167,0.434618198
39582.08333,0.416744996
39582.125,0.352126661
39582.16667,0.294383669
39582.20833,0.263336386
39582.25,0.231385437
39582.29167,0.215377124
39582.33333,0.232345449
39582.375,0.258378347
39582.41667,0.239938992
39582.45833,0.210295621
39582.5,0.19238525
39582.54167,0.191832465
39582.58333,0.171405746
39582.625,0.151218876
39582.66667,0.200236161
39582.70833,0.331777957
39582.75,0.530381655
39582.79167,0.647304686
39582.83333,0.660044085
39582.875,0.620519599
39582.91667,0.570396743
39582.95833,0.561164215
39583,0.633529298
39583.04167,0.675090326
39583.08333,0.668881754
39583.125,0.691267317
39583.16667,0.701173082
39583.20833,0.676132585
39583.25,0.589641005
39583.29167,0.504438107
39583.33333,0.417250114
39583.375,0.346502829
39583.41667,0.31060996
39583.45833,0.315778787
39583.5,0.311780758
39583.54167,0.291417621
39583.58333,0.279127277
39583.625,0.286827733
39583.66667,0.339487754
39583.70833,0.359105322
39583.75,0.317148719
39583.79167,0.283923061
39583.83333,0.307553471
39583.875,0.397608149
39583.91667,0.484397573
39583.95833,0.408157374
39584,0.379257642
39584.04167,0.368513864
39584.08333,0.380281728
39584.125,0.381073633
39584.16667,0.370929312
39584.20833,0.307746977
39584.25,0.208589066
39584.29167,0.188223975
39584.33333,0.167648298
39584.375,0.131593887
39584.41667,0.130192416
39584.45833,0.143604866
39584.5,0.148192364
39584.54167,0.143155376
39584.58333,0.12418798
39584.625,0.142693734
39584.66667,0.198204918
39584.70833,0.225820919
39584.75,0.286835947
39584.79167,0.333308419
39584.83333,0.34101499
39584.875,0.307674708
39584.91667,0.286227167
39584.95833,0.282166811
39585,0.267952578
39585.04167,0.266530994
39585.08333,0.291026364
39585.125,0.346271097
39585.16667,0.363809672
39585.20833,0.325485313
39585.25,0.242177208
39585.29167,0.141025933
39585.33333,0.093151403
39585.375,0.058745213
39585.41667,0.045163435
39585.45833,0.053519817
39585.5,0.082771944
39585.54167,0.141679776
39585.58333,0.253307501
39585.625,0.404987506
39585.66667,0.572117011
39585.70833,0.660073952
39585.75,0.737398035
39585.79167,0.759232176
39585.83333,0.764222618
39585.875,0.777039386
39585.91667,0.783252859
39585.95833,0.78127521
39586,0.776772544
39586.04167,0.767819263
39586.08333,0.750637121
39586.125,0.720617924
39586.16667,0.699008519
39586.20833,0.64306929
39586.25,0.531315358
39586.29167,0.412211172
39586.33333,0.319365983
39586.375,0.216620111
