date,pjm_pv_jeremy_3_28
39488.37,0.516008363
39488.42,0.581091774
39488.46,0.739621479
39488.5,0.509370483
39488.54,0.464746947
39488.58,0.397810721
39488.62,0.349931849
39488.67,0.278075454
39488.71,0.145804421
39488.75,0
39488.79,0
39488.83,0
39488.87,0
39488.92,0
39488.96,0
39489,0
39489.04,0
39489.08,0
39489.12,0
39489.17,0
39489.21,0
39489.25,0
39489.29,0
39489.33,0.340020266
39489.37,0.639658739
39489.42,0.800170628
39489.46,0.956551693
39489.5,1
39489.54,0.982254141
39489.58,0.908814838
39489.62,0.766397364
39489.67,0.537206175
39489.71,0.203982355
39489.75,0
39489.79,0
39489.83,0
39489.87,0
39489.92,0
39489.96,0
39490,0
39490.04,0
39490.08,0
39490.12,0
39490.17,0
39490.21,0
39490.25,0
39490.29,0
39490.33,0.015566178
39490.37,0.056664215
39490.42,0.110828973
39490.46,0.212760441
39490.5,0.222530095
39490.54,0.281060994
39490.58,0.105843769
39490.62,0.255907749
39490.67,0.075972557
39490.71,0.020246249
39490.75,0
39490.79,0
39490.83,0
39490.87,0
39490.92,0
39490.96,0
39491,0
39491.04,0
39491.08,0
39491.12,0
39491.17,0
39491.21,0
39491.25,0
39491.29,0
39491.33,0.026630496
39491.37,0.04074104
39491.42,0.071785881
39491.46,0.074309137
39491.5,0.102509869
39491.54,0.162870646
39491.58,0.15189328
39491.62,0.168484385
39491.67,0.065714302
39491.71,0.035145626
39491.75,0
39491.79,0
39491.83,0
39491.87,0
39491.92,0
39491.96,0
39492,0
39492.04,0
39492.08,0
39492.12,0
39492.17,0
39492.21,0
39492.25,0
39492.29,0
39492.33,0.343220045
39492.37,0.590885801
39492.42,0.786485411
39492.46,0.885382654
39492.5,0.963693814
39492.54,0.946942934
39492.58,0.876270108
39492.62,0.716151414
39492.67,0.519382045
39492.71,0.213692707
39492.75,0
39492.79,0
39492.83,0
39492.87,0
39492.92,0
39492.96,0
39493,0
39493.04,0
39493.08,0
39493.12,0
39493.17,0
39493.21,0
39493.25,0
39493.29,0
39493.33,0.11931269
39493.37,0.299717428
39493.42,0.32857893
39493.46,0.555964793
39493.5,0.571205158
39493.54,0.497603514
39493.58,0.434871791
39493.62,0.232814715
39493.67,0.148833111
39493.71,0.067977856
39493.75,0
39493.79,0
39493.83,0
39493.87,0
39493.92,0
39493.96,0
39494,0
39494.04,0
39494.08,0
39494.12,0
39494.17,0
39494.21,0
39494.25,0
39494.29,0
39494.33,0.339110635
39494.37,0.619888885
39494.42,0.8066278
39494.46,0.913509497
39494.5,0.956185727
39494.54,0.944665539
39494.58,0.877828215
39494.62,0.742147083
39494.67,0.529183637
39494.71,0.232875486
39494.75,0
39494.79,0
39494.83,0
39494.87,0
39494.92,0
39494.96,0
39495,0
39495.04,0
39495.08,0
39495.12,0
39495.17,0
39495.21,0
39495.25,0
39495.29,0
39495.33,0.049516188
39495.37,0.115618579
39495.42,0.197070605
39495.46,0.255608883
39495.5,0.322847488
39495.54,0.256700042
39495.58,0.285375095
39495.62,0.085405154
39495.67,0.096996663
39495.71,0.037316793
39495.75,0
39495.79,0
39495.83,0
39495.87,0
39495.92,0
39495.96,0
39496,0
39496.04,0
39496.08,0
39496.12,0
39496.17,0
39496.21,0
39496.25,0
39496.29,0.000157877
39496.33,0.11769349
39496.37,0.152036055
39496.42,0.269544118
39496.46,0.463635135
39496.5,0.431433791
39496.54,0.450815219
39496.58,0.366303475
39496.62,0.303607111
39496.67,0.169380827
39496.71,0.126526403
39496.75,0
39496.79,0
39496.83,0
39496.87,0
39496.92,0
39496.96,0
39497,0
39497.04,0
39497.08,0
39497.12,0
39497.17,0
39497.21,0
39497.25,0
39497.29,0.018861774
39497.33,0.310674661
39497.37,0.519818254
39497.42,0.608113169
39497.46,0.454104429
39497.5,0.481754716
39497.54,0.618589491
39497.58,0.525901149
39497.62,0.471512977
39497.67,0.378055583
39497.71,0.152734098
39497.75,0
39497.79,0
39497.83,0
39497.87,0
39497.92,0
39497.96,0
39498,0
39498.04,0
39498.08,0
39498.12,0
39498.17,0
39498.21,0
39498.25,0
39498.29,0.021793897
39498.33,0.268563147
39498.37,0.398638618
39498.42,0.393715108
39498.46,0.513856525
39498.5,0.37974955
39498.54,0.56883382
39498.58,0.42757301
39498.62,0.223891592
39498.67,0.161855325
39498.71,0.033936172
39498.75,0
39498.79,0
39498.83,0
39498.87,0
39498.92,0
39498.96,0
39499,0
39499.04,0
39499.08,0
39499.12,0
39499.17,0
39499.21,0
39499.25,0
39499.29,0.025179958
39499.33,0.40119945
39499.37,0.682043244
39499.42,0.866187277
39499.46,0.955293875
39499.5,0.933100764
39499.54,0.932608573
39499.58,0.890889547
39499.62,0.745649098
39499.67,0.439293641
39499.71,0.179913839
39499.75,0
39499.79,0
39499.83,0
39499.87,0
39499.92,0
39499.96,0
39500,0
39500.04,0
39500.08,0
39500.12,0
39500.17,0
39500.21,0
39500.25,0
39500.29,0.002520842
39500.33,0.039660689
39500.37,0.0735621
39500.42,0.081504048
39500.46,0.109848137
39500.5,0.101714399
39500.54,0.144935418
39500.58,0.146032754
39500.62,0.13531007
39500.67,0.103767122
39500.71,0.023522978
39500.75,0
39500.79,0
39500.83,0
39500.87,0
39500.92,0
39500.96,0
39501,0
39501.04,0
39501.08,0
39501.12,0
39501.17,0
39501.21,0
39501.25,0
39501.29,0.001653671
39501.33,0.073802789
39501.37,0.056781429
39501.42,0.130319431
39501.46,0.149113149
39501.5,0.232459468
39501.54,0.219540114
39501.58,0.229030189
39501.62,0.244748976
39501.67,0.172225291
39501.71,0.155244924
39501.75,0
39501.79,0
39501.83,0
39501.87,0
39501.92,0
39501.96,0
39502,0
39502.04,0
39502.08,0
39502.12,0
39502.17,0
39502.21,0
39502.25,0
39502.29,0.05521526
39502.33,0.391985196
39502.37,0.663482245
39502.42,0.844210085
39502.46,0.927241025
39502.5,0.986342961
39502.54,0.944424475
39502.58,0.868807167
39502.62,0.701200594
39502.67,0.452514743
39502.71,0.18638159
39502.75,0
39502.79,0
39502.83,0
39502.87,0
39502.92,0
39502.96,0
39503,0
39503.04,0
39503.08,0
39503.12,0
39503.17,0
39503.21,0
39503.25,0
39503.29,0.029704223
39503.33,0.216899666
39503.37,0.419181416
39503.42,0.569390872
39503.46,0.681667482
39503.5,0.793411732
39503.54,0.707480458
39503.58,0.660912932
39503.62,0.600560643
39503.67,0.455168539
39503.71,0.198413503
39503.75,0
39503.79,0
39503.83,0
39503.87,0
39503.92,0
39503.96,0
39504,0
39504.04,0
39504.08,0
39504.12,0
39504.17,0
39504.21,0
39504.25,0
39504.29,0.005764376
39504.33,0.072274121
39504.37,0.087605162
39504.42,0.117481778
39504.46,0.143827777
39504.5,0.141850079
39504.54,0.145204487
39504.58,0.082833972
39504.62,0.04763452
39504.67,0.02580582
39504.71,0.043266794
39504.75,0
39504.79,0
39504.83,0
39504.87,0
39504.92,0
39504.96,0
39505,0
39505.04,0
39505.08,0
39505.12,0
39505.17,0
39505.21,0
39505.25,0
39505.29,0.0175706
39505.33,0.227292748
39505.37,0.32575485
39505.42,0.414957602
39505.46,0.554168766
39505.5,0.559981742
39505.54,0.53951236
39505.58,0.467863536
39505.62,0.42700628
39505.67,0.452842595
39505.71,0.201794722
39505.75,0
39505.79,0
39505.83,0
39505.87,0
39505.92,0
39505.96,0
39506,0
39506.04,0
39506.08,0
39506.12,0
39506.17,0
39506.21,0
39506.25,0
39506.29,0.077351612
39506.33,0.381040057
39506.37,0.695386024
39506.42,0.818045622
39506.46,0.824780765
39506.5,0.876091944
39506.54,0.734188433
39506.58,0.654927413
39506.62,0.69159474
39506.67,0.450347887
39506.71,0.261848269
39506.75,0.004423862
39506.79,0
39506.83,0
39506.87,0
39506.92,0
39506.96,0
39507,0
39507.04,0
39507.08,0
39507.12,0
39507.17,0
39507.21,0
39507.25,0
39507.29,0.077351612
39507.33,0.381040057
39507.37,0.695386024
39507.42,0.818045622
39507.46,0.824780765
39507.5,0.876091944
39507.54,0.734188433
39507.58,0.654927413
39507.62,0.69159474
39507.67,0.450347887
39507.71,0.261848269
39507.75,0.004423862
39507.79,0
39507.83,0
39507.87,0
39507.92,0
39507.96,0
39508,0
39508.04,0
39508.08,0
39508.12,0
39508.17,0
39508.21,0
39508.25,0
39508.29,0.060193416
39508.33,0.319172542
39508.37,0.533863259
39508.42,0.690234282
39508.46,0.66521295
39508.5,0.698089461
39508.54,0.67926493
39508.58,0.679193573
39508.62,0.452223862
39508.67,0.265284083
39508.71,0.107636798
39508.75,0.000527118
39508.79,0
39508.83,0
39508.87,0
39508.92,0
39508.96,0
39509,0
39509.04,0
39509.08,0
39509.12,0
39509.17,0
39509.21,0
39509.25,0
39509.29,0.06338792
39509.33,0.322324931
39509.37,0.458840292
39509.42,0.454876632
39509.46,0.666644872
39509.5,0.608827566
39509.54,0.490546497
39509.58,0.603900513
39509.62,0.489704235
39509.67,0.378422605
39509.71,0.204324522
39509.75,0.001245455
39509.79,0
39509.83,0
39509.87,0
39509.92,0
39509.96,0
39510,0
39510.04,0
39510.08,0
39510.12,0
39510.17,0
39510.21,0
39510.25,0
39510.29,0.084818664
39510.33,0.358305635
39510.37,0.587466049
39510.42,0.742342314
39510.46,0.852527824
39510.5,0.870648017
39510.54,0.871205434
39510.58,0.84486069
39510.62,0.627832393
39510.67,0.449625866
39510.71,0.2377885
39510.75,0.003255705
39510.79,0
39510.83,0
39510.87,0
39510.92,0
39510.96,0
39511,0
39511.04,0
39511.08,0
39511.12,0
39511.17,0
39511.21,0
39511.25,0
39511.29,0.039344127
39511.33,0.319835443
39511.37,0.534465413
39511.42,0.680332386
39511.46,0.863742786
39511.5,0.892104914
39511.54,0.876789944
39511.58,0.82502875
39511.62,0.651555977
39511.67,0.47295041
39511.71,0.194144642
39511.75,0.002381002
39511.79,0
39511.83,0
39511.87,0
39511.92,0
39511.96,0
39512,0
39512.04,0
39512.08,0
39512.12,0
39512.17,0
39512.21,0
39512.25,0
39512.29,0.02979411
39512.33,0.123861935
39512.37,0.184047645
39512.42,0.235647179
39512.46,0.245773776
39512.5,0.219422324
39512.54,0.186082618
39512.58,0.18857439
39512.62,0.21878677
39512.67,0.151714213
39512.71,0.058310464
39512.75,0.00017244
39512.79,0
39512.83,0
39512.87,0
39512.92,0
39512.96,0
39513,0
39513.04,0
39513.08,0
39513.12,0
39513.17,0
39513.21,0
39513.25,0
39513.29,0.030843446
39513.33,0.139125651
39513.37,0.359685326
39513.42,0.425217696
39513.46,0.619414398
39513.5,0.532306532
39513.54,0.605955119
39513.58,0.635789583
39513.62,0.585918915
39513.67,0.465420184
39513.71,0.235429226
39513.75,0.004605023
39513.79,0
39513.83,0
39513.87,0
39513.92,0
39513.96,0
39514,0
39514.04,0
39514.08,0
39514.12,0
39514.17,0
39514.21,0
39514.25,0
39514.29,0.086829877
39514.33,0.363888237
39514.37,0.583678093
39514.42,0.77633062
39514.46,0.867010236
39514.5,0.906508271
39514.54,0.874688459
39514.58,0.828548348
39514.62,0.689045151
39514.67,0.435525997
39514.71,0.235628983
39514.75,0.003730685
39514.79,0
39514.83,0
39514.87,0
39514.92,0
39514.96,0
39515,0
39515.04,0
39515.08,0
39515.12,0
39515.17,0
39515.21,0
39515.25,0
39515.29,0.022880956
39515.33,0.116125407
39515.37,0.169541374
39515.42,0.329409605
39515.46,0.214588462
39515.5,0.159544536
39515.54,0.107681466
39515.58,0.07351445
39515.62,0.060720706
39515.67,0.054729686
39515.71,0.017991657
39515.75,0.00035122
39515.79,0
39515.83,0
39515.87,0
39515.92,0
39515.96,0
39516,0
39516.04,0
39516.08,0
39516.12,0
39516.17,0
39516.21,0
39516.25,0
39516.29,0.008095336
39516.33,0.02270041
39516.37,0.0834564
39516.42,0.179445267
39516.46,0.091498551
39516.5,0.072609498
39516.54,0.142628529
39516.58,0.270630027
39516.62,0.261901919
39516.67,0.160836569
39516.71,0.182685998
39516.75,0.003873493
39516.79,0
39516.83,0
39516.87,0
39516.92,0
39516.96,0
39517,0
39517.04,0
39517.08,0
39517.12,0
39517.17,0
39517.21,0
39517.25,0.13501348
39517.29,0.452748821
39517.33,0.711246247
39517.37,0.879793176
39517.42,0.903055618
39517.46,0.96022439
39517.5,0.946765898
39517.54,0.866462674
39517.58,0.78630727
39517.62,0.585288035
39517.67,0.3025624
39517.71,0.011972054
39517.75,0
39517.79,0
39517.83,0
39517.87,0
39517.92,0
39517.96,0
39518,0
39518.04,0
39518.08,0
39518.12,0
39518.17,0
39518.21,0
39518.25,0.095511103
39518.29,0.349425001
39518.33,0.577114235
39518.37,0.696516151
39518.42,0.758134764
39518.46,0.60480932
39518.5,0.520319303
39518.54,0.572948585
39518.58,0.479634889
39518.62,0.353791356
39518.67,0.106745251
39518.71,0.004838512
39518.75,0
39518.79,0
39518.83,0
39518.87,0
39518.92,0
39518.96,0
39519,0
39519.04,0
39519.08,0
39519.12,0
39519.17,0
39519.21,0
39519.25,0.070069076
39519.29,0.302378474
39519.33,0.489685927
39519.37,0.721679134
39519.42,0.575297305
39519.46,0.414281976
39519.5,0.512646198
39519.54,0.573221681
39519.58,0.480512935
39519.62,0.311166704
39519.67,0.161631052
39519.71,0.012247963
39519.75,0
39519.79,0
39519.83,0
39519.87,0
39519.92,0
39519.96,0
39520,0
39520.04,0
39520.08,0
39520.12,0
39520.17,0
39520.21,0
39520.25,0.07560064
39520.29,0.264017773
39520.33,0.306151296
39520.37,0.366319311
39520.42,0.38593492
39520.46,0.631067429
39520.5,0.770279214
39520.54,0.79106259
39520.58,0.709205638
39520.62,0.504208377
39520.67,0.292200145
39520.71,0.019966273
39520.75,0
39520.79,0
39520.83,0
39520.87,0
39520.92,0
39520.96,0
39521,0
39521.04,0
39521.08,0
39521.12,0
39521.17,0
39521.21,0
39521.25,0.110342217
39521.29,0.347199692
39521.33,0.622398829
39521.37,0.791899491
39521.42,0.891137507
39521.46,0.859753684
39521.5,0.833763158
39521.54,0.744012129
39521.58,0.691964519
39521.62,0.486806766
39521.67,0.223704887
39521.71,0.014342405
39521.75,0
39521.79,0
39521.83,0
39521.87,0
39521.92,0
39521.96,0
39522,0
39522.04,0
39522.08,0
39522.12,0
39522.17,0
39522.21,0
39522.25,0.046372079
39522.29,0.189496519
39522.33,0.285271852
39522.37,0.611580254
39522.42,0.708119473
39522.46,0.647506877
39522.5,0.678245775
39522.54,0.649183108
39522.58,0.515280944
39522.62,0.250550389
39522.67,0.102186686
39522.71,0.004094435
39522.75,0
39522.79,0
39522.83,0
39522.87,0
39522.92,0
39522.96,0
39523,0
39523.04,0
39523.08,0
39523.12,0
39523.17,0
39523.21,0
39523.25,0.094193355
39523.29,0.29529055
39523.33,0.41221805
39523.37,0.506747784
39523.42,0.556141293
39523.46,0.73281179
39523.5,0.722020494
39523.54,0.676073846
39523.58,0.584939943
39523.62,0.360809614
39523.67,0.120747621
39523.71,0.005685761
39523.75,0
39523.79,0
39523.83,0
39523.87,0
39523.92,0
39523.96,0
39524,0
39524.04,0
39524.08,0
39524.12,0
39524.17,0
39524.21,0
39524.25,0.0382599
39524.29,0.103800718
39524.33,0.192890521
39524.37,0.312438471
39524.42,0.255447141
39524.46,0.362958442
39524.5,0.482934019
39524.54,0.403022272
39524.58,0.389196257
39524.62,0.266535726
39524.67,0.134830569
39524.71,0.022815896
39524.75,0
39524.79,0
39524.83,0
39524.87,0
39524.92,0
39524.96,0
39525,0
39525.04,0
39525.08,0
39525.12,0
39525.17,0
39525.21,0
39525.25,0.183153611
39525.29,0.486843769
39525.33,0.72632226
39525.37,0.879599447
39525.42,0.95998992
39525.46,0.984162186
39525.5,0.947157532
39525.54,0.847605718
39525.58,0.691309921
39525.62,0.457299247
39525.67,0.194021792
39525.71,0.015666605
39525.75,0
39525.79,0
39525.83,0
39525.87,0
39525.92,0
39525.96,0
39526,0
39526.04,0
39526.08,0
39526.12,0
39526.17,0
39526.21,0
39526.25,0.042253048
39526.29,0.135675368
39526.33,0.203602347
39526.37,0.182080414
39526.42,0.186098182
39526.46,0.222233319
39526.5,0.266361607
39526.54,0.237213737
39526.58,0.120037122
39526.62,0.076885157
39526.67,0.03001623
39526.71,0.001497563
39526.75,0
39526.79,0
39526.83,0
39526.87,0
39526.92,0
39526.96,0
39527,0
39527.04,0
39527.08,0
39527.12,0
39527.17,0
39527.21,0
39527.25,0.014331639
39527.29,0.092172874
39527.33,0.114246371
39527.37,0.179744666
39527.42,0.288465263
39527.46,0.149967261
39527.5,0.159413043
39527.54,0.115935463
39527.58,0.078903139
39527.62,0.067375461
39527.67,0.045495302
39527.71,0.004005379
39527.75,0
39527.79,0
39527.83,0
39527.87,0
39527.92,0
39527.96,0
39528,0
39528.04,0
39528.08,0
39528.12,0
39528.17,0
39528.21,0
39528.25,0.052363155
39528.29,0.172307585
39528.33,0.441854613
39528.37,0.660699211
39528.42,0.755504698
39528.46,0.908719953
39528.5,0.903293656
39528.54,0.876410387
39528.58,0.651804932
39528.62,0.577764634
39528.67,0.297632228
39528.71,0.037047343
39528.75,0
39528.79,0
39528.83,0
39528.87,0
39528.92,0
39528.96,0
39529,0
39529.04,0
39529.08,0
39529.12,0
39529.17,0
39529.21,0
39529.25,0.18790376
39529.29,0.482609762
39529.33,0.701186138
39529.37,0.836952192
39529.42,0.945769388
39529.46,0.951609447
39529.5,0.948234238
39529.54,0.820579238
39529.58,0.656406153
39529.62,0.468060135
39529.67,0.193945746
39529.71,0.027636284
39529.75,0
39529.79,0
39529.83,0
39529.87,0
39529.92,0
39529.96,0
39530,0
39530.04,0
39530.08,0
39530.12,0
39530.17,0
39530.21,0
39530.25,0.067976708
39530.29,0.150472545
39530.33,0.240041623
39530.37,0.452648466
39530.42,0.482143591
39530.46,0.575394047
39530.5,0.5700991
39530.54,0.538515764
39530.58,0.458923837
39530.62,0.265967575
39530.67,0.204512677
39530.71,0.030231083
39530.75,0
39530.79,0
39530.83,0
39530.87,0
39530.92,0
39530.96,0
39531,0
39531.04,0
39531.08,0
39531.12,0
39531.17,0
39531.21,0
39531.25,0.201595887
39531.29,0.49738845
39531.33,0.729317561
39531.37,0.878839249
39531.42,0.957520467
39531.46,0.965073584
39531.5,0.948011748
39531.54,0.899431935
39531.58,0.773600975
39531.62,0.537789385
39531.67,0.308898734
39531.71,0.042825527
39531.75,0
39531.79,0
39531.83,0
39531.87,0
39531.92,0
39531.96,0
39532,0
39532.04,0
39532.08,0
39532.12,0
39532.17,0
39532.21,0
39532.25,0.130568004
39532.29,0.332074196
39532.33,0.656459316
39532.37,0.763794458
39532.42,0.796463568
39532.46,0.900156697
39532.5,0.726749281
39532.54,0.610943655
39532.58,0.458058305
39532.62,0.395920742
39532.67,0.198059847
39532.71,0.036888077
39532.75,0
39532.79,0
39532.83,0
39532.87,0
39532.92,0
39532.96,0
39533,0
39533.04,0
39533.08,0
39533.12,0
39533.17,0
39533.21,0
39533.25,0.202996329
39533.29,0.491252503
39533.33,0.71877587
39533.37,0.86602862
39533.42,0.945262313
39533.46,0.971248624
39533.5,0.946975618
39533.54,0.823711242
39533.58,0.721777013
39533.62,0.45724545
39533.67,0.179973481
39533.71,0.022103349
39533.75,0
39533.79,0
39533.83,0
39533.87,0
39533.92,0
39533.96,0
39534,0
39534.04,0
39534.08,0
39534.12,0
39534.17,0
39534.21,0
39534.25,0.149856693
39534.29,0.393371003
39534.33,0.565846379
39534.37,0.698485613
39534.42,0.613781407
39534.46,0.64239984
39534.5,0.742812467
39534.54,0.63504247
39534.58,0.591497626
39534.62,0.423510235
39534.67,0.204609603
39534.71,0.036260657
39534.75,0
39534.79,0
39534.83,0
39534.87,0
39534.92,0
39534.96,0
39535,0
39535.04,0
39535.08,0
39535.12,0
39535.17,0
39535.21,0
39535.25,0.027164444
39535.29,0.069009692
39535.33,0.11089803
39535.37,0.203830733
39535.42,0.385012626
39535.46,0.394778449
39535.5,0.274188254
39535.54,0.168212448
39535.58,0.146775826
39535.62,0.064941636
39535.67,0.067820117
39535.71,0.01273013
39535.75,0
39535.79,0
39535.83,0
39535.87,0
39535.92,0
39535.96,0
39536,0
39536.04,0
39536.08,0
39536.12,0
39536.17,0
39536.21,0.001149869
39536.25,0.073581921
39536.29,0.191613517
39536.33,0.274328326
39536.37,0.380231273
39536.42,0.299023079
39536.46,0.432309507
39536.5,0.360781109
39536.54,0.293632012
39536.58,0.287093621
39536.62,0.200137675
39536.67,0.074638968
39536.71,0.01713341
39536.75,0
39536.79,0
39536.83,0
39536.87,0
39536.92,0
39536.96,0
39537,0
39537.04,0
39537.08,0
39537.12,0
39537.17,0
39537.21,0.003650921
39537.25,0.226333814
39537.29,0.503344484
39537.33,0.717910937
39537.37,0.843686996
39537.42,0.934662453
39537.46,0.926636204
39537.5,0.894975827
39537.54,0.831208503
39537.58,0.665848079
39537.62,0.528888148
39537.67,0.298340066
39537.71,0.05171865
39537.75,0
39537.79,0
39537.83,0
39537.87,0
39537.92,0
39537.96,0
39538,0
39538.04,0
39538.08,0
39538.12,0
39538.17,0
39538.21,0.004390543
39538.25,0.197330996
39538.29,0.489297746
39538.33,0.607400818
39538.37,0.813181856
39538.42,0.831613962
39538.46,0.816543559
39538.5,0.805093466
39538.54,0.648628187
39538.58,0.536377897
39538.62,0.303067015
39538.67,0.114842346
39538.71,0.022014769
39538.75,0
39538.79,0
39538.83,0
39538.87,0
39538.92,0
39538.96,0
39539,0
39539.04,0
39539.08,0
39539.12,0
39539.17,0
39539.21,0
39539.25,0.000164928
39539.29,0.014079379
39539.33,0.059101038
39539.37,0.072253138
39539.42,0.138931496
39539.46,0.103012991
39539.5,0.177852142
39539.54,0.170858455
39539.58,0.208721382
39539.62,0.129783598
39539.67,0.110345254
39539.71,0.072454925
39539.75,0.011361714
39539.79,0
39539.83,0
39539.87,0
39539.92,0
39539.96,0
39540,0
39540.04,0
39540.08,0
39540.12,0
39540.17,0
39540.21,0
39540.25,0.00015826
39540.29,0.014802848
39540.33,0.048835645
39540.37,0.17741109
39540.42,0.171486274
39540.46,0.368650194
39540.5,0.435997476
39540.54,0.599978821
39540.58,0.496817208
39540.62,0.316393535
39540.67,0.362244983
39540.71,0.280001029
39540.75,0.051929601
39540.79,0
39540.83,0
39540.87,0
39540.92,0
39540.96,0
39541,0
39541.04,0
39541.08,0
39541.12,0
39541.17,0
39541.21,0
39541.25,0.011832086
39541.29,0.19070337
39541.33,0.459750656
39541.37,0.612015298
39541.42,0.852824016
39541.46,0.928999686
39541.5,0.965911984
39541.54,0.945607961
39541.58,0.858223252
39541.62,0.759128788
39541.67,0.569114513
39541.71,0.29924742
39541.75,0.059668983
39541.79,0
39541.83,0
39541.87,0
39541.92,0
39541.96,0
39542,0
39542.04,0
39542.08,0
39542.12,0
39542.17,0
39542.21,0
39542.25,0.010534189
39542.29,0.14820974
39542.33,0.393381414
39542.37,0.562302221
39542.42,0.648947054
39542.46,0.618343724
39542.5,0.518637099
39542.54,0.496422259
39542.58,0.387193033
39542.62,0.224063441
39542.67,0.087930374
39542.71,0.071366787
39542.75,0.019811206
39542.79,0
39542.83,0
39542.87,0
39542.92,0
39542.96,0
39543,0
39543.04,0
39543.08,0
39543.12,0
39543.17,0
39543.21,0
39543.25,0.003802102
39543.29,0.022207441
39543.33,0.098824044
39543.37,0.171547039
39543.42,0.297948369
39543.46,0.349412845
39543.5,0.406669067
39543.54,0.42006235
39543.58,0.37777968
39543.62,0.284651011
39543.67,0.224939624
39543.71,0.167131143
39543.75,0.036981956
39543.79,0
39543.83,0
39543.87,0
39543.92,0
39543.96,0
39544,0
39544.04,0
39544.08,0
39544.12,0
39544.17,0
39544.21,0
39544.25,0.008307142
39544.29,0.114511243
39544.33,0.31317974
39544.37,0.327704981
39544.42,0.51339234
39544.46,0.632896175
39544.5,0.836842272
39544.54,0.821600654
39544.58,0.737558746
39544.62,0.60504384
39544.67,0.412802573
39544.71,0.223096408
39544.75,0.048679438
39544.79,0
39544.83,0
39544.87,0
39544.92,0
39544.96,0
39545,0
39545.04,0
39545.08,0
39545.12,0
39545.17,0
39545.21,0
39545.25,0.00492061
39545.29,0.058395848
39545.33,0.18536901
39545.37,0.198171433
39545.42,0.268307782
39545.46,0.301751787
39545.5,0.299003115
39545.54,0.314741473
39545.58,0.304525073
39545.62,0.2524705
39545.67,0.18817887
39545.71,0.118174688
39545.75,0.040079615
39545.79,0
39545.83,0
39545.87,0
39545.92,0
39545.96,0
39546,0
39546.04,0
39546.08,0
39546.12,0
39546.17,0
39546.21,0
39546.25,0.007719212
39546.29,0.045213541
39546.33,0.120530207
39546.37,0.193546679
39546.42,0.281168822
39546.46,0.322018795
39546.5,0.344799487
39546.54,0.391743884
39546.58,0.362044657
39546.62,0.318324801
39546.67,0.175499046
39546.71,0.087276395
39546.75,0.036226042
39546.79,0
39546.83,0
39546.87,0
39546.92,0
39546.96,0
39547,0
39547.04,0
39547.08,0
39547.12,0
39547.17,0
39547.21,0
39547.25,0.008436447
39547.29,0.082464671
39547.33,0.17070549
39547.37,0.312271963
39547.42,0.503052219
39547.46,0.469927125
39547.5,0.510377036
39547.54,0.55390576
39547.58,0.556194426
39547.62,0.539538877
39547.67,0.387926783
39547.71,0.193046969
39547.75,0.054956019
39547.79,0
39547.83,0
39547.87,0
39547.92,0
39547.96,0
39548,0
39548.04,0
39548.08,0
39548.12,0
39548.17,0
39548.21,0
39548.25,0.004260336
39548.29,0.106992542
39548.33,0.160641089
39548.37,0.303438126
39548.42,0.283066783
39548.46,0.384601011
39548.5,0.651514414
39548.54,0.69651424
39548.58,0.682433295
39548.62,0.49115719
39548.67,0.271180768
39548.71,0.144205277
39548.75,0.047539217
39548.79,0
39548.83,0
39548.87,0
39548.92,0
39548.96,0
39549,0
39549.04,0
39549.08,0
39549.12,0
39549.17,0
39549.21,0
39549.25,0.02737462
39549.29,0.189259584
39549.33,0.350215806
39549.37,0.564184197
39549.42,0.714342917
39549.46,0.857478079
39549.5,0.850752553
39549.54,0.811921682
39549.58,0.733745923
39549.62,0.622605053
39549.67,0.410590168
39549.71,0.200275729
39549.75,0.04964346
39549.79,0
39549.83,0
39549.87,0
39549.92,0
39549.96,0
39550,0
39550.04,0
39550.08,0
39550.12,0
39550.17,0
39550.21,0
39550.25,0.016496184
39550.29,0.092549219
39550.33,0.259356221
39550.37,0.403465438
39550.42,0.502743727
39550.46,0.598121624
39550.5,0.50792953
39550.54,0.526492064
39550.58,0.468610975
39550.62,0.418013399
39550.67,0.226692628
39550.71,0.123000672
39550.75,0.031584236
39550.79,0
39550.83,0
39550.87,0
39550.92,0
39550.96,0
39551,0
39551.04,0
39551.08,0
39551.12,0
39551.17,0
39551.21,0
39551.25,0.022233125
39551.29,0.116406297
39551.33,0.30320407
39551.37,0.469683907
39551.42,0.425530841
39551.46,0.43577436
39551.5,0.528474967
39551.54,0.388494663
39551.58,0.381026244
39551.62,0.457590356
39551.67,0.303913096
39551.71,0.137271425
39551.75,0.038490174
39551.79,0
39551.83,0
39551.87,0
39551.92,0
39551.96,0
39552,0
39552.04,0
39552.08,0
39552.12,0
39552.17,0
39552.21,0
39552.25,0.021452909
39552.29,0.138605671
39552.33,0.259778542
39552.37,0.458031783
39552.42,0.518094779
39552.46,0.459157031
39552.5,0.343936442
39552.54,0.282043581
39552.58,0.332567802
39552.62,0.195331876
39552.67,0.150224541
39552.71,0.037077485
39552.75,0.030494906
39552.79,0
39552.83,0
39552.87,0
39552.92,0
39552.96,0
39553,0
39553.04,0
39553.08,0
39553.12,0
39553.17,0
39553.21,0
39553.25,0.037111172
39553.29,0.285085818
39553.33,0.548759337
39553.37,0.727146216
39553.42,0.83651586
39553.46,0.916374427
39553.5,0.920345461
39553.54,0.87257812
39553.58,0.845717574
39553.62,0.701815507
39553.67,0.486592213
39553.71,0.255634437
