Date,NREL_wind
39091.04,0.614121279
39091.08,0.617714768
39091.12,0.656241688
39091.17,0.645343859
39091.21,0.655333431
39091.25,0.71456782
39091.29,0.71324103
39091.33,0.73660453
39091.37,0.741978532
39091.42,0.808671741
39091.46,0.805696923
39091.50,0.828456827
39091.54,0.825968829
39091.58,0.844017649
39091.62,0.830760906
39091.67,0.798956648
39091.71,0.849461963
39091.75,0.829010641
39091.79,0.832085066
39091.83,0.793634825
39091.87,0.73438795
39091.92,0.717756893
39091.96,0.655611657
39092.00,0.596662867
39092.04,0.529945433
39092.08,0.450573239
39092.12,0.415991335
39092.17,0.390967149
39092.21,0.357366466
39092.25,0.320784444
39092.29,0.304538269
39092.33,0.294267102
39092.37,0.297971686
39092.42,0.331288473
39092.46,0.367820393
39092.50,0.416206555
39092.54,0.496929395
39092.58,0.541349119
39092.62,0.568848515
39092.67,0.623860989
39092.71,0.737437125
39092.75,0.809423002
39092.79,0.821841
39092.83,0.813365645
39092.87,0.82267166
39092.92,0.84004621
39092.96,0.837184047
39093.00,0.792832843
39093.04,0.803258743
39093.08,0.762010562
39093.12,0.745044847
39093.17,0.734257326
39093.21,0.747217105
39093.25,0.756812359
39093.29,0.779232516
39093.33,0.780948722
39093.37,0.766200329
39093.42,0.737069003
39093.46,0.734720003
39093.50,0.73049869
39093.54,0.724469791
39093.58,0.759543494
39093.62,0.794068999
39093.67,0.851124546
39093.71,0.868961413
39093.75,0.893781908
39093.79,0.897419787
39093.83,0.893714685
39093.87,0.907590089
39093.92,0.91082335
39093.96,0.909229293
39094.00,0.899272778
39094.04,0.876829022
39094.08,0.805045032
39094.12,0.791102692
39094.17,0.766905669
39094.21,0.721057832
39094.25,0.705253273
39094.29,0.691004692
39094.33,0.63295238
39094.37,0.593267041
39094.42,0.562054518
39094.46,0.511954919
39094.50,0.488004701
39094.54,0.446460735
39094.58,0.43825587
39094.62,0.440015854
39094.67,0.420190192
39094.71,0.427881249
39094.75,0.433917542
39094.79,0.429050531
39094.83,0.407724064
39094.87,0.388941795
39094.92,0.387791034
39094.96,0.362393242
39095.00,0.33494784
39095.04,0.333876333
39095.08,0.32639414
39095.12,0.294366833
39095.17,0.34153267
39095.21,0.358540306
39095.25,0.355979775
39095.29,0.351438868
39095.33,0.340028159
39095.37,0.311111783
39095.42,0.299437915
39095.46,0.280286056
39095.50,0.260369371
39095.54,0.229030344
39095.58,0.194023126
39095.62,0.200381836
39095.67,0.190953891
39095.71,0.181838869
39095.75,0.152576064
39095.79,0.121785457
39095.83,0.11437485
39095.87,0.114799554
39095.92,0.114623313
39095.96,0.108984129
39096.00,0.103582175
39096.04,0.103500997
39096.08,0.103406678
39096.12,0.120045965
39096.17,0.143000643
39096.21,0.163585869
39096.25,0.156578407
39096.29,0.155614722
39096.33,0.173561258
39096.37,0.211154145
39096.42,0.174483479
39096.46,0.18465556
39096.50,0.192838058
39096.54,0.183191538
39096.58,0.172516559
39096.62,0.152429296
39096.67,0.160306995
39096.71,0.247081569
39096.75,0.292888335
39096.79,0.279280197
39096.83,0.290136603
39096.87,0.340819432
39096.92,0.291350553
39096.96,0.279596641
39097.00,0.282165312
39097.04,0.38731528
39097.08,0.361415062
39097.12,0.330655392
39097.17,0.321815886
39097.21,0.306273371
39097.25,0.350046018
39097.29,0.362818149
39097.33,0.355450143
39097.37,0.392650967
39097.42,0.392773095
39097.46,0.42593313
39097.50,0.481095546
39097.54,0.51089353
39097.58,0.55065769
39097.62,0.545924748
39097.67,0.554142147
39097.71,0.560153628
39097.75,0.624716485
39097.79,0.561858004
39097.83,0.555513456
39097.87,0.529171353
39097.92,0.548992672
39097.96,0.553653877
39098.00,0.524507864
39098.04,0.544248395
39098.08,0.533443307
39098.12,0.539729419
39098.17,0.523352046
39098.21,0.518309419
39098.25,0.499991358
39098.29,0.485543225
39098.33,0.464305332
39098.37,0.438181759
39098.42,0.397746208
39098.46,0.384652126
39098.50,0.373393304
39098.54,0.366853733
39098.58,0.3663008
39098.62,0.361622767
39098.67,0.345224195
39098.71,0.3509731
39098.75,0.353360055
39098.79,0.338171585
39098.83,0.305514025
39098.87,0.255477171
39098.92,0.228822081
39098.96,0.216068162
39099.00,0.203128675
39099.04,0.189231396
39099.08,0.206197064
39099.12,0.182760867
39099.17,0.197259024
39099.21,0.197218702
39099.25,0.204863145
39099.29,0.178511764
39099.33,0.173897496
39099.37,0.118806473
39099.42,0.08620819
39099.46,0.094995707
39099.50,0.076633004
39099.54,0.076676381
39099.58,0.084370683
39099.62,0.094967707
39099.67,0.126955209
39099.71,0.192324094
39099.75,0.278129556
39099.79,0.370273644
39099.83,0.428398046
39099.87,0.450012548
39099.92,0.47349692
39099.96,0.530738419
39100.00,0.533968752
39100.04,0.505639962
39100.08,0.496500542
39100.12,0.509962887
39100.17,0.493261567
39100.21,0.483123294
39100.25,0.487039657
39100.29,0.525612391
39100.33,0.498916599
39100.37,0.417774943
39100.42,0.373955702
39100.46,0.42330299
39100.50,0.478162541
39100.54,0.522383334
39100.58,0.53858594
39100.62,0.529383209
39100.67,0.58816154
39100.71,0.687951532
39100.75,0.713153153
39100.79,0.720173554
39100.83,0.739707607
39100.87,0.695179025
39100.92,0.704039078
39100.96,0.818187683
39101.00,0.776682836
39101.04,0.75254004
39101.08,0.753536884
39101.12,0.739893917
39101.17,0.739445439
39101.21,0.688550677
39101.25,0.676321045
39101.29,0.672829532
39101.33,0.616984139
39101.37,0.546042077
39101.42,0.525564595
39101.46,0.544545962
39101.50,0.580253367
39101.54,0.597882916
39101.58,0.62209485
39101.62,0.626514222
39101.67,0.657596078
39101.71,0.682121363
39101.75,0.72105764
39101.79,0.720024852
39101.83,0.693648683
39101.87,0.677991446
39101.92,0.692782396
39101.96,0.633356788
39102.00,0.587489754
39102.04,0.532728692
39102.08,0.48293315
39102.12,0.429204937
39102.17,0.380941745
39102.21,0.355686052
39102.25,0.329752519
39102.29,0.315556205
39102.33,0.289459995
39102.37,0.26324858
39102.42,0.261029378
39102.46,0.261316022
39102.50,0.259842451
39102.54,0.261846658
39102.58,0.265279493
39102.62,0.267487351
39102.67,0.257793797
39102.71,0.271308039
39102.75,0.276070171
39102.79,0.286321794
39102.83,0.276706561
39102.87,0.261075585
39102.92,0.247788563
39102.96,0.259455967
39103.00,0.265606137
39103.04,0.232175327
39103.08,0.252238827
39103.12,0.275080444
39103.17,0.280384053
39103.21,0.300578053
39103.25,0.326114339
39103.29,0.337363209
39103.33,0.300066653
39103.37,0.234267045
39103.42,0.203485932
39103.46,0.158652905
39103.50,0.119609561
39103.54,0.096472868
39103.58,0.082585455
39103.62,0.073569819
39103.67,0.0725975
39103.71,0.074087902
39103.75,0.068530651
39103.79,0.069765046
39103.83,0.070532917
39103.87,0.064601912
39103.92,0.068822118
39103.96,0.082963232
39104.00,0.096071215
39104.04,0.126530931
39104.08,0.168834493
39104.12,0.190477557
39104.17,0.212101603
39104.21,0.1929621
39104.25,0.162112187
39104.29,0.1558381
39104.33,0.115390306
39104.37,0.07081797
39104.42,0.05920974
39104.46,0.061869612
39104.50,0.08182686
39104.54,0.114329249
39104.58,0.149514776
39104.62,0.194944345
39104.67,0.275371689
39104.71,0.435899299
39104.75,0.518885691
39104.79,0.580667809
39104.83,0.582143855
39104.87,0.611997408
39104.92,0.610118964
39104.96,0.656223408
39105.00,0.649110774
39105.04,0.667481087
39105.08,0.661540577
39105.12,0.67055741
39105.17,0.680832094
39105.21,0.668959867
39105.25,0.681198356
39105.29,0.698801476
39105.33,0.633987666
39105.37,0.511242614
39105.42,0.455424988
39105.46,0.438733977
39105.50,0.448719432
39105.54,0.437590365
39105.58,0.443323296
39105.62,0.425897841
39105.67,0.397362179
39105.71,0.466994019
39105.75,0.471022863
39105.79,0.450182545
39105.83,0.409273792
39105.87,0.385767873
39105.92,0.379502835
39105.96,0.323325242
39106.00,0.266283621
39106.04,0.239428792
39106.08,0.216491611
39106.12,0.189521349
39106.17,0.16114428
39106.21,0.142047746
39106.25,0.13718352
39106.29,0.157413502
39106.33,0.137799755
39106.37,0.078546326
39106.42,0.054520113
39106.46,0.058525756
39106.50,0.067595093
39106.54,0.087970479
39106.58,0.122271265
39106.62,0.156431603
39106.67,0.217267089
39106.71,0.380780496
39106.75,0.490558056
39106.79,0.584968547
39106.83,0.563356325
39106.87,0.565098329
39106.92,0.547761124
39106.96,0.521731255
39107.00,0.490665067
39107.04,0.484628561
39107.08,0.44449737
39107.12,0.402468876
39107.17,0.412104204
39107.21,0.427039076
39107.25,0.460677482
39107.29,0.460516241
39107.33,0.385558951
39107.37,0.31392463
39107.42,0.308278452
39107.46,0.336788799
39107.50,0.351635913
39107.54,0.366791761
39107.58,0.372437847
39107.62,0.365364914
39107.67,0.347850093
39107.71,0.376046383
39107.75,0.375498063
39107.79,0.364627439
39107.83,0.348879676
39107.87,0.341381673
39107.92,0.32219438
39107.96,0.359298965
39108.00,0.410969369
39108.04,0.498542185
39108.08,0.595638803
39108.12,0.680766894
39108.17,0.74406023
39108.21,0.788690452
39108.25,0.824497982
39108.29,0.854607144
39108.33,0.849088674
39108.37,0.813044069
39108.42,0.77472251
39108.46,0.786921939
39108.50,0.803067737
39108.54,0.844968123
39108.58,0.862507019
39108.62,0.861779243
39108.67,0.852412881
39108.71,0.86877385
39108.75,0.884162926
39108.79,0.877123813
39108.83,0.878931512
39108.87,0.858371122
39108.92,0.866288646
39108.96,0.854660275
39109.00,0.839347251
39109.04,0.837587421
39109.08,0.831405245
39109.12,0.838174783
39109.17,0.833419543
39109.21,0.78060519
39109.25,0.727184358
39109.29,0.698919126
39109.33,0.644604256
39109.37,0.587410171
39109.42,0.551682746
39109.46,0.577898678
39109.50,0.576389525
39109.54,0.650052673
39109.58,0.698754459
39109.62,0.719243129
39109.67,0.762446605
39109.71,0.775510258
39109.75,0.845056137
39109.79,0.82805898
39109.83,0.849244405
39109.87,0.790254203
39109.92,0.753110507
39109.96,0.695262679
39110.00,0.656684583
39110.04,0.607714971
39110.08,0.5886407
39110.12,0.558795301
39110.17,0.499606524
39110.21,0.522826106
39110.25,0.524938262
39110.29,0.584995593
39110.33,0.610352623
39110.37,0.612063783
39110.42,0.601088759
39110.46,0.648854528
39110.50,0.716284516
39110.54,0.71754288
39110.58,0.703947964
39110.62,0.672196858
39110.67,0.646081828
39110.71,0.621793167
39110.75,0.65105703
39110.79,0.664539219
39110.83,0.640860609
39110.87,0.604214755
39110.92,0.527955225
39110.96,0.461363489
39111.00,0.39458476
39111.04,0.376509005
39111.08,0.395575864
39111.12,0.423334388
39111.17,0.47940557
39111.21,0.530019582
39111.25,0.56421279
39111.29,0.632193094
39111.33,0.568620233
39111.37,0.457299594
39111.42,0.487500865
39111.46,0.514065035
39111.50,0.527896847
39111.54,0.558916244
39111.58,0.588587698
39111.62,0.571451637
39111.67,0.562003059
39111.71,0.624669111
39111.75,0.706425089
39111.79,0.702145091
39111.83,0.737780175
39111.87,0.711093192
39111.92,0.722609934
39111.96,0.69606028
39112.00,0.667831366
39112.04,0.676114198
39112.08,0.69312058
39112.12,0.720368728
39112.17,0.704811465
39112.21,0.736897674
39112.25,0.710464956
39112.29,0.712464164
39112.33,0.67663171
39112.37,0.630400031
39112.42,0.626536512
39112.46,0.620087397
39112.50,0.637798611
39112.54,0.645886027
39112.58,0.698776222
39112.62,0.681561686
39112.67,0.68295221
39112.71,0.680045842
39112.75,0.697036953
39112.79,0.720987756
39112.83,0.722864125
39112.87,0.710936109
39112.92,0.664250327
39112.96,0.615404557
39113.00,0.56860586
39113.04,0.538905931
39113.08,0.499449424
39113.12,0.480560207
39113.17,0.461305413
39113.21,0.439304112
39113.25,0.43030998
39113.29,0.41390186
39113.33,0.341307966
39113.37,0.249714554
39113.42,0.247594785
39113.46,0.280690682
39113.50,0.320323216
39113.54,0.362894082
39113.58,0.408482539
39113.62,0.413481022
39113.67,0.415788773
39113.71,0.423231479
39113.75,0.430114662
39113.79,0.466749791
39113.83,0.462951567
39113.87,0.444330186
39113.92,0.422664843
39113.96,0.398001349
39114.00,0.392011164
39114.04,0.368209363
39114.08,0.356284118
39114.12,0.355349384
39114.17,0.310650601
39114.21,0.279779681
39114.25,0.269666606
39114.29,0.260950109
39114.33,0.212820202
39114.37,0.185494017
39114.42,0.197383583
39114.46,0.192859869
39114.50,0.192093634
39114.54,0.189532254
39114.58,0.179365495
39114.62,0.164773486
39114.67,0.124272256
39114.71,0.154007239
39114.75,0.170856582
39114.79,0.185676814
39114.83,0.189073656
39114.87,0.203768521
39114.92,0.20737871
39114.96,0.249482726
39115.00,0.235643792
39115.04,0.238248256
39115.08,0.241823508
39115.12,0.249034157
39115.17,0.275541997
39115.21,0.293511447
39115.25,0.279663175
39115.29,0.354451373
39115.33,0.421514965
39115.37,0.456059375
39115.42,0.479159497
39115.46,0.520460299
39115.50,0.564339702
39115.54,0.598942624
39115.58,0.637827742
39115.62,0.668580409
39115.67,0.632833366
39115.71,0.61372459
39115.75,0.633908037
39115.79,0.653126126
39115.83,0.714416502
39115.87,0.748129023
39115.92,0.767192852
39115.96,0.761838934
39116.00,0.770733638
39116.04,0.801532345
39116.08,0.803188971
39116.12,0.809780302
39116.17,0.835966865
39116.21,0.850745294
39116.25,0.873821379
39116.29,0.89805483
39116.33,0.900875409
39116.37,0.891351581
39116.42,0.900020747
39116.46,0.918083345
39116.50,0.919794992
39116.54,0.927312667
39116.58,0.926503828
39116.62,0.906592309
39116.67,0.845812233
39116.71,0.7566573
39116.75,0.70267756
39116.79,0.676984644
39116.83,0.632621738
39116.87,0.577258691
39116.92,0.598946835
39116.96,0.612032276
39117.00,0.560644344
39117.04,0.519799652
39117.08,0.566113095
39117.12,0.628382979
39117.17,0.619153677
39117.21,0.632312117
39117.25,0.627448428
39117.29,0.597527943
39117.33,0.654304511
39117.37,0.732659886
39117.42,0.769318987
39117.46,0.779452811
39117.50,0.821541786
39117.54,0.856855296
39117.58,0.884400396
39117.62,0.883818514
39117.67,0.869301469
39117.71,0.804438126
39117.75,0.763909189
39117.79,0.737883923
39117.83,0.68564587
39117.87,0.65993893
39117.92,0.66430035
39117.96,0.61882333
39118.00,0.580556747
39118.04,0.53869706
39118.08,0.517403998
39118.12,0.49658887
39118.17,0.468417737
39118.21,0.449260188
39118.25,0.4191183
39118.29,0.412376256
39118.33,0.393104554
39118.37,0.382570877
39118.42,0.358550555
39118.46,0.35132571
39118.50,0.356282663
39118.54,0.363548524
39118.58,0.366377476
39118.62,0.363074869
39118.67,0.355988667
39118.71,0.301990931
39118.75,0.263054765
39118.79,0.323588372
39118.83,0.352517652
39118.87,0.336978342
39118.92,0.307492146
39118.96,0.289820364
39119.00,0.281533721
39119.04,0.281438361
39119.08,0.263709894
39119.12,0.200205799
39119.17,0.202277965
39119.21,0.265395466
39119.25,0.274205672
39119.29,0.272422853
39119.33,0.253903477
39119.37,0.244800331
39119.42,0.235200845
39119.46,0.235161476
39119.50,0.225323523
39119.54,0.203963572
39119.58,0.175168355
39119.62,0.152574123
39119.67,0.118379984
39119.71,0.099156101
39119.75,0.118131517
39119.79,0.157971175
39119.83,0.223647039
39119.87,0.291541127
39119.92,0.317337404
39119.96,0.338258107
39120.00,0.343482345
39120.04,0.430765971
39120.08,0.465725465
39120.12,0.516569996
39120.17,0.570165328
39120.21,0.562956637
39120.25,0.596941174
39120.29,0.58078607
39120.33,0.406629577
39120.37,0.290969048
39120.42,0.289794101
39120.46,0.314014168
39120.50,0.350661925
39120.54,0.385124499
39120.58,0.412540866
39120.62,0.462304052
39120.67,0.489574712
39120.71,0.581005093
39120.75,0.699443209
39120.79,0.799469702
39120.83,0.844430041
39120.87,0.855984504
39120.92,0.871043577
39120.96,0.861205384
39121.00,0.863280281
39121.04,0.853947306
39121.08,0.833595793
39121.12,0.815383798
39121.17,0.785333181
39121.21,0.738565812
39121.25,0.715779549
39121.29,0.640488691
39121.33,0.454371806
39121.37,0.323893329
39121.42,0.317659356
39121.46,0.3508745
39121.50,0.384469862
39121.54,0.406474657
39121.58,0.430938302
39121.62,0.456037543
39121.67,0.486562171
39121.71,0.606466389
39121.75,0.76667752
39121.79,0.82256532
39121.83,0.846093777
39121.87,0.810395367
39121.92,0.77008968
39121.96,0.714368887
39122.00,0.693583306
39122.04,0.675776518
39122.08,0.608783793
39122.12,0.533905874
39122.17,0.46142308
39122.21,0.427041425
39122.25,0.415385705
39122.29,0.38776316
39122.33,0.291684069
39122.37,0.246899707
39122.42,0.243498497
39122.46,0.251586239
39122.50,0.252988749
39122.54,0.268514983
39122.58,0.272846688
39122.62,0.266796008
39122.67,0.319679377
39122.71,0.400967786
39122.75,0.522686604
39122.79,0.654296683
39122.83,0.736327369
39122.87,0.765865713
39122.92,0.775055893
39122.96,0.765427155
39123.00,0.779993677
39123.04,0.772638931
39123.08,0.769615944
39123.12,0.749245662
39123.17,0.721454585
39123.21,0.707503554
39123.25,0.701802268
39123.29,0.642910043
39123.33,0.439249507
39123.37,0.279930639
39123.42,0.265843932
39123.46,0.259139803
39123.50,0.25659113
39123.54,0.261974494
39123.58,0.273398784
39123.62,0.281942223
39123.67,0.307333718
39123.71,0.391047692
39123.75,0.447078235
39123.79,0.489586292
39123.83,0.516891307
39123.87,0.502052147
39123.92,0.462208807
39123.96,0.438194846
39124.00,0.391764621
39124.04,0.337893709
39124.08,0.27793476
39124.12,0.225083741
39124.17,0.228460982
39124.21,0.269405844
39124.25,0.297245399
39124.29,0.308421113
39124.33,0.254062264
39124.37,0.197783767
39124.42,0.207735246
39124.46,0.242828765
39124.50,0.266941361
39124.54,0.288758884
39124.58,0.295688343
39124.62,0.301090307
39124.67,0.318827504
39124.71,0.407681359
39124.75,0.486689892
39124.79,0.516372397
39124.83,0.485686949
39124.87,0.455821013
39124.92,0.430896018
39124.96,0.411016148
39125.00,0.362058369
39125.04,0.313898281
39125.08,0.306195255
39125.12,0.288787354
39125.17,0.281777444
39125.21,0.290921302
39125.25,0.291078201
39125.29,0.265989891
39125.33,0.169076676
39125.37,0.103906312
39125.42,0.065927395
39125.46,0.06717804
39125.50,0.082895405
39125.54,0.108083475
39125.58,0.145168231
39125.62,0.192123128
39125.67,0.239377842
39125.71,0.375214149
39125.75,0.500029514
39125.79,0.574298049
39125.83,0.586426682
39125.87,0.601935627
39125.92,0.599162832
39125.96,0.607938542
39126.00,0.613013601
39126.04,0.643883943
39126.08,0.675607038
39126.12,0.708440506
39126.17,0.749221291
39126.21,0.776823633
39126.25,0.802545085
39126.29,0.808950233
39126.33,0.809662687
39126.37,0.816132053
39126.42,0.818361374
39126.46,0.831070967
39126.50,0.841804229
39126.54,0.854500774
39126.58,0.859567966
39126.62,0.861458666
39126.67,0.867480948
39126.71,0.875528287
39126.75,0.876658977
39126.79,0.87440063
39126.83,0.876059137
39126.87,0.853962812
39126.92,0.836113901
39126.96,0.82725437
39127.00,0.819128556
39127.04,0.823309551
39127.08,0.813923367
39127.12,0.778761095
39127.17,0.766123397
39127.21,0.744925336
39127.25,0.74144878
39127.29,0.727396125
39127.33,0.628091048
39127.37,0.524427086
39127.42,0.482575897
39127.46,0.47571185
39127.50,0.446100259
39127.54,0.445523622
39127.58,0.465121228
39127.62,0.500195374
39127.67,0.49540087
39127.71,0.581094134
39127.75,0.673133692
39127.79,0.822726069
39127.83,0.851840179
39127.87,0.829402303
39127.92,0.806058767
39127.96,0.791620348
39128.00,0.763739861
39128.04,0.770174426
39128.08,0.70029017
39128.12,0.60538728
39128.17,0.575689428
39128.21,0.603575331
39128.25,0.630373917
39128.29,0.608245982
39128.33,0.451870621
39128.37,0.332733606
39128.42,0.303515511
39128.46,0.309520567
39128.50,0.331266732
39128.54,0.363756043
39128.58,0.403090074
39128.62,0.436631381
39128.67,0.492166437
39128.71,0.632608582
39128.75,0.802883157
39128.79,0.871205228
39128.83,0.921310027
39128.87,0.926550628
39128.92,0.917313592
39128.96,0.904373946
39129.00,0.893503127
39129.04,0.861525473
39129.08,0.826470868
39129.12,0.832417768
39129.17,0.818614545
39129.21,0.816215939
39129.25,0.822196106
39129.29,0.783047679
39129.33,0.646796043
39129.37,0.496966756
39129.42,0.466004653
39129.46,0.506166527
39129.50,0.567161117
39129.54,0.65190472
39129.58,0.710394274
39129.62,0.731567708
39129.67,0.74004348
39129.71,0.809406366
39129.75,0.873948962
39129.79,0.879836047
39129.83,0.845841458
39129.87,0.822117535
39129.92,0.790676486
39129.96,0.752547248
39130.00,0.675256395
39130.04,0.567090167
39130.08,0.49192853
39130.12,0.421035687
39130.17,0.366606679
39130.21,0.357529395
39130.25,0.378062748
39130.29,0.363388067
39130.33,0.329084426
39130.37,0.3635001
39130.42,0.372520252
39130.46,0.382341963
39130.50,0.386186359
39130.54,0.409156819
39130.58,0.448293304
39130.62,0.435020135
39130.67,0.47202676
39130.71,0.579568828
39130.75,0.656722299
39130.79,0.797694219
39130.83,0.872150177
39130.87,0.876228378
39130.92,0.876469016
39130.96,0.874730966
39131.00,0.865138689
39131.04,0.845577489
39131.08,0.821718009
39131.12,0.810166048
39131.17,0.831938678
39131.21,0.841732344
39131.25,0.840298254
39131.29,0.772079751
39131.33,0.585111242
39131.37,0.417579372
39131.42,0.340931863
39131.46,0.339599422
39131.50,0.354411599
39131.54,0.354999657
39131.58,0.353707758
39131.62,0.33137876
39131.67,0.335876427
39131.71,0.394019462
39131.75,0.454145011
39131.79,0.533606828
39131.83,0.600158602
39131.87,0.656931265
39131.92,0.720125155
39131.96,0.743381057
39132.00,0.796980956
39132.04,0.836607905
39132.08,0.851521839
39132.12,0.884195937
39132.17,0.899825748
39132.21,0.913369198
39132.25,0.907275587
39132.29,0.895619393
39132.33,0.8172701
39132.37,0.762375164
39132.42,0.734795755
39132.46,0.719235724
39132.50,0.713507885
39132.54,0.719857815
39132.58,0.729390247
39132.62,0.770727795
39132.67,0.847154323
39132.71,0.909120292
39132.75,0.930747027
39132.79,0.936323239
39132.83,0.935881385
39132.87,0.91057397
39132.92,0.894498421
39132.96,0.84764097
39133.00,0.723242109
39133.04,0.625743128
39133.08,0.613571799
39133.12,0.590046507
39133.17,0.51893868
39133.21,0.479302435
39133.25,0.438273582
39133.29,0.397597571
39133.33,0.373542183
39133.37,0.350651686
39133.42,0.338031989
39133.46,0.306184928
39133.50,0.243557886
39133.54,0.212770961
39133.58,0.210816138
39133.62,0.218834145
39133.67,0.210088188
39133.71,0.234199613
39133.75,0.239470465
39133.79,0.2555026
39133.83,0.250437418
39133.87,0.253306774
39133.92,0.239690005
39133.96,0.238207412
39134.00,0.230211144
39134.04,0.211676042
39134.08,0.185690613
39134.12,0.181526872
39134.17,0.135300913
39134.21,0.133354263
39134.25,0.129409385
39134.29,0.119353547
39134.33,0.099841717
39134.37,0.084186631
39134.42,0.066729548
39134.46,0.059010743
39134.50,0.05790606
39134.54,0.074939484
39134.58,0.110711231
39134.62,0.136740302
39134.67,0.210626263
39134.71,0.312139825
39134.75,0.380644967
39134.79,0.45607856
39134.83,0.475606921
39134.87,0.499827643
39134.92,0.55705666
39134.96,0.630343483
39135.00,0.654169431
39135.04,0.72151825
39135.08,0.729985881
39135.12,0.704514025
39135.17,0.737865412
39135.21,0.834074956
39135.25,0.896405162
39135.29,0.889470977
39135.33,0.869504803
39135.37,0.839504208
39135.42,0.772616647
39135.46,0.753290029
39135.50,0.741722402
39135.54,0.704397089
39135.58,0.659388368
39135.62,0.634572934
39135.67,0.653508669
39135.71,0.705679687
39135.75,0.780838186
39135.79,0.824513193
39135.83,0.813007944
39135.87,0.806619298
39135.92,0.772788093
