Date,PJM Load (MW)
38971.17,64780.76895
38971.21,69347.99972
38971.25,78622.41629
38971.29,84260.96036
38971.33,86864.99356
38971.37,89225.60483
38971.42,91381.28923
38971.46,92759.1492
38971.5,93589.10704
38971.54,94464.05572
38971.58,94587.43941
38971.62,94293.83974
38971.67,94055.16083
38971.71,93531.46229
38971.75,92129.8443
38971.79,93074.65511
38971.83,94648.99483
38971.87,90707.14212
38971.92,83123.28722
38971.96,75793.25938
38972,69996.73499
38972.04,66845.87947
38972.08,64795.94639
38972.12,63773.10557
38972.17,64734.6089
38972.21,69299.55166
38972.25,78394.30488
38972.29,84371.56006
38972.33,87110.54503
38972.37,89131.8282
38972.42,90796.84668
38972.46,91530.71633
38972.5,92128.21805
38972.54,92557.01022
38972.58,92506.98714
38972.62,91919.5759
38972.67,91891.27559
38972.71,91357.36409
38972.75,89956.38149
38972.79,91756.83914
38972.83,92829.5959
38972.87,88654.81147
38972.92,81451.60507
38972.96,74514.01643
38973,69145.80433
38973.04,66019.43712
38973.08,64166.91496
38973.12,63392.12027
38973.17,64304.45371
38973.21,68691.72949
38973.25,78215.35289
38973.29,84405.02437
38973.33,86483.0681
38973.37,88049.0172
38973.42,89576.12872
38973.46,90063.31421
38973.5,90132.58481
38973.54,90228.59733
38973.58,90024.55209
38973.62,89643.64422
38973.67,89541.44252
38973.71,89176.50321
38973.75,88582.64586
38973.79,90391.27436
38973.83,91578.46349
38973.87,88222.00004
38973.92,81091.90192
38973.96,74027.21328
38974,68947.05209
38974.04,65886.55572
38974.08,64075.85138
38974.12,63332.35904
38974.17,64324.19682
38974.21,68970.66796
38974.25,78683.63491
38974.29,84661.72171
38974.33,86910.21904
38974.37,88819.50337
38974.42,90718.72548
38974.46,91629.89598
38974.5,92411.70912
38974.54,92915.41931
38974.58,93167.15572
38974.62,93000.85534
38974.67,93334.29164
38974.71,93031.87605
38974.75,91784.54553
38974.79,92682.0971
38974.83,94305.68942
38974.87,90680.89171
38974.92,83493.74755
38974.96,75892.53634
38975,70353.31896
38975.04,66971.54929
38975.08,65073.23135
38975.12,63931.35974
38975.17,64734.54887
38975.21,68851.07801
38975.25,78143.65991
38975.29,83616.71734
38975.33,86005.2495
38975.37,88903.23398
38975.42,90736.29139
38975.46,92025.17259
38975.5,92881.86873
38975.54,93432.89271
38975.58,93661.86321
38975.62,93483.73488
38975.67,93326.49396
38975.71,92143.45629
38975.75,89982.20723
38975.79,89627.96045
38975.83,90555.58121
38975.87,87065.21797
38975.92,81808.64985
38975.96,75278.23609
38976,69058.81439
38976.04,65242.91742
38976.08,62825.1597
38976.12,61441.36803
38976.17,60893.86756
38976.21,61981.13514
38976.25,64574.64355
38976.29,67626.79515
38976.33,72478.06884
38976.37,76780.18794
38976.42,79883.52062
38976.46,81626.69627
38976.5,82350.18893
38976.54,82736.76412
38976.58,82849.37631
38976.62,83161.1385
38976.67,83702.51696
38976.71,83742.05179
38976.75,82730.32119
38976.79,83532.77355
38976.83,84979.97875
38976.87,82456.80412
38976.92,77627.01797
38976.96,71746.20176
38977,66597.61808
38977.04,62728.20724
38977.08,60524.87289
38977.12,58759.59324
38977.17,58044.47035
38977.21,58354.31572
38977.25,59352.67891
38977.29,60927.03756
38977.33,65658.39874
38977.37,70840.33425
38977.42,74913.39673
38977.46,78729.87922
38977.5,82354.06988
38977.54,84910.39353
38977.58,87084.17248
38977.62,88785.57311
38977.67,90650.29993
38977.71,91584.47058
38977.75,90662.34621
38977.79,92021.37611
38977.83,93914.01032
38977.87,89429.68235
38977.92,83096.97062
38977.96,76303.04706
38978,70735.58369
38978.04,66956.01173
38978.08,64926.88211
38978.12,63931.21882
38978.17,64809.31328
38978.21,69380.74635
38978.25,78828.71257
38978.29,84323.2507
38978.33,87909.07156
38978.37,91747.00886
38978.42,95761.15446
38978.46,98627.48838
38978.5,101215.9965
38978.54,103603.3455
38978.58,104821.9475
38978.62,105481.4384
38978.67,105668.9418
38978.71,104721.5803
38978.75,102327.4393
38978.79,102572.6797
38978.83,102186.9781
38978.87,96329.7064
38978.92,88027.14296
38978.96,79546.14152
38979,73428.23745
38979.04,69456.95733
38979.08,67104.74266
38979.12,65761.67423
38979.17,66384.49895
38979.21,70753.90929
38979.25,80200.6656
38979.29,85490.20821
38979.33,87780.43414
38979.37,90607.91358
38979.42,93272.78699
38979.46,95139.88181
38979.5,96690.08959
38979.54,96997.61517
38979.58,96674.57313
38979.62,96335.30952
38979.67,96326.42787
38979.71,95379.68964
38979.75,93891.86725
38979.79,95471.32734
38979.83,95933.81846
38979.87,91174.73724
38979.92,83314.9731
38979.96,75433.19129
38980,69381.22707
38980.04,66012.50093
38980.08,63791.99542
38980.12,62854.2515
38980.17,63381.29467
38980.21,67677.65079
38980.25,77073.66706
38980.29,81975.18273
38980.33,83755.89248
38980.37,85455.70101
38980.42,87092.69926
38980.46,87646.16022
38980.5,87768.78172
38980.54,87749.90839
38980.58,87457.41126
38980.62,86801.00425
38980.67,86520.31187
38980.71,85859.29196
38980.75,84673.58915
38980.79,87165.22824
38980.83,88613.81576
38980.87,84716.87722
38980.92,78019.96284
38980.96,71006.12299
38981,65868.1879
38981.04,63171.04082
38981.08,61538.0247
38981.12,61094.58713
38981.17,62057.75652
38981.21,66785.25382
38981.25,76474.02187
38981.29,81260.60566
38981.33,82675.13399
38981.37,83760.92899
38981.42,85113.26291
38981.46,85486.4721
38981.5,85616.86771
38981.54,86045.72558
38981.58,86140.27052
38981.62,85656.121
38981.67,85701.72668
38981.71,84723.6019
38981.75,83394.04165
38981.79,86487.48517
38981.83,88053.24174
38981.87,83777.5994
38981.92,77495.54158
38981.96,70624.17864
38982,65612.37445
38982.04,62865.54964
38982.08,61223.65823
38982.12,60572.91609
38982.17,61483.53253
38982.21,65885.99705
38982.25,75232.6557
38982.29,80756.89998
38982.33,82664.2472
38982.37,84319.50735
38982.42,85909.06259
38982.46,86389.55792
38982.5,86253.77742
38982.54,86462.76488
38982.58,86106.01024
38982.62,85159.08469
38982.67,84700.1826
38982.71,83808.293
38982.75,83252.17116
38982.79,84779.44321
38982.83,84497.7992
38982.87,81545.12431
38982.92,76840.95556
38982.96,71008.43275
38983,66084.25383
38983.04,62838.13408
38983.08,60945.96624
38983.12,59867.93425
38983.17,59676.90265
38983.21,61198.66857
38983.25,64194.53756
38983.29,67847.10515
38983.33,72353.29897
38983.37,76951.39579
38983.42,79935.14671
38983.46,81430.54409
38983.5,81656.5178
38983.54,81811.51544
38983.58,81432.56606
38983.62,81771.36162
38983.67,82089.8481
38983.71,82333.66856
38983.75,82338.45296
38983.79,85084.63374
38983.83,85682.96548
38983.87,82723.56543
38983.92,78183.68871
38983.96,72938.75332
38984,68025.08545
38984.04,64702.0725
38984.08,62343.50524
38984.12,61315.96166
38984.17,60568.67929
38984.21,60857.17479
38984.25,62301.4329
38984.29,64220.50003
38984.33,69014.36242
38984.37,74575.51545
38984.42,78148.09856
38984.46,80676.84922
38984.5,82517.44834
38984.54,83158.19076
38984.58,82822.60827
38984.62,82400.54539
38984.67,82251.09596
38984.71,82254.94293
38984.75,82164.52056
38984.79,85066.67582
38984.83,86221.43966
38984.87,82343.19493
38984.92,76751.5996
38984.96,70933.68118
38985,65931.8443
38985.04,62792.15507
38985.08,61127.38366
38985.12,60497.43217
38985.17,61521.85058
38985.21,66109.99996
38985.25,75656.52931
38985.29,80966.39378
38985.33,83240.35288
38985.37,85704.16096
38985.42,87813.89605
38985.46,89018.68885
38985.5,89518.82821
38985.54,90151.72313
38985.58,90345.44297
38985.62,90228.07666
38985.67,90584.49094
38985.71,89590.43651
38985.75,88139.66297
38985.79,90822.84088
38985.83,91146.94167
38985.87,86482.01282
38985.92,79193.89878
38985.96,71751.52814
38986,66452.82087
38986.04,63387.25988
38986.08,61482.42698
38986.12,60668.8132
38986.17,61644.64679
38986.21,66391.81301
38986.25,75917.94074
38986.29,80982.04454
38986.33,82717.76983
38986.37,84624.59952
38986.42,86592.31453
38986.46,87924.94466
38986.5,88888.95231
38986.54,89743.962
38986.58,90042.44789
38986.62,89886.4837
38986.67,89773.9473
38986.71,88638.25747
38986.75,87394.82225
38986.79,90236.46141
38986.83,90663.22635
38986.87,86116.14061
38986.92,78938.08993
38986.96,71780.35034
38987,66579.02787
38987.04,63478.96935
38987.08,61870.4969
38987.12,61181.50188
38987.17,61998.67637
38987.21,66925.4021
38987.25,76280.29609
38987.29,81770.31828
38987.33,83335.40784
38987.37,85199.85239
38987.42,87310.10918
38987.46,88863.31307
38987.5,89540.90229
38987.54,90324.23788
38987.58,90428.40804
38987.62,90276.4291
38987.67,90273.77253
38987.71,89336.32466
38987.75,88165.31617
38987.79,91236.09371
38987.83,91241.33119
38987.87,86792.19696
38987.92,79595.84788
38987.96,72411.78788
38988,67096.08222
38988.04,64024.83581
38988.08,62299.46229
38988.12,61642.56053
38988.17,62480.40535
38988.21,67204.35988
38988.25,76516.17709
38988.29,82089.97235
38988.33,83794.17138
38988.37,85500.60639
38988.42,87316.7823
38988.46,88242.3072
38988.5,88975.11528
38988.54,89699.50146
38988.58,89864.43016
38988.62,89481.3612
38988.67,89105.22663
38988.71,88452.68849
38988.75,87808.20813
38988.79,90013.73121
38988.83,89674.99476
38988.87,85369.38848
38988.92,78877.69303
38988.96,72087.13324
38989,66774.65703
38989.04,63737.83167
38989.08,62026.46555
38989.12,61467.93308
38989.17,62321.4139
38989.21,66897.32852
38989.25,76319.63056
38989.29,81694.48084
38989.33,83285.40338
38989.37,84453.15022
38989.42,85037.53021
38989.46,84998.84654
38989.5,84487.6512
38989.54,84392.63304
38989.58,83563.26698
38989.62,82394.18734
38989.67,81447.88749
38989.71,80641.88104
38989.75,79746.25305
38989.79,82458.92853
38989.83,82140.79649
38989.87,79189.94374
38989.92,74752.31075
38989.96,68990.05751
38990,63997.94452
38990.04,60860.80507
38990.08,59115.53645
38990.12,58247.98371
38990.17,58202.8857
38990.21,59588.67784
38990.25,62576.67923
38990.29,66055.74312
38990.33,70352.87962
38990.37,73789.50394
38990.42,75329.79345
38990.46,75484.18369
38990.5,74732.38432
38990.54,73528.54789
38990.58,72410.43926
38990.62,72001.72722
38990.67,72106.00595
38990.71,72611.55406
38990.75,73332.20462
38990.79,76422.8005
38990.83,76449.05373
38990.87,74013.09879
38990.92,69839.31665
38990.96,65057.61541
38991,60669.70135
38991.04,57933.47334
38991.08,56296.97686
38991.12,55197.20128
38991.17,55038.53054
38991.21,55546.65153
38991.25,57565.3406
38991.29,59607.5279
38991.33,63211.78118
38991.37,66888.375
38991.42,69041.56992
38991.46,70415.37663
38991.5,71049.14419
38991.54,71356.76752
38991.58,71218.24079
38991.62,71301.22935
38991.67,72091.38298
38991.71,72860.8367
38991.75,73627.8827
38991.79,77893.07348
38991.83,79333.41327
38991.87,75821.10284
38991.92,70901.96302
38991.96,65780.79984
38992,61838.73684
38992.04,59406.75825
38992.08,58587.0517
38992.12,58273.18324
38992.17,59956.94416
38992.21,64817.03201
38992.25,74267.39634
38992.29,80118.03578
38992.33,82226.41005
38992.37,84482.10936
38992.42,86212.89257
38992.46,87292.99525
38992.5,88095.32625
38992.54,88818.66961
38992.58,89108.27994
38992.62,89009.16969
38992.67,89009.01906
38992.71,88410.36122
38992.75,88033.10963
38992.79,91636.15085
38992.83,91334.11898
38992.87,86235.83097
38992.92,79102.30974
38992.96,71893.6608
38993,66763.13438
38993.04,63611.24246
38993.08,61683.01797
38993.12,61166.63146
38993.17,62273.63557
38993.21,66831.22137
38993.25,76681.4343
38993.29,82174.51798
38993.33,83594.59629
38993.37,85736.08333
38993.42,88278.95846
38993.46,90388.91211
38993.5,92052.12636
38993.54,94023.71015
38993.58,95224.47129
38993.62,95583.87501
38993.67,96153.89755
38993.71,95658.2331
38993.75,94742.97237
38993.79,97956.81483
38993.83,97390.23854
38993.87,92690.99483
38993.92,85222.41427
38993.96,77595.08146
38994,71661.09356
38994.04,68133.23512
38994.08,66010.91232
38994.12,64901.46494
38994.17,65705.7826
38994.21,70362.6694
38994.25,80055.56447
38994.29,85967.34369
38994.33,87613.61044
38994.37,90000.96447
38994.42,92952.18219
38994.46,95172.71014
38994.5,96901.0438
38994.54,98849.66099
38994.58,99827.95482
38994.62,100355.5105
38994.67,100283.4395
38994.71,99135.55955
38994.75,98403.28076
38994.79,100433.4214
38994.83,98692.32734
38994.87,93425.65511
38994.92,85532.05275
38994.96,77499.12846
38995,71451.77813
38995.04,67619.61186
38995.08,65427.87448
38995.12,64193.31716
38995.17,64625.2214
38995.21,68942.11135
38995.25,77989.97903
38995.29,83580.24294
38995.33,84898.03179
38995.37,85941.32089
38995.42,87263.63602
38995.46,87687.20863
38995.5,87928.65472
38995.54,88073.41517
38995.58,87590.55611
38995.62,86755.12824
38995.67,86338.74773
38995.71,85717.75027
38995.75,86291.71514
38995.79,89671.37115
38995.83,89201.97969
38995.87,85175.98856
38995.92,78656.21019
38995.96,72034.38422
38996,66656.52388
38996.04,63630.76613
38996.08,61954.72779
38996.12,61242.17493
38996.17,62254.60187
38996.21,66824.49058
38996.25,76124.20461
38996.29,82846.55056
38996.33,84383.47939
38996.37,85493.19874
38996.42,85997.09129
38996.46,85778.36939
38996.5,85111.2278
38996.54,84748.15971
38996.58,83581.01266
38996.62,82459.56424
38996.67,82303.52125
38996.71,81882.71722
38996.75,82274.60936
38996.79,84263.4131
38996.83,83319.76608
38996.87,80558.18506
38996.92,75942.09949
38996.96,70417.60444
38997,65489.15586
38997.04,62279.84266
38997.08,60473.16927
38997.12,59599.02573
38997.17,59614.80033
38997.21,60869.95243
38997.25,64103.50466
38997.29,68102.11379
38997.33,72003.62704
38997.37,75379.46594
38997.42,76962.33706
38997.46,76589.91153
38997.5,75575.76706
38997.54,74295.82494
38997.58,72953.90075
38997.62,72292.68725
38997.67,72239.9195
38997.71,72408.9932
38997.75,73863.53388
38997.79,77010.17197
38997.83,76979.72733
38997.87,74401.11304
38997.92,70579.15943
38997.96,65756.01156
38998,61559.55719
38998.04,58635.0569
38998.08,57123.10489
38998.12,56297.38176
38998.17,56199.9144
38998.21,56847.50347
38998.25,58908.60802
38998.29,60931.09622
38998.33,64287.13021
38998.37,67485.97542
38998.42,68928.42445
38998.46,69748.2644
38998.5,70174.04108
38998.54,70197.78363
38998.58,70019.62247
38998.62,70371.76181
38998.67,70980.26582
38998.71,71774.24616
38998.75,73331.22789
38998.79,78249.17915
38998.83,78828.61119
38998.87,75440.6544
38998.92,70752.72827
38998.96,65769.47504
38999,61961.44902
38999.04,59526.37358
38999.08,58486.39468
38999.12,58234.75524
38999.17,59451.86168
38999.21,63740.50935
38999.25,72207.9181
38999.29,78238.5905
38999.33,80556.96648
38999.37,83044.45541
38999.42,85299.58899
38999.46,86796.57476
38999.5,87566.91763
38999.54,88432.08328
38999.58,88898.58803
38999.62,88915.35526
38999.67,88951.74855
38999.71,88454.92522
38999.75,88299.03941
38999.79,92208.42985
38999.83,90981.1146
38999.87,85937.81569
38999.92,78855.66694
38999.96,71630.92783
39000,66257.62425
39000.04,63172.60192
39000.08,61267.34137
39000.12,60476.28918
39000.17,61251.67808
39000.21,66250.08093
39000.25,75834.0744
39000.29,81884.8411
39000.33,83123.1115
39000.37,84577.04814
39000.42,86316.38995
39000.46,87476.20528
39000.5,88505.51119
39000.54,89783.48879
39000.58,90389.49354
39000.62,90192.53937
39000.67,89936.60411
39000.71,89247.0389
39000.75,89659.87263
39000.79,93272.16707
39000.83,91592.28911
39000.87,86676.71294
39000.92,79504.35875
39000.96,72157.05485
39001,66851.11289
39001.04,63831.95066
39001.08,62049.27299
39001.12,61420.57827
39001.17,62408.9316
39001.21,67114.73791
39001.25,76902.22475
39001.29,83613.29113
39001.33,85041.98279
39001.37,86305.05555
39001.42,87565.33781
39001.46,87816.86723
39001.5,87884.00043
39001.54,87849.71967
39001.58,87407.16766
39001.62,86599.02228
39001.67,87070.27851
39001.71,87591.30045
39001.75,89085.06244
39001.79,91214.40246
39001.83,89624.85738
39001.87,85206.49535
39001.92,78486.67071
39001.96,71796.82351
39002,66736.8002
39002.04,64069.58569
39002.08,62499.2208
39002.12,61863.83745
39002.17,63111.43764
39002.21,68049.95516
39002.25,78001.66712
39002.29,84959.82318
39002.33,86110.61713
39002.37,87326.16863
39002.42,88397.49909
39002.46,88588.83438
39002.5,88405.48949
39002.54,88141.35572
39002.58,87544.24181
39002.62,86927.11187
39002.67,86659.36873
39002.71,86804.80181
39002.75,88627.02356
39002.79,92092.67656
39002.83,91091.35459
39002.87,87033.95658
39002.92,81097.30207
39002.96,74463.1803
39003,69532.04528
39003.04,66893.33614
39003.08,65693.62074
39003.12,65393.83834
39003.17,66920.05262
39003.21,72088.71961
39003.25,81994.57839
39003.29,88600.15102
39003.33,89289.5975
39003.37,88921.35045
39003.42,88345.21115
39003.46,86982.24182
39003.5,85843.71934
39003.54,84929.77732
39003.58,83477.10334
39003.62,81867.26821
39003.67,81065.38427
39003.71,80733.10633
39003.75,82265.5293
39003.79,86301.04597
39003.83,85577.61984
39003.87,83495.26153
39003.92,79577.72363
39003.96,74278.90941
39004,69895.34448
39004.04,67064.5251
39004.08,65688.63601
39004.12,65379.79191
39004.17,65819.40839
39004.21,67847.0263
39004.25,71434.82992
39004.29,75264.95023
39004.33,78557.28143
39004.37,79821.84603
39004.42,79189.42492
39004.46,77704.59208
39004.5,76169.63335
39004.54,74076.52375
39004.58,72267.31065
39004.62,71122.03645
39004.67,70922.36774
39004.71,71340.88449
39004.75,73729.48569
39004.79,78598.76303
39004.83,78881.56424
39004.87,77081.73582
39004.92,74218.46443
39004.96,70174.75746
39005,66346.27694
39005.04,64298.66656
39005.08,63379.23709
39005.12,63067.48481
39005.17,63765.13186
39005.21,65214.52757
39005.25,67670.32563
39005.29,70785.77563
39005.33,73882.59934
39005.37,74772.5565
39005.42,74342.18009
39005.46,73022.34107
39005.5,72199.18648
39005.54,71202.41601
39005.58,70008.66256
39005.62,69125.85027
39005.67,69701.82506
39005.71,71497.17031
39005.75,75763.92535
39005.79,80978.17223
39005.83,80962.71612
39005.87,77959.89341
39005.92,73535.67323
39005.96,68802.7592
39006,65564.2287
39006.04,63883.78864
39006.08,63387.63942
39006.12,63604.03389
39006.17,65696.8977
39006.21,71306.57464
39006.25,81477.90546
39006.29,88040.16158
39006.33,88844.01486
39006.37,88526.05692
39006.42,88208.52997
39006.46,87594.51628
39006.5,86701.47417
39006.54,85892.95386
39006.58,84959.65536
39006.62,84044.26108
39006.67,83964.2144
39006.71,85141.72072
39006.75,89037.35074
39006.79,91732.35982
39006.83,90125.26205
39006.87,85814.30373
39006.92,79526.9698
39006.96,73094.77918
39007,68625.7953
39007.04,65805.24974
39007.08,64167.20045
39007.12,63772.58917
39007.17,64967.71264
39007.21,69703.68377
39007.25,79313.33951
39007.29,86162.48729
39007.33,87293.57322
39007.37,87841.79708
39007.42,88549.5738
39007.46,88697.58529
39007.5,88336.38717
39007.54,88099.35864
39007.58,87432.706
39007.62,86820.01827
39007.67,87428.67664
39007.71,88456.14414
39007.75,90220.33487
39007.79,91624.19888
39007.83,89589.16057
39007.87,85503.29879
39007.92,78726.8657
39007.96,72038.14407
39008,67110.37767
39008.04,64183.59279
39008.08,62688.69763
39008.12,62086.95089
39008.17,63030.19119
39008.21,67881.01969
39008.25,77548.64904
39008.29,84296.32447
39008.33,85438.76319
39008.37,86026.35766
39008.42,86818.54508
39008.46,87069.00618
39008.5,87453.15475
39008.54,87672.0152
39008.58,87465.16477
39008.62,87056.47757
39008.67,87140.51014
39008.71,86995.03419
39008.75,88945.26621
39008.79,91716.68942
39008.83,89887.51006
39008.87,85727.28297
39008.92,79226.49332
39008.96,72285.4996
39009,67029.16212
39009.04,64029.27294
39009.08,62325.03277
39009.12,61689.42259
39009.17,62694.98368
39009.21,67502.22599
39009.25,77372.92226
39009.29,84145.31825
39009.33,85450.47894
39009.37,86189.15203
39009.42,86844.02401
39009.46,87272.35238
39009.5,87271.58067
39009.54,87328.97786
39009.58,86978.10101
39009.62,86315.79853
39009.67,86504.18129
39009.71,87144.6129
39009.75,89895.62813
39009.79,91879.65069
39009.83,90185.91202
39009.87,86243.43708
39009.92,80157.22642
39009.96,73617.072
39010,68348.8045
39010.04,65393.18177
39010.08,63749.98613
39010.12,63183.3473
39010.17,64225.56382
39010.21,68801.99929
39010.25,78020.38415
39010.29,85381.06227
39010.33,87097.9068
39010.37,88254.89578
39010.42,89296.98052
39010.46,88957.27543
39010.5,88207.23837
39010.54,87424.76904
39010.58,85717.41755
39010.62,83691.4519
39010.67,82715.78441
39010.71,82028.29975
39010.75,83701.51502
39010.79,86311.30947
39010.83,84722.70538
39010.87,81985.19547
39010.92,77703.55323
39010.96,72329.01919
39011,67732.34006
39011.04,64655.39675
39011.08,63097.08772
39011.12,62369.68545
39011.17,62664.72375
39011.21,64408.60457
39011.25,68107.78293
39011.29,72309.43308
39011.33,75756.21484
39011.37,77540.56177
39011.42,77691.31631
39011.46,76656.96002
39011.5,74935.45094
39011.54,72974.93253
39011.58,71231.70747
39011.62,70376.2909
39011.67,70303.43436
39011.71,70916.172
39011.75,74215.96695
39011.79,77924.08623
39011.83,77208.11883
39011.87,75263.44017
39011.92,72054.63319
39011.96,68099.1529
39012,64319.69509
39012.04,61981.20455
39012.08,60874.84472
39012.12,60065.87776
39012.17,60200.11505
39012.21,61220.78879
39012.25,63467.13101
39012.29,66334.90688
39012.33,69637.29865
39012.37,72323.00085
39012.42,73584.40128
39012.46,74260.19108
39012.5,74383.20873
39012.54,73788.73916
39012.58,72975.73073
39012.62,72647.8007
39012.67,73452.64612
39012.71,75538.60176
39012.75,79710.87685
39012.79,83125.26852
39012.83,82278.67259
39012.87,78959.81228
39012.92,74714.43577
39012.96,69934.1606
39013,66155.45167
39013.04,64613.19817
39013.08,63879.69472
39013.12,64022.9292
39013.17,65915.27486
39013.21,71725.49473
39013.25,82327.40409
39013.29,89412.31982
39013.33,90647.17403
39013.37,91023.24809
39013.42,91162.26239
39013.46,90952.40683
39013.5,90330.15086
39013.54,89903.65859
39013.58,89383.5873
39013.62,88814.52877
39013.67,89779.65919
39013.71,91689.17039
39013.75,96003.80732
39013.79,98266.26043
39013.83,96628.78459
39013.87,92727.84721
39013.92,86333.68071
39013.96,79929.90859
39014,75405.22224
39014.04,72916.39614
39014.08,71609.37499
39014.12,71590.0039
39014.17,73192.45681
39014.21,78591.75046
39014.25,88898.30744
39014.29,95607.49079
39014.33,95418.67629
39014.37,94529.42285
39014.42,93501.7057
39014.46,92281.98782
39014.5,91229.67115
39014.54,90305.67761
39014.58,89142.67249
39014.62,88207.43234
39014.67,88857.46063
39014.71,90784.89269
39014.75,94795.43779
39014.79,97818.09251
39014.83,96332.3894
39014.87,92930.74065
39014.92,86511.37102
39014.96,80025.73971
39015,75443.20312
39015.04,73295.98118
39015.08,72200.47107
39015.12,72159.95314
39015.17,73831.70917
39015.21,79374.34235
39015.25,89786.29823
39015.29,96165.89202
39015.33,95430.79839
39015.37,93887.05943
39015.42,92511.93555
39015.46,90816.8874
39015.5,89038.61795
39015.54,87925.00544
39015.58,86630.45768
39015.62,85562.65986
39015.67,85723.48712
39015.71,86692.40511
39015.75,90968.64866
39015.79,95001.847
39015.83,94331.48959
39015.87,91307.7805
39015.92,85457.26231
39015.96,79187.94666
39016,74949.88581
39016.04,72718.56636
39016.08,71699.73133
39016.12,71683.71153
39016.17,73257.44018
39016.21,78657.58272
39016.25,89050.03074
39016.29,95527.78772
39016.33,95287.23672
39016.37,94004.10045
39016.42,93145.15049
39016.46,92058.42828
39016.5,90815.39252
39016.54,89544.57458
39016.58,88461.87112
39016.62,87398.92245
39016.67,87752.6297
39016.71,89113.16047
39016.75,93428.00818
39016.79,95610.49783
39016.83,94229.40116
39016.87,90844.35699
39016.92,84783.72015
39016.96,78333.49109
39017,73499.47244
39017.04,70964.99134
39017.08,69559.20193
39017.12,69264.51178
39017.17,70423.95266
39017.21,75193.36788
39017.25,84830.20956
39017.29,91557.66425
39017.33,92206.78514
39017.37,92192.5606
39017.42,92006.13477
39017.46,91501.53155
39017.5,90933.67485
39017.54,90463.73098
39017.58,89717.87053
39017.62,89133.71842
39017.67,89677.24975
39017.71,90605.81899
39017.75,92320.94199
39017.79,91578.71846
39017.83,89181.54306
39017.87,86256.42578
39017.92,81170.55113
39017.96,75525.49745
39018,70320.57385
39018.04,67009.97279
39018.08,65244.45481
39018.12,64193.98008
39018.17,64169.89173
39018.21,65331.93161
39018.25,68144.30006
39018.29,72503.53421
39018.33,76143.9546
39018.37,79604.08897
39018.42,81427.54058
39018.46,80983.16864
39018.5,79877.83306
39018.54,78265.5971
39018.58,76570.91318
39018.62,75494.98776
39018.67,75204.22901
39018.71,75898.55144
39018.75,79664.55174
39018.79,82725.00304
39018.83,81750.47448
39018.87,79841.58353
39018.92,76716.40727
39018.96,72834.62326
39019,69173.88961
39019.04,66609.63184
39019.08,65040.54972
39019.12,64268.3655
39019.17,63951.64296
39019.21,64469.99182
39019.25,66084.20829
39019.29,68445.76568
39019.33,71676.06391
39019.37,74475.49366
39019.42,75412.16637
39019.46,74722.42128
39019.5,73992.77247
39019.54,73301.14594
39019.58,72092.49762
39019.62,70894.00754
39019.67,70725.04827
39019.71,72662.98697
39019.75,78117.69888
39019.79,82766.62689
39019.83,82958.04495
39019.87,81647.68551
39019.92,78614.32504
39019.96,74455.13847
39020,70159.6427
39020.04,68009.37098
39020.08,67028.18369
39020.12,66847.9342
39020.17,67360.79163
39020.21,69489.34978
39020.25,75790.13739
39020.29,85686.22161
39020.33,89645.59097
39020.37,89111.70918
39020.42,87959.86979
39020.46,87574.24437
39020.5,86770.37137
39020.54,86021.19456
39020.58,85480.07592
39020.62,84775.7005
39020.67,83870.13574
39020.71,84240.60121
39020.75,89304.55281
39020.79,92756.63582
39020.83,91649.77846
39020.87,89189.36318
39020.92,85052.31709
39020.96,78550.59418
39021,72082.09709
39021.04,67527.56765
39021.08,65138.20895
39021.12,63814.7263
39021.17,63510.99337
39021.21,65163.95808
39021.25,70650.73445
39021.29,80471.40137
39021.33,85483.97706
39021.37,86104.66309
39021.42,85984.67259
39021.46,86408.97012
39021.5,86148.08553
39021.54,85695.9245
39021.58,85453.40456
39021.62,85125.36207
39021.67,84562.16638
39021.71,85252.17903
39021.75,89049.36108
39021.79,89385.11981
39021.83,87704.53986
39021.87,86834.39801
39021.92,83862.20377
39021.96,77641.9882
39022,71652.48782
39022.04,67497.53179
39022.08,65169.29227
39022.12,64095.1735
39022.17,63864.46697
39022.21,65335.18617
39022.25,70581.50086
39022.29,80076.14179
39022.33,84395.24408
39022.37,85395.72487
39022.42,86094.7782
39022.46,86549.54092
39022.5,86675.71466
39022.54,86484.86173
39022.58,86613.86906
39022.62,86306.9812
39022.67,85691.79384
39022.71,86975.95249
39022.75,92033.9525
39022.79,94567.05913
39022.83,93297.0716
39022.87,90986.12327
39022.92,86697.10969
39022.96,80553.29507
39023,74286.60729
39023.04,69914.98906
39023.08,67546.81891
39023.12,66286.45878
39023.17,66111.49614
39023.21,67598.9229
39023.25,73135.73253
39023.29,83332.95396
39023.33,88721.03898
39023.37,89754.22049
39023.42,89831.68844
39023.46,89727.29512
39023.5,89003.45434
39023.54,88145.24057
39023.58,87551.55105
39023.62,86951.75825
39023.67,86679.12675
39023.71,88294.81019
39023.75,94750.51036
39023.79,98707.73528
39023.83,98205.98097
39023.87,96531.37237
39023.92,92831.56484
39023.96,86989.9819
39024,81189.35941
39024.04,76987.22869
39024.08,75210.37211
39024.12,74514.91416
39024.17,74771.85815
39024.21,76888.36467
39024.25,82638.2714
39024.29,92570.91181
39024.33,96713.7037
39024.37,96422.06805
39024.42,95178.30075
39024.46,93885.80908
39024.5,92384.59929
