Date,year,month,weekend
24020,1965,10,0
24021,1965,10,0
24022,1965,10,0
24023,1965,10,0
24024,1965,10,1
24025,1965,10,1
24026,1965,10,0
24027,1965,10,0
24028,1965,10,0
24029,1965,10,0
24030,1965,10,0
24031,1965,10,1
24032,1965,10,1
24033,1965,10,0
24034,1965,10,0
24035,1965,10,0
24036,1965,10,0
24037,1965,10,0
24038,1965,10,1
24039,1965,10,1
24040,1965,10,0
24041,1965,10,0
24042,1965,10,0
24043,1965,10,0
24044,1965,10,0
24045,1965,10,1
24046,1965,10,1
24047,1965,11,0
24048,1965,11,0
24049,1965,11,0
24050,1965,11,0
24051,1965,11,0
24052,1965,11,1
24053,1965,11,1
24054,1965,11,0
24055,1965,11,0
24056,1965,11,0
24057,1965,11,0
24058,1965,11,0
24059,1965,11,1
24060,1965,11,1
24061,1965,11,0
24062,1965,11,0
24063,1965,11,0
24064,1965,11,0
24065,1965,11,0
24066,1965,11,1
24067,1965,11,1
24068,1965,11,0
24069,1965,11,0
24070,1965,11,0
24071,1965,11,0
24072,1965,11,0
24073,1965,11,1
24074,1965,11,1
24075,1965,11,0
24076,1965,11,0
24077,1965,12,0
24078,1965,12,0
24079,1965,12,0
24080,1965,12,1
24081,1965,12,1
24082,1965,12,0
24083,1965,12,0
24084,1965,12,0
24085,1965,12,0
24086,1965,12,0
24087,1965,12,1
24088,1965,12,1
24089,1965,12,0
24090,1965,12,0
24091,1965,12,0
24092,1965,12,0
24093,1965,12,0
24094,1965,12,1
24095,1965,12,1
24096,1965,12,0
24097,1965,12,0
24098,1965,12,0
24099,1965,12,0
24100,1965,12,0
24101,1965,12,1
24102,1965,12,1
24103,1965,12,0
24104,1965,12,0
24105,1965,12,0
24106,1965,12,0
24107,1965,12,0
24108,1966,1,1
24109,1966,1,1
24110,1966,1,0
24111,1966,1,0
24112,1966,1,0
24113,1966,1,0
24114,1966,1,0
24115,1966,1,1
24116,1966,1,1
24117,1966,1,0
24118,1966,1,0
24119,1966,1,0
24120,1966,1,0
24121,1966,1,0
24122,1966,1,1
24123,1966,1,1
24124,1966,1,0
24125,1966,1,0
24126,1966,1,0
24127,1966,1,0
24128,1966,1,0
24129,1966,1,1
24130,1966,1,1
24131,1966,1,0
24132,1966,1,0
24133,1966,1,0
24134,1966,1,0
24135,1966,1,0
24136,1966,1,1
24137,1966,1,1
24138,1966,1,0
24139,1966,2,0
24140,1966,2,0
24141,1966,2,0
24142,1966,2,0
24143,1966,2,1
24144,1966,2,1
24145,1966,2,0
24146,1966,2,0
24147,1966,2,0
24148,1966,2,0
24149,1966,2,0
24150,1966,2,1
24151,1966,2,1
24152,1966,2,0
24153,1966,2,0
24154,1966,2,0
24155,1966,2,0
24156,1966,2,0
24157,1966,2,1
24158,1966,2,1
24159,1966,2,0
24160,1966,2,0
24161,1966,2,0
24162,1966,2,0
24163,1966,2,0
24164,1966,2,1
24165,1966,2,1
24166,1966,2,0
24167,1966,3,0
24168,1966,3,0
24169,1966,3,0
24170,1966,3,0
24171,1966,3,1
24172,1966,3,1
24173,1966,3,0
24174,1966,3,0
24175,1966,3,0
24176,1966,3,0
24177,1966,3,0
24178,1966,3,1
24179,1966,3,1
24180,1966,3,0
24181,1966,3,0
24182,1966,3,0
24183,1966,3,0
24184,1966,3,0
24185,1966,3,1
24186,1966,3,1
24187,1966,3,0
24188,1966,3,0
24189,1966,3,0
24190,1966,3,0
24191,1966,3,0
24192,1966,3,1
24193,1966,3,1
24194,1966,3,0
24195,1966,3,0
24196,1966,3,0
24197,1966,3,0
24198,1966,4,0
24199,1966,4,1
24200,1966,4,1
24201,1966,4,0
24202,1966,4,0
24203,1966,4,0
24204,1966,4,0
24205,1966,4,0
24206,1966,4,1
24207,1966,4,1
24208,1966,4,0
24209,1966,4,0
24210,1966,4,0
24211,1966,4,0
24212,1966,4,0
24213,1966,4,1
24214,1966,4,1
24215,1966,4,0
24216,1966,4,0
24217,1966,4,0
24218,1966,4,0
24219,1966,4,0
24220,1966,4,1
24221,1966,4,1
24222,1966,4,0
24223,1966,4,0
24224,1966,4,0
24225,1966,4,0
24226,1966,4,0
24227,1966,4,1
24228,1966,5,1
24229,1966,5,0
24230,1966,5,0
24231,1966,5,0
24232,1966,5,0
24233,1966,5,0
24234,1966,5,1
24235,1966,5,1
24236,1966,5,0
24237,1966,5,0
24238,1966,5,0
24239,1966,5,0
24240,1966,5,0
24241,1966,5,1
24242,1966,5,1
24243,1966,5,0
24244,1966,5,0
24245,1966,5,0
24246,1966,5,0
24247,1966,5,0
24248,1966,5,1
24249,1966,5,1
24250,1966,5,0
24251,1966,5,0
24252,1966,5,0
24253,1966,5,0
24254,1966,5,0
24255,1966,5,1
24256,1966,5,1
24257,1966,5,0
24258,1966,5,0
24259,1966,6,0
24260,1966,6,0
24261,1966,6,0
24262,1966,6,1
24263,1966,6,1
24264,1966,6,0
24265,1966,6,0
24266,1966,6,0
24267,1966,6,0
24268,1966,6,0
24269,1966,6,1
24270,1966,6,1
24271,1966,6,0
24272,1966,6,0
24273,1966,6,0
24274,1966,6,0
24275,1966,6,0
24276,1966,6,1
24277,1966,6,1
24278,1966,6,0
24279,1966,6,0
24280,1966,6,0
24281,1966,6,0
24282,1966,6,0
24283,1966,6,1
24284,1966,6,1
24285,1966,6,0
24286,1966,6,0
24287,1966,6,0
24288,1966,6,0
24289,1966,7,0
24290,1966,7,1
24291,1966,7,1
24292,1966,7,0
24293,1966,7,0
24294,1966,7,0
24295,1966,7,0
24296,1966,7,0
24297,1966,7,1
24298,1966,7,1
24299,1966,7,0
24300,1966,7,0
24301,1966,7,0
24302,1966,7,0
24303,1966,7,0
24304,1966,7,1
24305,1966,7,1
24306,1966,7,0
24307,1966,7,0
24308,1966,7,0
24309,1966,7,0
24310,1966,7,0
24311,1966,7,1
24312,1966,7,1
24313,1966,7,0
24314,1966,7,0
24315,1966,7,0
24316,1966,7,0
24317,1966,7,0
24318,1966,7,1
24319,1966,7,1
24320,1966,8,0
24321,1966,8,0
24322,1966,8,0
24323,1966,8,0
24324,1966,8,0
24325,1966,8,1
24326,1966,8,1
24327,1966,8,0
24328,1966,8,0
24329,1966,8,0
24330,1966,8,0
24331,1966,8,0
24332,1966,8,1
24333,1966,8,1
24334,1966,8,0
24335,1966,8,0
24336,1966,8,0
24337,1966,8,0
24338,1966,8,0
24339,1966,8,1
24340,1966,8,1
24341,1966,8,0
24342,1966,8,0
24343,1966,8,0
24344,1966,8,0
24345,1966,8,0
24346,1966,8,1
24347,1966,8,1
24348,1966,8,0
24349,1966,8,0
24350,1966,8,0
24351,1966,9,0
24352,1966,9,0
24353,1966,9,1
24354,1966,9,1
24355,1966,9,0
24356,1966,9,0
24357,1966,9,0
24358,1966,9,0
24359,1966,9,0
24360,1966,9,1
24361,1966,9,1
24362,1966,9,0
24363,1966,9,0
24364,1966,9,0
24365,1966,9,0
24366,1966,9,0
24367,1966,9,1
24368,1966,9,1
24369,1966,9,0
24370,1966,9,0
24371,1966,9,0
24372,1966,9,0
24373,1966,9,0
24374,1966,9,1
24375,1966,9,1
24376,1966,9,0
24377,1966,9,0
24378,1966,9,0
24379,1966,9,0
24380,1966,9,0
24381,1966,10,1
24382,1966,10,1
24383,1966,10,0
24384,1966,10,0
24385,1966,10,0
24386,1966,10,0
24387,1966,10,0
24388,1966,10,1
24389,1966,10,1
24390,1966,10,0
24391,1966,10,0
24392,1966,10,0
24393,1966,10,0
24394,1966,10,0
24395,1966,10,1
24396,1966,10,1
24397,1966,10,0
24398,1966,10,0
24399,1966,10,0
24400,1966,10,0
24401,1966,10,0
24402,1966,10,1
24403,1966,10,1
24404,1966,10,0
24405,1966,10,0
24406,1966,10,0
24407,1966,10,0
24408,1966,10,0
24409,1966,10,1
24410,1966,10,1
24411,1966,10,0
24412,1966,11,0
24413,1966,11,0
24414,1966,11,0
24415,1966,11,0
24416,1966,11,1
24417,1966,11,1
24418,1966,11,0
24419,1966,11,0
24420,1966,11,0
24421,1966,11,0
24422,1966,11,0
24423,1966,11,1
24424,1966,11,1
24425,1966,11,0
24426,1966,11,0
24427,1966,11,0
24428,1966,11,0
24429,1966,11,0
24430,1966,11,1
24431,1966,11,1
24432,1966,11,0
24433,1966,11,0
24434,1966,11,0
24435,1966,11,0
24436,1966,11,0
24437,1966,11,1
24438,1966,11,1
24439,1966,11,0
24440,1966,11,0
24441,1966,11,0
24442,1966,12,0
24443,1966,12,0
24444,1966,12,1
24445,1966,12,1
24446,1966,12,0
24447,1966,12,0
24448,1966,12,0
24449,1966,12,0
24450,1966,12,0
24451,1966,12,1
24452,1966,12,1
24453,1966,12,0
24454,1966,12,0
24455,1966,12,0
24456,1966,12,0
24457,1966,12,0
24458,1966,12,1
24459,1966,12,1
24460,1966,12,0
24461,1966,12,0
24462,1966,12,0
24463,1966,12,0
24464,1966,12,0
24465,1966,12,1
24466,1966,12,1
24467,1966,12,0
24468,1966,12,0
24469,1966,12,0
24470,1966,12,0
24471,1966,12,0
24472,1966,12,1
24473,1967,1,1
24474,1967,1,0
24475,1967,1,0
24476,1967,1,0
24477,1967,1,0
24478,1967,1,0
24479,1967,1,1
24480,1967,1,1
24481,1967,1,0
24482,1967,1,0
24483,1967,1,0
24484,1967,1,0
24485,1967,1,0
24486,1967,1,1
24487,1967,1,1
24488,1967,1,0
24489,1967,1,0
24490,1967,1,0
24491,1967,1,0
24492,1967,1,0
24493,1967,1,1
24494,1967,1,1
24495,1967,1,0
24496,1967,1,0
24497,1967,1,0
24498,1967,1,0
24499,1967,1,0
24500,1967,1,1
24501,1967,1,1
24502,1967,1,0
24503,1967,1,0
24504,1967,2,0
24505,1967,2,0
24506,1967,2,0
24507,1967,2,1
24508,1967,2,1
24509,1967,2,0
24510,1967,2,0
24511,1967,2,0
24512,1967,2,0
24513,1967,2,0
24514,1967,2,1
24515,1967,2,1
24516,1967,2,0
24517,1967,2,0
24518,1967,2,0
24519,1967,2,0
24520,1967,2,0
24521,1967,2,1
24522,1967,2,1
24523,1967,2,0
24524,1967,2,0
24525,1967,2,0
24526,1967,2,0
24527,1967,2,0
24528,1967,2,1
24529,1967,2,1
24530,1967,2,0
24531,1967,2,0
24532,1967,3,0
24533,1967,3,0
24534,1967,3,0
24535,1967,3,1
24536,1967,3,1
24537,1967,3,0
24538,1967,3,0
24539,1967,3,0
24540,1967,3,0
24541,1967,3,0
24542,1967,3,1
24543,1967,3,1
24544,1967,3,0
24545,1967,3,0
24546,1967,3,0
24547,1967,3,0
24548,1967,3,0
24549,1967,3,1
24550,1967,3,1
24551,1967,3,0
24552,1967,3,0
24553,1967,3,0
24554,1967,3,0
24555,1967,3,0
24556,1967,3,1
24557,1967,3,1
24558,1967,3,0
24559,1967,3,0
24560,1967,3,0
24561,1967,3,0
24562,1967,3,0
24563,1967,4,1
24564,1967,4,1
24565,1967,4,0
24566,1967,4,0
24567,1967,4,0
24568,1967,4,0
24569,1967,4,0
24570,1967,4,1
24571,1967,4,1
24572,1967,4,0
24573,1967,4,0
24574,1967,4,0
24575,1967,4,0
24576,1967,4,0
24577,1967,4,1
24578,1967,4,1
24579,1967,4,0
24580,1967,4,0
24581,1967,4,0
24582,1967,4,0
24583,1967,4,0
24584,1967,4,1
24585,1967,4,1
24586,1967,4,0
24587,1967,4,0
24588,1967,4,0
24589,1967,4,0
24590,1967,4,0
24591,1967,4,1
24592,1967,4,1
24593,1967,5,0
24594,1967,5,0
24595,1967,5,0
24596,1967,5,0
24597,1967,5,0
24598,1967,5,1
24599,1967,5,1
24600,1967,5,0
24601,1967,5,0
24602,1967,5,0
24603,1967,5,0
24604,1967,5,0
24605,1967,5,1
24606,1967,5,1
24607,1967,5,0
24608,1967,5,0
24609,1967,5,0
24610,1967,5,0
24611,1967,5,0
24612,1967,5,1
24613,1967,5,1
24614,1967,5,0
24615,1967,5,0
24616,1967,5,0
24617,1967,5,0
24618,1967,5,0
24619,1967,5,1
24620,1967,5,1
24621,1967,5,0
24622,1967,5,0
24623,1967,5,0
24624,1967,6,0
24625,1967,6,0
24626,1967,6,1
24627,1967,6,1
24628,1967,6,0
24629,1967,6,0
24630,1967,6,0
24631,1967,6,0
24632,1967,6,0
24633,1967,6,1
24634,1967,6,1
24635,1967,6,0
24636,1967,6,0
24637,1967,6,0
24638,1967,6,0
24639,1967,6,0
24640,1967,6,1
24641,1967,6,1
24642,1967,6,0
24643,1967,6,0
24644,1967,6,0
24645,1967,6,0
24646,1967,6,0
24647,1967,6,1
24648,1967,6,1
24649,1967,6,0
24650,1967,6,0
24651,1967,6,0
24652,1967,6,0
24653,1967,6,0
24654,1967,7,1
24655,1967,7,1
24656,1967,7,0
24657,1967,7,0
24658,1967,7,0
24659,1967,7,0
24660,1967,7,0
24661,1967,7,1
24662,1967,7,1
24663,1967,7,0
24664,1967,7,0
24665,1967,7,0
24666,1967,7,0
24667,1967,7,0
24668,1967,7,1
24669,1967,7,1
24670,1967,7,0
24671,1967,7,0
24672,1967,7,0
24673,1967,7,0
24674,1967,7,0
24675,1967,7,1
24676,1967,7,1
24677,1967,7,0
24678,1967,7,0
24679,1967,7,0
24680,1967,7,0
24681,1967,7,0
24682,1967,7,1
24683,1967,7,1
24684,1967,7,0
24685,1967,8,0
24686,1967,8,0
24687,1967,8,0
24688,1967,8,0
24689,1967,8,1
24690,1967,8,1
24691,1967,8,0
24692,1967,8,0
24693,1967,8,0
24694,1967,8,0
24695,1967,8,0
24696,1967,8,1
24697,1967,8,1
24698,1967,8,0
24699,1967,8,0
24700,1967,8,0
24701,1967,8,0
24702,1967,8,0
24703,1967,8,1
24704,1967,8,1
24705,1967,8,0
24706,1967,8,0
24707,1967,8,0
24708,1967,8,0
24709,1967,8,0
24710,1967,8,1
24711,1967,8,1
24712,1967,8,0
24713,1967,8,0
24714,1967,8,0
24715,1967,8,0
24716,1967,9,0
24717,1967,9,1
24718,1967,9,1
24719,1967,9,0
24720,1967,9,0
24721,1967,9,0
24722,1967,9,0
24723,1967,9,0
24724,1967,9,1
24725,1967,9,1
24726,1967,9,0
24727,1967,9,0
24728,1967,9,0
24729,1967,9,0
24730,1967,9,0
24731,1967,9,1
24732,1967,9,1
24733,1967,9,0
24734,1967,9,0
24735,1967,9,0
24736,1967,9,0
24737,1967,9,0
24738,1967,9,1
24739,1967,9,1
24740,1967,9,0
24741,1967,9,0
24742,1967,9,0
24743,1967,9,0
24744,1967,9,0
24745,1967,9,1
24746,1967,10,1
24747,1967,10,0
24748,1967,10,0
24749,1967,10,0
24750,1967,10,0
24751,1967,10,0
24752,1967,10,1
24753,1967,10,1
24754,1967,10,0
24755,1967,10,0
24756,1967,10,0
24757,1967,10,0
24758,1967,10,0
24759,1967,10,1
24760,1967,10,1
24761,1967,10,0
24762,1967,10,0
24763,1967,10,0
24764,1967,10,0
24765,1967,10,0
24766,1967,10,1
24767,1967,10,1
24768,1967,10,0
24769,1967,10,0
24770,1967,10,0
24771,1967,10,0
24772,1967,10,0
24773,1967,10,1
24774,1967,10,1
24775,1967,10,0
24776,1967,10,0
24777,1967,11,0
24778,1967,11,0
24779,1967,11,0
24780,1967,11,1
24781,1967,11,1
24782,1967,11,0
24783,1967,11,0
24784,1967,11,0
24785,1967,11,0
24786,1967,11,0
24787,1967,11,1
24788,1967,11,1
24789,1967,11,0
24790,1967,11,0
24791,1967,11,0
24792,1967,11,0
24793,1967,11,0
24794,1967,11,1
24795,1967,11,1
24796,1967,11,0
24797,1967,11,0
24798,1967,11,0
24799,1967,11,0
24800,1967,11,0
24801,1967,11,1
24802,1967,11,1
24803,1967,11,0
24804,1967,11,0
24805,1967,11,0
24806,1967,11,0
24807,1967,12,0
24808,1967,12,1
24809,1967,12,1
24810,1967,12,0
24811,1967,12,0
24812,1967,12,0
24813,1967,12,0
24814,1967,12,0
24815,1967,12,1
24816,1967,12,1
24817,1967,12,0
24818,1967,12,0
24819,1967,12,0
24820,1967,12,0
24821,1967,12,0
24822,1967,12,1
24823,1967,12,1
24824,1967,12,0
24825,1967,12,0
24826,1967,12,0
24827,1967,12,0
24828,1967,12,0
24829,1967,12,1
24830,1967,12,1
24831,1967,12,0
24832,1967,12,0
24833,1967,12,0
24834,1967,12,0
24835,1967,12,0
24836,1967,12,1
24837,1967,12,1
24838,1968,1,0
24839,1968,1,0
24840,1968,1,0
24841,1968,1,0
24842,1968,1,0
24843,1968,1,1
24844,1968,1,1
24845,1968,1,0
24846,1968,1,0
24847,1968,1,0
24848,1968,1,0
24849,1968,1,0
24850,1968,1,1
24851,1968,1,1
24852,1968,1,0
24853,1968,1,0
24854,1968,1,0
24855,1968,1,0
24856,1968,1,0
24857,1968,1,1
24858,1968,1,1
24859,1968,1,0
24860,1968,1,0
24861,1968,1,0
24862,1968,1,0
24863,1968,1,0
24864,1968,1,1
24865,1968,1,1
24866,1968,1,0
24867,1968,1,0
24868,1968,1,0
24869,1968,2,0
24870,1968,2,0
24871,1968,2,1
24872,1968,2,1
24873,1968,2,0
24874,1968,2,0
24875,1968,2,0
24876,1968,2,0
24877,1968,2,0
24878,1968,2,1
24879,1968,2,1
24880,1968,2,0
24881,1968,2,0
24882,1968,2,0
24883,1968,2,0
24884,1968,2,0
24885,1968,2,1
24886,1968,2,1
24887,1968,2,0
24888,1968,2,0
24889,1968,2,0
24890,1968,2,0
24891,1968,2,0
24892,1968,2,1
24893,1968,2,1
24894,1968,2,0
24895,1968,2,0
24896,1968,2,0
24897,1968,2,0
24898,1968,3,0
24899,1968,3,1
24900,1968,3,1
24901,1968,3,0
24902,1968,3,0
24903,1968,3,0
24904,1968,3,0
24905,1968,3,0
24906,1968,3,1
24907,1968,3,1
24908,1968,3,0
24909,1968,3,0
24910,1968,3,0
24911,1968,3,0
24912,1968,3,0
24913,1968,3,1
24914,1968,3,1
24915,1968,3,0
24916,1968,3,0
24917,1968,3,0
24918,1968,3,0
24919,1968,3,0
24920,1968,3,1
24921,1968,3,1
24922,1968,3,0
24923,1968,3,0
24924,1968,3,0
24925,1968,3,0
24926,1968,3,0
24927,1968,3,1
24928,1968,3,1
24929,1968,4,0
24930,1968,4,0
24931,1968,4,0
24932,1968,4,0
24933,1968,4,0
24934,1968,4,1
24935,1968,4,1
24936,1968,4,0
24937,1968,4,0
24938,1968,4,0
24939,1968,4,0
24940,1968,4,0
24941,1968,4,1
24942,1968,4,1
24943,1968,4,0
24944,1968,4,0
24945,1968,4,0
24946,1968,4,0
24947,1968,4,0
24948,1968,4,1
24949,1968,4,1
24950,1968,4,0
24951,1968,4,0
24952,1968,4,0
24953,1968,4,0
24954,1968,4,0
24955,1968,4,1
24956,1968,4,1
24957,1968,4,0
24958,1968,4,0
24959,1968,5,0
24960,1968,5,0
24961,1968,5,0
24962,1968,5,1
24963,1968,5,1
24964,1968,5,0
24965,1968,5,0
24966,1968,5,0
24967,1968,5,0
24968,1968,5,0
24969,1968,5,1
24970,1968,5,1
24971,1968,5,0
24972,1968,5,0
24973,1968,5,0
24974,1968,5,0
24975,1968,5,0
24976,1968,5,1
24977,1968,5,1
24978,1968,5,0
24979,1968,5,0
24980,1968,5,0
24981,1968,5,0
24982,1968,5,0
24983,1968,5,1
24984,1968,5,1
24985,1968,5,0
24986,1968,5,0
24987,1968,5,0
24988,1968,5,0
24989,1968,5,0
24990,1968,6,1
24991,1968,6,1
24992,1968,6,0
24993,1968,6,0
24994,1968,6,0
24995,1968,6,0
24996,1968,6,0
24997,1968,6,1
24998,1968,6,1
24999,1968,6,0
25000,1968,6,0
25001,1968,6,0
25002,1968,6,0
25003,1968,6,0
25004,1968,6,1
25005,1968,6,1
25006,1968,6,0
25007,1968,6,0
25008,1968,6,0
25009,1968,6,0
25010,1968,6,0
25011,1968,6,1
25012,1968,6,1
25013,1968,6,0
25014,1968,6,0
25015,1968,6,0
25016,1968,6,0
25017,1968,6,0
25018,1968,6,1
25019,1968,6,1
25020,1968,7,0
25021,1968,7,0
25022,1968,7,0
25023,1968,7,0
25024,1968,7,0
25025,1968,7,1
25026,1968,7,1
25027,1968,7,0
25028,1968,7,0
25029,1968,7,0
25030,1968,7,0
25031,1968,7,0
25032,1968,7,1
25033,1968,7,1
25034,1968,7,0
25035,1968,7,0
25036,1968,7,0
25037,1968,7,0
25038,1968,7,0
25039,1968,7,1
25040,1968,7,1
25041,1968,7,0
25042,1968,7,0
25043,1968,7,0
25044,1968,7,0
25045,1968,7,0
25046,1968,7,1
25047,1968,7,1
25048,1968,7,0
25049,1968,7,0
25050,1968,7,0
25051,1968,8,0
25052,1968,8,0
25053,1968,8,1
25054,1968,8,1
25055,1968,8,0
25056,1968,8,0
25057,1968,8,0
25058,1968,8,0
25059,1968,8,0
25060,1968,8,1
25061,1968,8,1
25062,1968,8,0
25063,1968,8,0
25064,1968,8,0
25065,1968,8,0
25066,1968,8,0
25067,1968,8,1
25068,1968,8,1
25069,1968,8,0
25070,1968,8,0
25071,1968,8,0
25072,1968,8,0
25073,1968,8,0
25074,1968,8,1
25075,1968,8,1
25076,1968,8,0
25077,1968,8,0
25078,1968,8,0
25079,1968,8,0
25080,1968,8,0
25081,1968,8,1
25082,1968,9,1
25083,1968,9,0
25084,1968,9,0
25085,1968,9,0
25086,1968,9,0
25087,1968,9,0
25088,1968,9,1
25089,1968,9,1
25090,1968,9,0
25091,1968,9,0
25092,1968,9,0
25093,1968,9,0
25094,1968,9,0
25095,1968,9,1
25096,1968,9,1
25097,1968,9,0
25098,1968,9,0
25099,1968,9,0
25100,1968,9,0
25101,1968,9,0
25102,1968,9,1
25103,1968,9,1
25104,1968,9,0
25105,1968,9,0
25106,1968,9,0
25107,1968,9,0
25108,1968,9,0
25109,1968,9,1
25110,1968,9,1
25111,1968,9,0
25112,1968,10,0
25113,1968,10,0
25114,1968,10,0
25115,1968,10,0
25116,1968,10,1
25117,1968,10,1
25118,1968,10,0
25119,1968,10,0
25120,1968,10,0
25121,1968,10,0
25122,1968,10,0
25123,1968,10,1
25124,1968,10,1
25125,1968,10,0
25126,1968,10,0
25127,1968,10,0
25128,1968,10,0
25129,1968,10,0
25130,1968,10,1
25131,1968,10,1
25132,1968,10,0
25133,1968,10,0
25134,1968,10,0
25135,1968,10,0
25136,1968,10,0
25137,1968,10,1
25138,1968,10,1
25139,1968,10,0
25140,1968,10,0
25141,1968,10,0
25142,1968,10,0
25143,1968,11,0
25144,1968,11,1
25145,1968,11,1
25146,1968,11,0
25147,1968,11,0
25148,1968,11,0
25149,1968,11,0
25150,1968,11,0
25151,1968,11,1
25152,1968,11,1
25153,1968,11,0
25154,1968,11,0
25155,1968,11,0
25156,1968,11,0
25157,1968,11,0
25158,1968,11,1
25159,1968,11,1
25160,1968,11,0
25161,1968,11,0
25162,1968,11,0
25163,1968,11,0
25164,1968,11,0
25165,1968,11,1
25166,1968,11,1
25167,1968,11,0
25168,1968,11,0
25169,1968,11,0
25170,1968,11,0
25171,1968,11,0
25172,1968,11,1
25173,1968,12,1
25174,1968,12,0
25175,1968,12,0
25176,1968,12,0
25177,1968,12,0
25178,1968,12,0
25179,1968,12,1
25180,1968,12,1
25181,1968,12,0
25182,1968,12,0
25183,1968,12,0
25184,1968,12,0
25185,1968,12,0
25186,1968,12,1
25187,1968,12,1
25188,1968,12,0
25189,1968,12,0
25190,1968,12,0
25191,1968,12,0
25192,1968,12,0
25193,1968,12,1
25194,1968,12,1
25195,1968,12,0
25196,1968,12,0
25197,1968,12,0
25198,1968,12,0
25199,1968,12,0
25200,1968,12,1
25201,1968,12,1
25202,1968,12,0
25203,1968,12,0
25204,1969,1,0
25205,1969,1,0
25206,1969,1,0
25207,1969,1,1
25208,1969,1,1
25209,1969,1,0
25210,1969,1,0
25211,1969,1,0
25212,1969,1,0
25213,1969,1,0
25214,1969,1,1
25215,1969,1,1
25216,1969,1,0
25217,1969,1,0
25218,1969,1,0
25219,1969,1,0
25220,1969,1,0
25221,1969,1,1
25222,1969,1,1
25223,1969,1,0
25224,1969,1,0
25225,1969,1,0
25226,1969,1,0
25227,1969,1,0
25228,1969,1,1
25229,1969,1,1
25230,1969,1,0
25231,1969,1,0
25232,1969,1,0
25233,1969,1,0
25234,1969,1,0
25235,1969,2,1
25236,1969,2,1
25237,1969,2,0
25238,1969,2,0
25239,1969,2,0
25240,1969,2,0
25241,1969,2,0
25242,1969,2,1
25243,1969,2,1
25244,1969,2,0
25245,1969,2,0
25246,1969,2,0
25247,1969,2,0
25248,1969,2,0
25249,1969,2,1
25250,1969,2,1
25251,1969,2,0
25252,1969,2,0
25253,1969,2,0
25254,1969,2,0
25255,1969,2,0
25256,1969,2,1
25257,1969,2,1
25258,1969,2,0
25259,1969,2,0
25260,1969,2,0
25261,1969,2,0
25262,1969,2,0
25263,1969,3,1
25264,1969,3,1
25265,1969,3,0
25266,1969,3,0
25267,1969,3,0
25268,1969,3,0
25269,1969,3,0
25270,1969,3,1
25271,1969,3,1
25272,1969,3,0
25273,1969,3,0
25274,1969,3,0
25275,1969,3,0
25276,1969,3,0
25277,1969,3,1
25278,1969,3,1
25279,1969,3,0
25280,1969,3,0
25281,1969,3,0
25282,1969,3,0
25283,1969,3,0
25284,1969,3,1
25285,1969,3,1
25286,1969,3,0
25287,1969,3,0
25288,1969,3,0
25289,1969,3,0
25290,1969,3,0
25291,1969,3,1
25292,1969,3,1
25293,1969,3,0
25294,1969,4,0
25295,1969,4,0
25296,1969,4,0
25297,1969,4,0
25298,1969,4,1
25299,1969,4,1
25300,1969,4,0
25301,1969,4,0
25302,1969,4,0
25303,1969,4,0
25304,1969,4,0
25305,1969,4,1
25306,1969,4,1
25307,1969,4,0
25308,1969,4,0
25309,1969,4,0
25310,1969,4,0
25311,1969,4,0
25312,1969,4,1
25313,1969,4,1
25314,1969,4,0
25315,1969,4,0
25316,1969,4,0
25317,1969,4,0
25318,1969,4,0
25319,1969,4,1
25320,1969,4,1
25321,1969,4,0
25322,1969,4,0
25323,1969,4,0
25324,1969,5,0
25325,1969,5,0
25326,1969,5,1
25327,1969,5,1
25328,1969,5,0
25329,1969,5,0
25330,1969,5,0
25331,1969,5,0
25332,1969,5,0
25333,1969,5,1
25334,1969,5,1
25335,1969,5,0
25336,1969,5,0
25337,1969,5,0
25338,1969,5,0
25339,1969,5,0
25340,1969,5,1
25341,1969,5,1
25342,1969,5,0
25343,1969,5,0
25344,1969,5,0
25345,1969,5,0
25346,1969,5,0
25347,1969,5,1
25348,1969,5,1
25349,1969,5,0
25350,1969,5,0
25351,1969,5,0
25352,1969,5,0
25353,1969,5,0
25354,1969,5,1
25355,1969,6,1
25356,1969,6,0
25357,1969,6,0
25358,1969,6,0
25359,1969,6,0
25360,1969,6,0
25361,1969,6,1
25362,1969,6,1
25363,1969,6,0
25364,1969,6,0
25365,1969,6,0
25366,1969,6,0
25367,1969,6,0
25368,1969,6,1
25369,1969,6,1
25370,1969,6,0
25371,1969,6,0
25372,1969,6,0
25373,1969,6,0
25374,1969,6,0
25375,1969,6,1
25376,1969,6,1
25377,1969,6,0
25378,1969,6,0
25379,1969,6,0
25380,1969,6,0
25381,1969,6,0
25382,1969,6,1
25383,1969,6,1
25384,1969,6,0
25385,1969,7,0
25386,1969,7,0
25387,1969,7,0
25388,1969,7,0
25389,1969,7,1
25390,1969,7,1
25391,1969,7,0
25392,1969,7,0
25393,1969,7,0
25394,1969,7,0
25395,1969,7,0
25396,1969,7,1
25397,1969,7,1
25398,1969,7,0
25399,1969,7,0
25400,1969,7,0
25401,1969,7,0
25402,1969,7,0
25403,1969,7,1
25404,1969,7,1
25405,1969,7,0
25406,1969,7,0
25407,1969,7,0
25408,1969,7,0
25409,1969,7,0
25410,1969,7,1
25411,1969,7,1
25412,1969,7,0
25413,1969,7,0
25414,1969,7,0
25415,1969,7,0
25416,1969,8,0
25417,1969,8,1
